xml_id	midi_id	track	channel	pitch	onset
n278-1	n179	0	0	51	14.18401359375001
n279-1	n180	0	0	54	14.18534906250001
n294-1	n187	0	0	38	14.857089843750007
n297-1	n191	0	0	38	15.116170781250009
n283-1	n186	0	0	50	14.732891250000007
n295-1	n188	0	0	50	14.861096250000006
n285-1	n189	0	0	50	14.981288437500007
n298-1	n190	0	0	50	15.10148062500001
n299-1	n192	0	0	38	15.20831812500001
n308-1	n193	0	0	38	15.363232500000013
n301-1	n195	0	0	38	15.495443906250014
n311-1	n197	0	0	38	15.666383906250013
n309-1	n194	0	0	50	15.365903437500013
n312-1	n196	0	0	50	15.627655312500014
n303-1	n198	0	0	38	15.759866718750013
n314-1	n200	0	0	38	15.920122968750013
n305-1	n201	0	0	38	16.00826390625001
n317-1	n202	0	0	38	16.148488125000014
n315-1	n199	0	0	50	15.892078125000014
n318-1	n203	0	0	50	16.159171875000013
n329-1	n206	0	0	38	16.406233593750017
n332-1	n208	0	0	38	16.67199187500002
n319-1	n204	0	0	50	16.278028593750015
n330-1	n205	0	0	50	16.391543437500015
n321-1	n207	0	0	50	16.54378687500002
n333-1	n209	0	0	50	16.689352968750022
n335-1	n211	0	0	38	16.94442750000002
n338-1	n216	0	0	38	17.18748281250001
n325-1	n214	0	0	49	17.051265000000015
n323-1	n210	0	0	50	16.80687421875002
n336-1	n212	0	0	50	16.94976937500002
n339-1	n215	0	0	50	17.178134531250013
n326-1	n213	0	0	51	17.045923125000016
n353-1	n220	0	0	38	17.45190562500001
n356-1	n224	0	0	38	17.72834765625001
n340-1	n218	0	0	48	17.30767500000001
n343-1	n221	0	0	48	17.56408500000001
n354-1	n219	0	0	50	17.44789921875001
n357-1	n223	0	0	50	17.72701218750001
n341-1	n217	0	0	52	17.298326718750012
n344-1	n222	0	0	52	17.56408500000001
n359-1	n228	0	0	38	17.986093125000004
n362-1	n232	0	0	38	18.258528750000004
n346-1	n226	0	0	48	17.832514218750006
n349-1	n230	0	0	48	18.102278906250003
n360-1	n227	0	0	50	17.982086718750004
n363-1	n231	0	0	50	18.249180468750005
n347-1	n225	0	0	52	17.828507812500007
n350-1	n229	0	0	52	18.099607968750004
n377-1	n236	0	0	38	18.510932343750003
n380-1	n240	0	0	38	18.766006875
n364-1	n233	0	0	48	18.353347031250003
n367-1	n238	0	0	48	18.61776984375
n378-1	n235	0	0	50	18.504255000000004
n381-1	n239	0	0	50	18.76200046875
n365-1	n234	0	0	52	18.354682500000003
n368-1	n237	0	0	52	18.607086093750002
n383-1	n244	0	0	38	19.01841046875
n386-1	n248	0	0	38	19.270814062500005
n370-1	n241	0	0	48	18.876850781250003
n373-1	n246	0	0	48	19.139938125
n384-1	n243	0	0	50	19.007726718750003
n387-1	n247	0	0	50	19.253452968750004
n371-1	n242	0	0	52	18.880857187500002
n374-1	n245	0	0	52	19.13326078125
n405-1	n253	0	0	38	19.521882187500008
n408-1	n258	0	0	38	19.817020781250005
n388-1	n251	0	0	48	19.378987031250006
n392-1	n255	0	0	48	19.674125625000006
n406-1	n252	0	0	50	19.507192031250007
n409-1	n257	0	0	50	19.802330625000003
n389-1	n249	0	0	52	19.376316093750006
n393-1	n256	0	0	52	19.674125625000006
n390-1	n250	0	0	55	19.377651562500006
n394-1	n254	0	0	55	19.670119218750006
n411-1	n263	0	0	38	20.076101718750003
n414-1	n268	0	0	38	20.35387921875
n396-1	n260	0	0	48	19.945225781250002
n400-1	n265	0	0	48	20.218996875000002
n412-1	n262	0	0	50	20.068088906250004
n415-1	n267	0	0	50	20.35120828125
n397-1	n261	0	0	52	19.947896718750002
n401-1	n266	0	0	52	20.22033234375
n398-1	n259	0	0	55	19.939883906250003
n402-1	n264	0	0	55	20.217661406250002
n429-1	n273	0	0	38	20.606282812499995
n432-1	n278	0	0	38	20.88806671874999
n416-1	n270	0	0	48	20.478077812499997
n419-1	n276	0	0	48	20.76119718749999
n430-1	n272	0	0	50	20.594263593749993
n433-1	n277	0	0	50	20.88406031249999
n417-1	n269	0	0	52	20.470064999999998
n420-1	n275	0	0	52	20.753184374999993
n418-1	n271	0	0	55	20.487426093749995
n421-1	n274	0	0	55	20.749177968749994
n435-1	n282	0	0	38	21.14447671874999
n438-1	n286	0	0	38	21.392873906249985
n422-1	n280	0	0	48	21.017607187499987
n436-1	n283	0	0	50	21.14581218749999
n425-1	n285	0	0	50	21.282029999999985
n439-1	n287	0	0	50	21.400886718749984
n423-1	n279	0	0	52	21.014936249999987
n427-1	n288	0	0	52	21.406228593749983
n426-1	n284	0	0	53	21.271346249999986
n424-1	n281	0	0	55	21.021613593749986
n449-1	n291	0	0	38	21.686677031249978
n452-1	n294	0	0	38	21.96979640624998
n440-1	n289	0	0	50	21.52508531249998
n450-1	n290	0	0	50	21.68267062499998
n442-1	n292	0	0	50	21.82823671874998
n453-1	n293	0	0	50	21.96178359374998
n455-1	n297	0	0	38	22.235554687499985
n458-1	n300	0	0	38	22.50531937499999
n444-1	n295	0	0	50	22.079304843749984
n456-1	n296	0	0	50	22.219529062499983
n446-1	n298	0	0	50	22.353075937499987
n459-1	n299	0	0	50	22.485287343749988
n469-1	n303	0	0	38	22.77241312499999
n472-1	n306	0	0	38	23.054197031249988
n460-1	n301	0	0	50	22.62150515624999
n470-1	n302	0	0	50	22.76573578124999
n462-1	n304	0	0	50	22.89126984374999
n473-1	n305	0	0	50	23.028823124999988
n475-1	n309	0	0	38	23.30526515624999
n478-1	n311	0	0	38	23.567017031249993
n464-1	n307	0	0	50	23.15302171874999
n476-1	n308	0	0	50	23.297252343749992
n466-1	n310	0	0	50	23.430799218749993
n479-1	n312	0	0	50	23.57636531249999
n489-1	n315	0	0	38	23.846129999999988
n492-1	n317	0	0	38	24.12257203124999
n480-1	n313	0	0	50	23.70056390624999
n490-1	n314	0	0	50	23.84078812499999
n482-1	n316	0	0	50	23.98768968749999
n493-1	n318	0	0	50	24.14661046874999
n495-1	n321	0	0	38	24.404355937499993
n498-1	n323	0	0	38	24.67144968749999
n484-1	n319	0	0	50	24.250777031249992
n496-1	n320	0	0	50	24.388330312499992
n486-1	n322	0	0	50	24.53122546874999
n499-1	n324	0	0	50	24.69281718749999
n509-1	n326	0	0	38	24.941214374999987
n512-1	n329	0	0	38	25.210979062499987
n500-1	n325	0	0	50	24.81300937499999
n510-1	n327	0	0	50	24.957239999999988
n502-1	n328	0	0	50	25.08811593749999
n513-1	n330	0	0	50	25.235017499999987
n515-1	n332	0	0	38	25.479408281249988
n504-1	n331	0	0	50	25.35788062499999
n516-1	n333	0	0	50	25.486085624999987
n506-1	n334	0	0	50	25.61028421874999
n507-1	n335	0	0	53	25.74783749999999
n520-1	n340	0	0	53	26.15114906249999
n518-1	n336	0	0	57	25.87737796874999
n519-1	n338	0	0	57	26.02962140624999
n521-1	n341	0	0	57	26.27534765624999
n526-1	n337	0	0	58	25.88138437499999
n527-1	n339	0	0	59	26.137794374999988
n529-1	n346	0	0	48	26.68133015625
n528-1	n342	0	0	49	26.414236406249994
n522-1	n343	0	0	50	26.422249218749993
n523-1	n344	0	0	50	26.537099531249996
n524-1	n345	0	0	50	26.6799946875
n525-1	n347	0	0	53	26.8081996875
n532-1	n352	0	0	53	27.222195
n530-1	n348	0	0	57	26.9364046875
n531-1	n350	0	0	57	27.075293437499997
n533-1	n353	0	0	57	27.334374375
n538-1	n349	0	0	59	26.9470884375
n539-1	n351	0	0	60	27.2141821875
n540-1	n354	0	0	47	27.469256718749996
n534-1	n355	0	0	50	27.485282343749997
n535-1	n356	0	0	50	27.60681
n536-1	n358	0	0	50	27.751040625
n537-1	n359	0	0	53	27.8819165625
n541-1	n357	0	0	61	27.749705156250002
n551-1	n363	0	0	46	28.282557187499993
n544-1	n364	0	0	53	28.29324093749999
n542-1	n360	0	0	57	28.007450624999997
n543-1	n362	0	0	57	28.146339374999997
n545-1	n365	0	0	57	28.422781406249992
n550-1	n361	0	0	62	28.018134374999995
n552-1	n367	0	0	45	28.56834749999999
n546-1	n366	0	0	50	28.561670156249992
n547-1	n368	0	0	50	28.68720421874999
n548-1	n369	0	0	50	28.82742843749999
n549-1	n371	0	0	53	28.967652656249992
n553-1	n370	0	0	63	28.84211859374999
n562-1	n373	0	0	44	29.155953749999995
n556-1	n376	0	0	53	29.38164796875
n554-1	n372	0	0	57	29.105205937499996
n555-1	n374	0	0	57	29.238752812499996
n557-1	n377	0	0	57	29.501840156249997
n563-1	n375	0	0	64	29.366957812499997
n564-1	n378	0	0	43	29.640728906249997
n558-1	n379	0	0	50	29.640728906249997
n559-1	n380	0	0	50	29.76359203125
n560-1	n381	0	0	55	29.92919015625
n561-1	n382	0	0	58	30.0667434375
n567-1	n386	0	0	58	30.464713125000006
n565-1	n383	0	0	62	30.196283906250002
n566-1	n385	0	0	62	30.336508125000005
n568-1	n388	0	0	62	30.58490531250001
n573-1	n384	0	0	63	30.216315937500003
n574-1	n387	0	0	64	30.472725937500005
n576-1	n393	0	0	53	31.00824890625001
n575-1	n390	0	0	54	30.741155156250006
n569-1	n389	0	0	55	30.734477812500007
n570-1	n391	0	0	55	30.88004390625001
n571-1	n392	0	0	55	31.00424250000001
n572-1	n394	0	0	58	31.13912484375001
n579-1	n399	0	0	58	31.551784687500014
n577-1	n395	0	0	62	31.27400718750001
n578-1	n397	0	0	62	31.407554062500015
n580-1	n400	0	0	62	31.688002500000014
n585-1	n396	0	0	64	31.27667812500001
n586-1	n398	0	0	65	31.543771875000015
n587-1	n401	0	0	52	31.809530156250013
n581-1	n402	0	0	55	31.821549375000014
n582-1	n403	0	0	55	31.960438125000014
n583-1	n404	0	0	55	32.08730765625002
n584-1	n406	0	0	58	32.226196406250025
n588-1	n405	0	0	66	32.08997859375002
n598-1	n410	0	0	51	32.630843437500026
n591-1	n411	0	0	58	32.640191718750025
n589-1	n408	0	0	62	32.369091562500024
n590-1	n409	0	0	62	32.506644843750024
n592-1	n412	0	0	62	32.779080468750024
n597-1	n407	0	0	67	32.361078750000026
n599-1	n414	0	0	50	32.91930468750002
n593-1	n413	0	0	55	32.915298281250024
n594-1	n415	0	0	55	33.05819343750002
n595-1	n416	0	0	55	33.182392031250025
n596-1	n418	0	0	58	33.32261625000003
n600-1	n417	0	0	68	33.185062968750024
n609-1	n420	0	0	49	33.46284046875003
n603-1	n423	0	0	58	33.73928250000003
n601-1	n419	0	0	62	33.45616312500003
n602-1	n421	0	0	62	33.58436812500003
n604-1	n425	0	0	62	33.86882296875004
n610-1	n422	0	0	69	33.73260515625003
n611-1	n427	0	0	48	34.01438906250004
n605-1	n426	0	0	55	34.00236984375004
n606-1	n428	0	0	55	34.133245781250025
n607-1	n429	0	0	55	34.281482812500016
n608-1	n430	0	0	56	34.39499765625002
n622-1	n435	0	0	43	34.80632203124998
n614-1	deletion
n613-1	n433	0	0	57	34.56727312499999
n615-1	n434	0	0	57	34.79830921874998
n612-1	n431	0	0	58	34.53388640625
n616-1	n436	0	0	58	34.943875312499976
n621-1	n432	0	0	63	34.555253906249995
n624-1	n440	0	0	37	35.33650312499997
n618-1	n439	0	0	58	35.21497546874997
n617-1	n438	0	0	59	35.10012515624997
n619-1	n441	0	0	59	35.33917406249997
n620-1	n442	0	0	60	35.46337265624997
n623-1	n437	0	0	69	35.07341578124997
n635-1	n447	0	0	43	35.88805171874997
n627-1	n446	0	0	60	35.74382109374997
n626-1	n445	0	0	61	35.627635312499976
n628-1	n448	0	0	61	35.89205812499997
n625-1	n443	0	0	62	35.56620374999997
n629-1	n449	0	0	62	36.02426953124996
n634-1	n444	0	0	64	35.59825499999997
n637-1	n453	0	0	37	36.399536249999976
n630-1	n451	0	0	63	36.17250656249997
n631-1	n452	0	0	64	36.30071156249997
n632-1	n454	0	0	65	36.41823281249997
n633-1	n455	0	0	66	36.557121562499965
n636-1	n450	0	0	69	36.144461718749966
n641-1	n464	0	0	65	37.07928984374995
n639-1	n459	0	0	66	36.80418328124996
n640-1	n460	0	0	66	36.95108484374996
n638-1	n456	0	0	67	36.686662031249966
n646-1	n458	0	0	68	36.700016718749964
n649-1	n463	0	0	68	36.979129687499956
n647-1	deletion
n648-1	n457	0	0	72	36.698681249999964
n650-1	n461	0	0	76	36.96043312499996
n651-1	n462	0	0	80	36.96176859374996
n645-1	n473	0	0	63	37.62549656249992
n643-1	n466	0	0	64	37.36107374999994
n644-1	n471	0	0	64	37.497291562499925
n642-1	n465	0	0	65	37.25022984374994
n655-1	n468	0	0	68	37.37309296874994
n658-1	deletion
n659-1	n472	0	0	74	37.50663984374992
n656-1	n469	0	0	75	37.393124999999934
n660-1	n470	0	0	78	37.495956093749925
n657-1	n467	0	0	79	37.36374468749994
n664-1	n484	0	0	61	38.1770451562499
n662-1	n478	0	0	62	37.90460953124991
n663-1	n481	0	0	62	38.068872187499906
n661-1	n475	0	0	63	37.79643656249992
n669-1	n477	0	0	68	37.81780406249992
n672-1	n479	0	0	68	38.05418203124991
n673-1	n480	0	0	70	38.06085937499991
n670-1	n474	0	0	72	37.79510109374992
n674-1	n483	0	0	76	38.080891406249904
n671-1	n476	0	0	80	37.79777203124992
n667-1	n491	0	0	58	38.587034062499896
n668-1	n494	0	0	59	38.711232656249884
n666-1	n489	0	0	60	38.4414679687499
n665-1	n487	0	0	61	38.3319595312499
n675-1	n486	0	0	68	38.3306240624999
n678-1	n492	0	0	68	38.592375937499895
n676-1	n488	0	0	70	38.3346304687499
n679-1	n493	0	0	70	38.593711406249895
n680-1	n490	0	0	74	38.5790212499999
n677-1	n485	0	0	75	38.3226112499999
n691-1	n500	0	0	46	39.107866874999885
n683-1	n498	0	0	59	38.972984531249885
n682-1	n497	0	0	60	38.85946968749988
n684-1	n499	0	0	60	39.106531406249886
n681-1	n495	0	0	61	38.80605093749988
n685-1	n501	0	0	61	39.252097499999884
n690-1	n496	0	0	66	38.84878593749988
n693-1	n505	0	0	40	39.63137062499989
n687-1	n504	0	0	61	39.50717203124989
n686-1	n502	0	0	62	39.37362515624989
n688-1	n506	0	0	62	39.65674453124989
n689-1	n507	0	0	63	39.772930312499895
n692-1	n503	0	0	72	39.376296093749886
n704-1	n512	0	0	46	40.16021624999989
n696-1	n511	0	0	63	40.048036874999895
n695-1	n510	0	0	64	39.9251737499999
n697-1	n513	0	0	64	40.184254687499894
n694-1	n508	0	0	65	39.8931224999999
n698-1	n514	0	0	65	40.2857503124999
n703-1	n509	0	0	67	39.8931224999999
n706-1	n520	0	0	40	40.70642296874989
n699-1	n515	0	0	66	40.4313164062499
n700-1	n517	0	0	67	40.5648632812499
n701-1	n519	0	0	68	40.69440374999989
n702-1	n521	0	0	69	40.81192499999989
n705-1	n516	0	0	72	40.4339873437499
n716-1	deletion
n710-1	n530	0	0	68	41.38217015624989
n708-1	n524	0	0	69	41.091037968749895
n709-1	n526	0	0	69	41.24728781249989
n707-1	n522	0	0	70	40.96149749999989
n718-1	n528	0	0	71	41.25930703124989
n715-1	deletion
n717-1	n523	0	0	75	40.97618765624989
n719-1	n527	0	0	79	41.25262968749989
n720-1	n525	0	0	83	41.24194593749989
n714-1	n540	0	0	66	41.927041406249835
n712-1	n532	0	0	67	41.66796046874986
n713-1	n536	0	0	67	41.78815265624985
n711-1	n531	0	0	68	41.53307812499987
n724-1	n534	0	0	71	41.71603734374986
n727-1	n538	0	0	71	41.80417828124985
n728-1	n539	0	0	77	41.810855624999846
n725-1	n535	0	0	78	41.74007578124986
n729-1	n537	0	0	81	41.79616546874985
n726-1	n533	0	0	82	41.66796046874986
n733-1	n550	0	0	64	42.470577187499835
n731-1	n545	0	0	65	42.208825312499826
n732-1	n547	0	0	65	42.353055937499825
n730-1	n541	0	0	66	42.07527843749983
n739-1	n544	0	0	71	42.12201984374983
n742-1	n548	0	0	71	42.357062343749824
n743-1	n549	0	0	73	42.38110078124983
n740-1	n543	0	0	75	42.09397499999983
n744-1	n546	0	0	79	42.349049531249825
n741-1	n542	0	0	83	42.08596218749983
n737-1	n559	0	0	55	42.90861093749982
n738-1	n560	0	0	58	43.01678390624981
n736-1	n558	0	0	62	42.895256249999825
n735-1	n555	0	0	63	42.74835468749983
n734-1	n552	0	0	64	42.62014968749983
n748-1	n557	0	0	70	42.889914374999826
n745-1	n553	0	0	71	42.62014968749983
n746-1	n554	0	0	73	42.63350437499983
n749-1	deletion
n747-1	n551	0	0	78	42.61614328124983
n750-1	n556	0	0	79	42.887243437499826
n762-1	n567	0	0	54	43.43345015624982
n760-1	n563	0	0	55	43.193065781249814
n752-1	n566	0	0	58	43.42810828124982
n758-1	n562	0	0	62	43.17303374999982
n759-1	n564	0	0	62	43.29723234374982
n753-1	n568	0	0	62	43.55097140624982
n761-1	n561	0	0	63	43.150330781249814
n763-1	n565	0	0	64	43.42143093749982
n766-1	n574	0	0	41	43.96763765624981
n764-1	n571	0	0	42	43.71523406249982
n767-1	n575	0	0	53	43.96763765624981
n765-1	n570	0	0	54	43.70321484374982
n754-1	n569	0	0	55	43.69520203124982
n755-1	n572	0	0	55	43.84343906249981
n756-1	n573	0	0	55	43.962295781249814
n757-1	n576	0	0	58	44.098513593749814
n778-1	n583	0	0	53	44.500489687499815
n776-1	n579	0	0	54	44.24140874999981
n770-1	n582	0	0	58	44.495147812499816
n768-1	n577	0	0	62	44.232060468749815
n769-1	n580	0	0	62	44.366942812499815
n771-1	n584	0	0	62	44.62068187499982
n777-1	n578	0	0	64	44.234731406249814
n779-1	n581	0	0	65	44.49114140624982
n780-1	n587	0	0	40	44.775596249999815
n781-1	n585	0	0	52	44.76357703124982
n772-1	n586	0	0	55	44.770254374999816
n773-1	n588	0	0	55	44.90914312499981
n774-1	n590	0	0	55	45.0440254687498
n775-1	n593	0	0	58	45.1735659374998
n782-1	n591	0	0	60	45.073405781249804
n783-1	n592	0	0	63	45.0774121874998
n784-1	n589	0	0	66	45.0373481249998
n796-1	n601	0	0	39	45.5822193749998
n797-1	n600	0	0	51	45.5742065624998
n793-1	n597	0	0	57	45.3164610937498
n787-1	n599	0	0	58	45.570200156249804
n785-1	n595	0	0	62	45.3111192187498
n786-1	n598	0	0	62	45.4379887499998
n788-1	n602	0	0	62	45.71175984374981
n794-1	n594	0	0	63	45.3084482812498
n795-1	n596	0	0	67	45.3137901562498
n798-1	n605	0	0	38	45.86400328124981
n799-1	n604	0	0	50	45.85198406249981
n789-1	n603	0	0	55	45.84530671874981
n790-1	n606	0	0	55	45.9748471874998
n791-1	n608	0	0	55	46.123084218749796
n792-1	n610	0	0	58	46.259302031249796
n800-1	n618	0	0	60	46.72805156249977
n801-1	deletion
n802-1	n607	0	0	68	46.1164068749998
n811-1	n612	0	0	37	46.406203593749794
n812-1	n611	0	0	49	46.394184374999796
n805-1	n616	0	0	58	46.67730374999977
n813-1	n617	0	0	61	46.69733578124977
n803-1	n613	0	0	62	46.41020999999979
n804-1	n614	0	0	62	46.53440859374978
n806-1	n620	0	0	62	46.81085062499977
n814-1	deletion
n815-1	n615	0	0	69	46.67329734374977
n816-1	n623	0	0	36	46.977784218749775
n817-1	n622	0	0	48	46.95908765624978
n807-1	n621	0	0	55	46.95107484374978
n808-1	n624	0	0	55	47.08862812499977
n809-1	n625	0	0	60	47.227516874999765
n810-1	n626	0	0	63	47.362399218749765
n828-1	n633	0	0	59	47.769717187499765
n826-1	n629	0	0	60	47.502623437499764
n820-1	n632	0	0	63	47.761704374999766
n818-1	n627	0	0	67	47.48793328124977
n819-1	n630	0	0	67	47.61480281249977
n821-1	n634	0	0	67	47.89525124999976
n827-1	n628	0	0	68	47.494610624999765
n829-1	n631	0	0	69	47.75502703124977
n832-1	n641	0	0	46	48.29722734374975
n830-1	n637	0	0	47	48.03413999999976
n833-1	n639	0	0	58	48.286543593749755
n831-1	n635	0	0	59	48.02212078124976
n822-1	n636	0	0	60	48.02612718749976
n823-1	n638	0	0	60	48.155667656249754
n824-1	n640	0	0	60	48.289214531249755
