xml_id	midi_id	track	channel	pitch	onset
n103-1	n86	1	0	45	18.473958333333314
n112-1	deletion
n106-1	n89	1	0	52	19.244791666666643
n104-1	n88	1	0	53	18.82421874999998
n107-1	n90	1	0	55	19.25911458333331
n105-1	n87	1	0	57	18.822916666666647
n100-1	n92	1	0	81	19.389322916666643
n101-1	n91	1	0	93	19.367187499999975
n110-1	n95	1	0	45	20.217447916666632
n125-1	n98	1	0	45	20.97526041666662
n122-1	deletion
n113-1	deletion
n123-1	n97	1	0	49	20.60416666666663
n108-1	n94	1	0	50	19.865885416666636
n124-1	n96	1	0	52	20.602864583333297
n109-1	n93	1	0	53	19.852864583333304
n133-1	deletion
n128-1	n104	1	0	53	21.850260416666618
n126-1	n100	1	0	55	21.36458333333329
n129-1	n106	1	0	57	21.856770833333286
n127-1	n102	1	0	58	21.38802083333329
n116-1	n101	1	0	81	21.371093749999957
n118-1	n105	1	0	83	21.854166666666618
n117-1	n99	1	0	93	21.35677083333329
n119-1	n103	1	0	95	21.838541666666618
n132-1	n111	1	0	45	22.541666666666615
n134-1	deletion
n141-1	n113	1	0	50	22.841145833333282
n130-1	n108	1	0	52	22.223958333333282
n142-1	n112	1	0	53	22.837239583333282
n131-1	n107	1	0	55	22.220052083333282
n120-1	n110	1	0	85	22.539062499999947
n135-1	n115	1	0	86	22.907552083333282
n121-1	n109	1	0	97	22.523437499999947
n136-1	n114	1	0	98	22.891927083333282
n143-1	n116	1	0	38	23.256510416666615
n144-1	n117	1	0	55	23.614583333333282
n147-1	n120	1	0	57	24.21484374999995
n137-1	n119	1	0	88	23.65624999999995
n139-1	n122	1	0	89	24.321614583333282
n138-1	n118	1	0	100	23.64062499999995
n140-1	n121	1	0	101	24.30468749999995
n158-1	n125	1	0	47	25.524739583333265
n146-1	n124	1	0	48	25.16145833333327
n145-1	n123	1	0	50	24.77864583333328
n159-1	n130	1	0	43	26.785156249999925
n160-1	n131	1	0	47	26.842447916666593
n164-1	n134	1	0	53	26.96614583333326
n163-1	n127	1	0	55	26.354166666666597
n162-1	n126	1	0	56	25.95703124999993
n152-1	n133	1	0	86	26.95052083333326
n150-1	n129	1	0	88	26.424479166666597
n153-1	n132	1	0	98	26.93880208333326
n151-1	n128	1	0	100	26.407552083333265
n172-1	n143	1	0	36	28.76302083333324
n175-1	n146	1	0	52	29.238281249999908
n166-1	n140	1	0	53	28.231770833333243
n165-1	n138	1	0	55	27.575520833333254
n167-1	n145	1	0	84	29.22395833333324
n156-1	n142	1	0	86	28.589843749999908
n154-1	n139	1	0	88	27.622395833333254
n168-1	n144	1	0	96	29.207031249999908
n157-1	n141	1	0	98	28.566406249999908
n155-1	n136	1	0	100	27.511718749999922
n178-1	n150	1	0	54	30.470052083333233
n176-1	n147	1	0	55	29.963541666666572
n179-1	n149	1	0	57	30.436197916666565
n177-1	n148	1	0	58	29.980468749999904
n180-1	n151	1	0	58	30.910156249999897
n181-1	n152	1	0	62	30.912760416666565
n183-1	n155	1	0	52	32.213541666666565
n174-1	n154	1	0	53	31.81510416666656
n173-1	n153	1	0	55	31.40104166666656
n184-1	deletion
n185-1	n161	1	0	52	33.5416666666666
n192-1	deletion
n190-1	n159	1	0	57	33.23828124999992
n188-1	n157	1	0	58	32.69270833333324
n193-1	n163	1	0	59	33.673177083333265
n191-1	n158	1	0	60	33.21354166666659
n189-1	n156	1	0	61	32.66927083333324
n210-1	n173	1	0	53	35.48177083333327
n196-1	n167	1	0	55	34.748697916666615
n194-1	n164	1	0	57	34.1744791666666
n213-1	n171	1	0	57	35.47526041666661
n197-1	n166	1	0	58	34.736979166666615
n195-1	n165	1	0	60	34.179687499999936
n198-1	n168	1	0	77	35.014322916666615
n199-1	n169	1	0	84	35.127604166666615
n200-1	n170	1	0	89	35.27343749999994
n201-1	n172	1	0	93	35.47526041666661
n212-1	n180	1	0	41	36.876302083333286
n215-1	n178	1	0	57	36.85937499999995
n202-1	n174	1	0	81	35.98307291666661
n205-1	n179	1	0	88	36.864583333333286
n203-1	n176	1	0	89	36.404947916666615
n206-1	n177	1	0	91	36.85546874999995
n204-1	n175	1	0	93	36.36067708333328
n209-1	n183	1	0	77	37.77343749999996
n207-1	n182	1	0	86	37.38281249999995
n216-1	n184	1	0	86	38.1731770833333
n208-1	n181	1	0	89	37.356770833333286
n217-1	n185	1	0	89	38.175781249999964
n228-1	n191	1	0	53	39.37369791666667
n230-1	n190	1	0	58	39.34375
n222-1	n193	1	0	74	39.38281250000001
n223-1	n192	1	0	77	39.37890625000001
n220-1	n189	1	0	82	38.93749999999999
n218-1	n187	1	0	84	38.54166666666664
n221-1	n188	1	0	86	38.91536458333332
n219-1	n186	1	0	88	38.53255208333331
n244-1	n199	1	0	56	40.50260416666669
n231-1	n196	1	0	60	40.076822916666686
n247-1	n200	1	0	62	40.51692708333336
n232-1	n202	1	0	77	40.52994791666669
n226-1	n198	1	0	81	40.13411458333335
n224-1	n194	1	0	82	39.72526041666668
n238-1	n201	1	0	83	40.51822916666669
n227-1	n197	1	0	84	40.100260416666686
n225-1	n195	1	0	86	39.734375000000014
n246-1	n208	1	0	48	41.52604166666671
n245-1	n207	1	0	55	41.214843750000036
n249-1	n212	1	0	64	41.648437500000036
n248-1	n205	1	0	65	41.183593750000036
n234-1	n206	1	0	71	41.2096354166667
n235-1	n211	1	0	73	41.64192708333337
n233-1	n203	1	0	74	40.8619791666667
n239-1	n204	1	0	79	41.180989583333364
n240-1	n210	1	0	79	41.640625000000036
n241-1	n209	1	0	82	41.61067708333337
n261-1	n221	1	0	53	42.84895833333337
n250-1	n216	1	0	67	42.364583333333364
n263-1	n218	1	0	69	42.83463541666671
n237-1	n214	1	0	70	42.160156250000036
n236-1	n213	1	0	72	41.98307291666671
n242-1	n215	1	0	76	42.286458333333364
n251-1	n220	1	0	77	42.847656250000036
n252-1	n219	1	0	81	42.83723958333337
n243-1	n217	1	0	84	42.3893229166667
n262-1	n227	1	0	41	44.10546875000005
n264-1	n226	1	0	57	44.08593750000005
n253-1	n223	1	0	69	43.25911458333338
n256-1	n229	1	0	76	44.11067708333338
n254-1	n225	1	0	77	43.62239583333338
n257-1	n228	1	0	79	44.108072916666714
n255-1	n224	1	0	81	43.615885416666714
n260-1	n232	1	0	65	44.96354166666672
n258-1	n231	1	0	74	44.60937500000005
n265-1	n233	1	0	74	45.33333333333339
n259-1	n230	1	0	77	44.57421875000005
n266-1	n234	1	0	77	45.33854166666673
n277-1	n242	1	0	53	46.558593750000064
n279-1	n239	1	0	58	46.53645833333339
n271-1	n241	1	0	62	46.55729166666673
n272-1	n240	1	0	65	46.54557291666673
n269-1	n238	1	0	70	46.089843750000064
n267-1	n235	1	0	72	45.70312500000006
n270-1	n237	1	0	74	46.06510416666673
n268-1	n236	1	0	76	45.70442708333339
n292-1	n249	1	0	56	47.675781250000064
n280-1	n245	1	0	60	47.295572916666735
n297-1	n248	1	0	62	47.6692708333334
n281-1	n251	1	0	65	47.7044270833334
n275-1	n247	1	0	69	47.3177083333334
n273-1	n243	1	0	70	46.9231770833334
n288-1	n250	1	0	71	47.6966145833334
n276-1	n246	1	0	72	47.2981770833334
n274-1	n244	1	0	74	46.94010416666673
n295-1	n260	1	0	49	48.937500000000085
n294-1	n255	1	0	50	48.41145833333341
n299-1	n261	1	0	52	48.960937500000085
n298-1	n254	1	0	53	48.37760416666674
n293-1	n253	1	0	55	48.04557291666674
n283-1	n257	1	0	59	48.49739583333341
n282-1	n252	1	0	62	48.04427083333341
n289-1	n256	1	0	67	48.46614583333341
n284-1	n259	1	0	67	48.93229166666675
n290-1	n258	1	0	70	48.91536458333342
n296-1	n269	1	0	48	49.86197916666676
n313-1	n270	1	0	53	50.4804687500001
n300-1	n262	1	0	55	49.33072916666676
n316-1	n271	1	0	57	50.4960937500001
n286-1	n264	1	0	58	49.58203125000009
n301-1	n267	1	0	60	49.84375000000009
n285-1	n263	1	0	64	49.33984375000009
n287-1	n265	1	0	64	49.69270833333343
n302-1	n273	1	0	65	50.51432291666677
n311-1	n272	1	0	69	50.501302083333435
n291-1	n268	1	0	72	49.85937500000009
n314-1	n277	1	0	29	52.12890625000011
n315-1	n278	1	0	41	52.13411458333344
n303-1	n274	1	0	57	51.19140625000011
n306-1	n281	1	0	61	52.29947916666678
n304-1	n276	1	0	63	51.61979166666678
n307-1	n280	1	0	65	52.261718750000114
n305-1	n275	1	0	66	51.60807291666678
n312-1	n279	1	0	69	52.24479166666678
n310-1	n284	1	0	57	53.21093750000012
n308-1	n283	1	0	60	52.830729166666785
n317-1	n286	1	0	60	53.60937500000012
n309-1	n282	1	0	63	52.81250000000012
n318-1	n285	1	0	63	53.561197916666785
n333-1	n290	1	0	29	54.6432291666668
n334-1	n291	1	0	41	54.6822916666668
n319-1	n287	1	0	57	53.920572916666785
n322-1	n294	1	0	61	54.81770833333347
n320-1	n289	1	0	63	54.31901041666679
n323-1	n293	1	0	65	54.79817708333347
n321-1	n288	1	0	66	54.26692708333346
n328-1	n292	1	0	69	54.7838541666668
n326-1	n297	1	0	57	55.61718750000014
n324-1	n296	1	0	60	55.30078125000014
n325-1	n295	1	0	63	55.26171875000014
n335-1	n299	1	0	63	56.00651041666681
n336-1	n300	1	0	66	56.01302083333348
n346-1	n298	1	0	70	55.99479166666681
n353-1	n304	1	0	29	57.01432291666683
n354-1	n305	1	0	41	57.02083333333349
n339-1	n303	1	0	58	56.69401041666683
n337-1	n302	1	0	61	56.38541666666682
n340-1	n308	1	0	63	57.13020833333349
n338-1	n301	1	0	65	56.376302083333485
n341-1	n309	1	0	66	57.13411458333349
n347-1	n307	1	0	69	57.12760416666683
n348-1	n306	1	0	72	57.109375000000156
n344-1	n313	1	0	60	57.88281250000017
n342-1	n310	1	0	61	57.483072916666835
n355-1	n316	1	0	61	58.51302083333351
n345-1	n312	1	0	63	57.876302083333506
n343-1	n311	1	0	65	57.490885416666835
n356-1	n317	1	0	65	58.51822916666685
n367-1	n315	1	0	70	58.50390625000018
n368-1	n314	1	0	73	58.48307291666684
n374-1	n320	1	0	29	59.65885416666687
n376-1	n324	1	0	30	60.07942708333354
n375-1	n322	1	0	41	59.69010416666687
n377-1	n325	1	0	42	60.093750000000206
n359-1	n321	1	0	58	59.66666666666687
n361-1	n323	1	0	58	60.04557291666688
n357-1	n319	1	0	60	59.18750000000019
n360-1	deletion
n362-1	deletion
n358-1	n318	1	0	63	59.174479166666856
n378-1	n330	1	0	31	60.790364583333535
n394-1	n334	1	0	32	61.34635416666687
n379-1	n329	1	0	43	60.782552083333535
n396-1	n335	1	0	44	61.351562500000206
n363-1	n328	1	0	60	60.43229166666686
n365-1	n333	1	0	61	60.8828125000002
n380-1	n338	1	0	61	61.42838541666688
n364-1	n327	1	0	63	60.419270833333535
n366-1	n332	1	0	64	60.8476562500002
n381-1	n337	1	0	65	61.42057291666688
n371-1	n331	1	0	70	60.8359375000002
n390-1	n336	1	0	70	61.40885416666688
n370-1	n326	1	0	72	60.41276041666687
n395-1	n344	1	0	32	62.45963541666692
n397-1	n340	1	0	49	62.13411458333357
n398-1	n348	1	0	50	62.67447916666692
n382-1	n339	1	0	56	61.837239583333556
n385-1	n347	1	0	59	62.606770833333584
n383-1	n342	1	0	61	62.22786458333358
n384-1	n343	1	0	65	62.24088541666691
n386-1	n346	1	0	65	62.602864583333584
n391-1	n341	1	0	68	62.19140625000024
n392-1	n345	1	0	70	62.58593750000025
n412-1	n355	1	0	32	63.53645833333361
n399-1	n351	1	0	44	63.1380208333336
n415-1	n359	1	0	51	63.82031250000027
n387-1	n350	1	0	56	62.941406250000256
n388-1	n354	1	0	59	63.34114583333361
n400-1	n357	1	0	60	63.794270833333606
n389-1	n353	1	0	65	63.290364583333606
n401-1	n358	1	0	66	63.817708333333606
n393-1	n352	1	0	68	63.27604166666694
n409-1	n356	1	0	70	63.76953125000028
n416-1	n362	1	0	44	64.63020833333357
n417-1	n366	1	0	48	65.1236979166669
n402-1	n361	1	0	56	64.27343750000026
n420-1	n367	1	0	56	65.14192708333357
n403-1	n364	1	0	60	64.69661458333357
n411-1	n363	1	0	66	64.68359375000024
n404-1	n365	1	0	66	65.1119791666669
n410-1	n360	1	0	68	64.23567708333358
n414-1	n373	1	0	32	65.98697916666684
n428-1	n378	1	0	37	66.60677083333353
n418-1	n370	1	0	44	65.57161458333353
n429-1	n379	1	0	44	66.69270833333353
n419-1	n375	1	0	48	66.20833333333353
n430-1	n380	1	0	49	66.86197916666686
n427-1	n382	1	0	53	66.8984375000002
n421-1	n372	1	0	54	65.6015625000002
n423-1	n376	1	0	56	66.20963541666686
n424-1	n381	1	0	61	66.89322916666687
n408-1	n374	1	0	63	66.18098958333353
n407-1	n371	1	0	65	65.5742187500002
n406-1	n369	1	0	66	65.47265625000021
n405-1	n368	1	0	68	65.37630208333356
n439-1	n383	1	0	49	67.46875000000017
n431-1	deletion
n434-1	n386	1	0	60	68.46354166666687
n432-1	n385	1	0	61	67.87239583333353
n435-1	n387	1	0	63	68.50520833333354
n433-1	n384	1	0	65	67.85286458333353
n425-1	n389	1	0	65	68.60286458333354
n426-1	n388	1	0	77	68.58333333333354
n440-1	n392	1	0	49	69.52604166666687
n453-1	n399	1	0	49	71.0468750000002
n471-1	n412	1	0	49	72.50651041666677
n459-1	deletion
n438-1	deletion
n436-1	n391	1	0	58	69.13932291666688
n447-1	n393	1	0	58	69.89973958333356
n437-1	n390	1	0	61	69.13802083333356
n448-1	n394	1	0	61	69.91145833333356
n451-1	n398	1	0	54	70.65234375000021
n449-1	n395	1	0	56	70.30208333333354
n452-1	n397	1	0	58	70.64583333333354
n450-1	n396	1	0	60	70.30989583333354
n443-1	n401	1	0	66	71.11328125000018
n444-1	n400	1	0	78	71.10546875000018
n477-1	n410	1	0	52	72.19661458333346
n456-1	n407	1	0	53	71.83203125000016
n454-1	n403	1	0	54	71.50651041666683
n478-1	n411	1	0	55	72.19921875000013
n457-1	n406	1	0	56	71.82161458333348
n455-1	n402	1	0	58	71.4817708333335
n445-1	n405	1	0	68	71.81901041666681
n460-1	n409	1	0	70	72.17968750000013
n446-1	n404	1	0	80	71.79817708333348
n461-1	n408	1	0	82	72.16145833333346
n473-1	n417	1	0	45	73.27473958333341
n472-1	n413	1	0	46	72.81770833333344
n474-1	n416	1	0	51	73.26953125000009
n479-1	n418	1	0	54	73.28385416666674
n464-1	n420	1	0	72	73.31640625000009
n462-1	n415	1	0	73	72.86067708333344
n465-1	n419	1	0	84	73.29817708333341
n463-1	n414	1	0	85	72.83203125000011
n475-1	n422	1	0	44	73.72656250000007
n476-1	n424	1	0	48	74.04427083333337
n487-1	n428	1	0	49	74.39322916666669
n496-1	n429	1	0	53	74.39973958333336
n480-1	n425	1	0	56	74.06770833333337
n466-1	n423	1	0	75	73.7317708333334
n481-1	n431	1	0	77	74.48697916666669
n468-1	n427	1	0	80	74.08723958333337
n467-1	n421	1	0	87	73.7083333333334
n482-1	n430	1	0	89	74.47526041666669
n469-1	n426	1	0	92	74.06770833333337
n488-1	n432	1	0	37	74.83072916666667
n497-1	deletion
n491-1	n435	1	0	48	75.63932291666666
n489-1	n433	1	0	49	75.17578125
n492-1	n436	1	0	51	75.64843749999999
n490-1	n434	1	0	53	75.17708333333333
n485-1	n438	1	0	77	75.73437499999999
n486-1	n437	1	0	89	75.72395833333331
n498-1	n441	1	0	37	76.59114583333329
n511-1	n448	1	0	37	78.11848958333327
n536-1	n462	1	0	37	79.59895833333321
n517-1	deletion
n495-1	deletion
n493-1	n439	1	0	46	76.22916666666663
n505-1	n443	1	0	46	76.97265624999996
n494-1	n440	1	0	49	76.2434895833333
n506-1	n442	1	0	49	76.97005208333329
n509-1	n447	1	0	42	77.6979166666666
n507-1	n444	1	0	44	77.34765624999994
n510-1	n446	1	0	46	77.67708333333327
n508-1	n445	1	0	48	77.35156249999994
n501-1	n450	1	0	78	78.21614583333327
n502-1	n449	1	0	90	78.19140624999994
n526-1	n460	1	0	40	79.2812499999999
n514-1	n457	1	0	41	78.96874999999991
n512-1	n453	1	0	42	78.5924479166666
n527-1	n461	1	0	43	79.2851562499999
n515-1	n456	1	0	44	78.93229166666659
n513-1	n452	1	0	46	78.58593749999993
n503-1	n455	1	0	80	78.93098958333326
n518-1	n459	1	0	82	79.2734374999999
n504-1	n454	1	0	92	78.90755208333326
n519-1	n458	1	0	94	79.26302083333324
n533-1	n471	1	0	37	80.63541666666656
n528-1	deletion
n530-1	n470	1	0	39	80.35286458333323
n531-1	n469	1	0	42	80.3398437499999
n532-1	n468	1	0	45	80.33723958333323
n529-1	n464	1	0	46	79.95833333333321
n522-1	n467	1	0	84	80.32291666666656
n520-1	n465	1	0	85	79.95833333333321
n523-1	n466	1	0	96	80.31119791666656
n521-1	n463	1	0	97	79.94270833333321
n544-1	n476	1	0	37	81.44791666666652
n537-1	deletion
n534-1	n473	1	0	44	81.02213541666654
n535-1	n475	1	0	48	81.03124999999987
n524-1	n474	1	0	87	81.02343749999987
n538-1	n478	1	0	89	81.56640624999986
n525-1	n472	1	0	99	81.01432291666654
n539-1	n477	1	0	101	81.55598958333319
n546-1	n479	1	0	41	81.97786458333319
n554-1	deletion
n549-1	n483	1	0	48	82.83723958333314
n547-1	n481	1	0	49	82.38020833333316
n550-1	n482	1	0	51	82.83203124999982
n548-1	n480	1	0	53	82.37890624999983
n542-1	n485	1	0	89	82.97526041666647
n543-1	n484	1	0	101	82.96744791666647
n555-1	n488	1	0	41	83.75911458333313
n564-1	deletion
n572-1	n491	1	0	41	84.4075520833331
n553-1	deletion
n562-1	n490	1	0	45	84.07812499999979
n551-1	n486	1	0	46	83.42578124999979
n563-1	n489	1	0	48	84.06770833333313
n552-1	n487	1	0	49	83.42578124999979
n567-1	n495	1	0	49	85.12109374999979
n565-1	n493	1	0	51	84.7356770833331
n568-1	n494	1	0	53	85.11848958333312
n566-1	n492	1	0	54	84.72526041666643
n559-1	n497	1	0	89	85.22526041666646
n560-1	n496	1	0	101	85.21874999999979
n571-1	n500	1	0	41	85.93619791666644
n573-1	deletion
n579-1	deletion
n580-1	n501	1	0	46	86.2825520833331
n569-1	n498	1	0	48	85.60156249999979
n581-1	n502	1	0	49	86.2864583333331
n570-1	n499	1	0	51	85.60807291666646
n590-1	n503	1	0	53	86.62109374999976
n582-1	deletion
n585-1	n507	1	0	60	87.33593749999974
n583-1	n504	1	0	61	86.94921874999976
n586-1	n506	1	0	63	87.33463541666642
n584-1	n505	1	0	65	86.94921874999976
n577-1	n509	1	0	77	87.4166666666664
n578-1	n508	1	0	89	87.40364583333307
n589-1	n512	1	0	53	88.11588541666637
n600-1	deletion
n607-1	n515	1	0	53	88.79296874999969
n591-1	deletion
n598-1	n514	1	0	57	88.4609374999997
n587-1	n511	1	0	58	87.78385416666639
n599-1	n513	1	0	60	88.45572916666637
n588-1	n510	1	0	61	87.77994791666639
n603-1	deletion
n601-1	deletion
n604-1	n519	1	0	61	89.63671874999962
n602-1	n516	1	0	63	89.192708333333
n595-1	n521	1	0	77	89.71354166666629
n596-1	n520	1	0	89	89.69921874999962
n608-1	n524	1	0	53	90.52864583333296
n605-1	deletion
n606-1	n523	1	0	60	90.15755208333296
n613-1	n526	1	0	60	90.88411458333293
n614-1	n525	1	0	63	90.87760416666626
n622-1	n529	1	0	53	91.53385416666625
n615-1	n528	1	0	58	91.25520833333293
n617-1	n532	1	0	58	91.8958333333329
n616-1	n527	1	0	61	91.24348958333293
n618-1	n533	1	0	61	91.89843749999957
n611-1	n531	1	0	65	91.8763020833329
n612-1	n530	1	0	77	91.87109374999957
n623-1	n536	1	0	41	92.67968749999957
n619-1	n534	1	0	57	92.26822916666623
n628-1	n538	1	0	57	93.09244791666623
n620-1	n535	1	0	60	92.2747395833329
n629-1	n537	1	0	60	93.08463541666623
n636-1	n541	1	0	53	93.9374999999995
n630-1	n540	1	0	55	93.5221354166662
n631-1	n539	1	0	58	93.48958333333287
n632-1	n544	1	0	60	94.42057291666616
n633-1	n545	1	0	63	94.42708333333283
n626-1	n543	1	0	65	94.3984374999995
n627-1	n542	1	0	77	94.39192708333283
n637-1	n549	1	0	41	95.7864583333328
n654-1	n555	1	0	53	97.2669270833328
n634-1	n548	1	0	58	94.98046874999946
n660-1	n551	1	0	60	97.2395833333328
n635-1	n547	1	0	61	94.96874999999946
n661-1	n554	1	0	65	97.26171874999947
n638-1	n552	1	0	69	97.25390624999947
n639-1	n553	1	0	77	97.25781249999947
n640-1	n550	1	0	81	97.22916666666613
n655-1	n559	1	0	53	97.90624999999945
n656-1	n565	1	0	53	98.38932291666609
n657-1	n568	1	0	53	98.7109374999994
n662-1	n558	1	0	60	97.88541666666612
n663-1	n563	1	0	60	98.35677083333276
n665-1	n569	1	0	64	98.7109374999994
n664-1	n564	1	0	65	98.38541666666609
n666-1	n571	1	0	67	98.74869791666607
n641-1	n557	1	0	69	97.88151041666612
n643-1	n561	1	0	69	98.33723958333276
n646-1	n567	1	0	70	98.70963541666607
n642-1	n556	1	0	72	97.87499999999945
n644-1	n562	1	0	72	98.35416666666609
n647-1	n570	1	0	73	98.7265624999994
n648-1	n566	1	0	79	98.70052083333275
n645-1	n560	1	0	81	98.33072916666609
n658-1	n577	1	0	53	99.09765624999937
n659-1	n581	1	0	53	99.42838541666602
n687-1	n587	1	0	53	99.74348958333266
n667-1	n575	1	0	62	99.07942708333272
n669-1	n580	1	0	62	99.40755208333269
n693-1	n584	1	0	62	99.71354166666599
n668-1	n576	1	0	65	99.08593749999937
n652-1	n579	1	0	65	99.39453124999936
n694-1	n586	1	0	65	99.71744791666599
n670-1	n585	1	0	68	99.71614583333266
n649-1	n574	1	0	70	99.07291666666605
n653-1	n578	1	0	70	99.36588541666603
n671-1	n583	1	0	71	99.70963541666599
n650-1	n573	1	0	74	99.06770833333272
n651-1	n572	1	0	77	99.05338541666605
n672-1	n582	1	0	77	99.69270833333266
n688-1	n590	1	0	53	100.05208333333265
n689-1	n596	1	0	53	100.36067708333265
n690-1	n602	1	0	53	100.6614583333326
n697-1	n597	1	0	58	100.3710937499993
n699-1	n603	1	0	58	100.6614583333326
n695-1	n589	1	0	60	100.04427083333265
n698-1	n598	1	0	62	100.3710937499993
n679-1	n601	1	0	62	100.6458333333326
n696-1	n593	1	0	64	100.05729166666598
n676-1	n599	1	0	65	100.37630208333263
n680-1	n600	1	0	65	100.6341145833326
n673-1	n591	1	0	69	100.05468749999932
n677-1	n595	1	0	70	100.33203124999932
n674-1	n592	1	0	72	100.05598958333265
n678-1	n594	1	0	74	100.32421874999932
n675-1	n588	1	0	76	100.02213541666598
n691-1	n609	1	0	53	100.98567708333259
n692-1	n614	1	0	53	101.32682291666593
n719-1	n618	1	0	53	101.70963541666593
n720-1	n616	1	0	56	101.6966145833326
n702-1	deletion
n700-1	n608	1	0	58	100.98307291666592
n731-1	n619	1	0	59	101.7122395833326
n703-1	n613	1	0	60	101.3098958333326
n701-1	n607	1	0	62	100.96223958333259
n681-1	n606	1	0	65	100.95572916666592
n684-1	n611	1	0	65	101.29296874999926
n704-1	n620	1	0	65	101.74088541666593
n705-1	n617	1	0	68	101.70182291666593
n685-1	n612	1	0	69	101.29557291666593
n682-1	n605	1	0	70	100.94401041666592
n716-1	n615	1	0	71	101.6848958333326
n686-1	n610	1	0	72	101.27473958333259
n683-1	n604	1	0	74	100.93229166666592
n725-1	n634	1	0	49	102.75781249999925
n723-1	n626	1	0	50	102.3294270833326
n721-1	n624	1	0	52	102.00781249999926
n724-1	n628	1	0	53	102.33854166666595
n726-1	n630	1	0	53	102.73697916666592
n722-1	n621	1	0	55	101.98307291666593
n732-1	n632	1	0	58	102.75260416666592
n710-1	n631	1	0	61	102.74739583333259
n708-1	n627	1	0	62	102.33593749999928
n706-1	n623	1	0	64	101.99088541666593
n709-1	n625	1	0	65	102.3216145833326
n711-1	n633	1	0	65	102.75260416666592
