onset_sec,duration_sec,velocity,pitch,id
36.7935,2.1233952,74,59,n127
36.81353,2.1060343,47,60,n129
37.402473,1.0149562,48,64,n130
36.794834,0.19898485,60,71,n128
37.971382,2.3023481,59,54,n135
38.41743,1.0590267,46,64,n136
37.935326,2.0272415,62,69,n134
39.962566,1.410255,40,69,n141
38.916893,1.3568362,51,59,n138
38.919567,1.3541653,37,60,n139
39.476456,0.7972748,32,64,n140
38.90354,1.370191,57,67,n137
40.005302,1.36752,36,57,n142
40.49275,0.5422003,31,64,n143
41.05498,3.3653812,36,55,n145
41.5865,4.5659676,29,59,n146
41.034946,1.0296464,41,64,n144
42.064594,3.8688529,33,64,n147
42.582756,3.3253171,43,71,n148
43.794025,2.3584378,36,38,n154
43.12763,2.7710977,35,40,n149
43.820736,2.3317285,21,50,n155
43.16235,2.760414,16,52,n150
43.76999,2.3824763,27,62,n153
43.75797,1.3287914,38,72,n152
43.74595,1.324785,46,74,n151
45.104122,1.048343,38,42,n162
44.440395,1.712071,36,43,n158
45.104122,1.048343,35,54,n163
44.42036,1.732103,31,55,n157
45.08409,1.068375,39,66,n160
44.398994,1.7534704,41,67,n156
45.08676,1.0657041,41,72,n161
45.070736,1.0817297,45,74,n159
45.898724,1.4917186,36,40,n165
45.922764,1.4676802,36,52,n167
46.992474,1.8643143,81,59,n169
45.93345,1.4569964,37,64,n168
45.908073,1.4823703,48,71,n166
45.89739,1.493054,52,76,n164
47.5507,1.1044327,80,62,n171
48.079544,0.77724284,92,64,n172
47.54803,1.3087593,78,71,n170
48.660477,1.216612,68,40,n176
48.660477,1.216612,70,47,n177
48.648457,1.2286313,80,56,n174
48.655132,1.2219539,72,62,n175
48.639107,1.2379795,88,66,n173
49.780933,1.4115905,71,38,n182
49.77292,1.4196032,69,45,n181
49.768913,1.28205,70,54,n180
50.49808,0.69444376,87,57,n184
50.180237,0.8587064,88,59,n183
49.762238,1.430287,78,60,n179
49.756893,1.4356289,79,64,n178
50.643646,5.034717,78,35,n185
51.05764,4.720882,61,42,n189
51.058975,4.719547,62,50,n190
51.050964,2.4626043,56,54,n188
51.038944,2.4919846,68,59,n187
51.024254,3.4922507,79,66,n186
53.51357,2.264955,36,54,n191
53.53093,0.50347173,33,59,n192
54.0344,1.7441221,34,59,n194
54.033066,0.48878157,37,62,n193
54.521847,1.2566761,39,62,n196
54.516506,0.5061427,43,66,n195
55.022648,0.7558753,46,66,n198
55.021313,0.68108904,52,71,n197
55.678364,2.0753183,23,35,n202
55.70641,2.1127117,13,47,n204
55.675694,0.32718983,30,69,n201
56.204536,0.63167673,33,69,n206
55.7024,0.299145,23,71,n203
56.7641,0.45138845,21,71,n210
55.656994,0.5395294,45,74,n200
56.196526,0.52083284,43,74,n205
55.607582,1.2286313,67,78,n199
56.75876,0.47809783,31,67,n209
57.236855,1.5558211,24,67,n213
57.21549,0.5462067,20,71,n212
56.717358,0.4821042,46,74,n208
57.199463,0.5301811,47,74,n211
56.67729,2.088673,69,79,n207
57.75368,2.1861622,13,35,n215
57.81912,2.1314082,3,47,n217
58.29321,1.7601478,55,69,n219
57.761696,0.57558703,21,71,n216
58.33728,0.44337562,37,71,n221
57.729645,0.59294814,26,74,n214
58.32259,0.4914525,43,74,n220
58.266502,1.7868571,60,78,n218
59.296146,0.7572108,49,66,n227
58.792675,1.1217937,51,67,n224
58.78066,0.54887766,37,71,n223
59.329536,0.5408648,41,71,n229
58.814045,0.4954589,40,74,n225
59.3095,0.54887766,42,74,n228
58.76597,1.2873919,71,79,n222
59.285465,0.7678945,67,81,n226
59.939842,4.142624,37,35,n234
59.950527,4.1319404,24,47,n235
59.918476,0.5408648,34,64,n233
60.459343,0.51415545,26,64,n238
59.91447,0.5301811,32,67,n232
60.444653,0.5074781,46,67,n237
59.8704,0.5689097,47,71,n231
60.43931,0.48878157,49,71,n236
59.85838,4.167998,65,74,n230
60.973495,0.08947641,39,64,n242
61.462276,0.51014906,35,64,n246
60.95213,0.5048072,37,67,n241
61.456936,0.45940125,36,67,n245
60.92809,0.5074781,48,71,n240
61.43557,0.49812984,46,71,n244
60.917408,3.2558727,64,73,n239
61.972427,0.43936923,29,64,n249
62.411797,1.068375,59,64,n251
61.916336,0.55288404,21,67,n247
62.469223,0.4821042,19,67,n252
61.9337,0.47275594,37,71,n248
62.406456,0.5248392,35,71,n250
62.93263,1.2406504,47,59,n254
63.48017,0.69310826,48,64,n256
62.951324,0.5341875,33,67,n255
63.48551,0.62099296,44,67,n257
62.931293,0.57158065,47,71,n253
63.502876,0.55288404,31,71,n258
64.082466,1.923075,34,35,n261
64.082466,1.9925194,30,47,n262
64.08647,0.47809783,27,66,n263
64.564575,0.6276703,43,66,n266
64.10651,0.47142047,27,67,n264
64.57793,0.52083284,35,67,n267
64.055756,0.49278796,48,71,n260
64.548546,0.5248392,45,71,n265
64.026375,1.1658642,73,74,n259
65.09609,0.48878157,37,64,n270
65.58487,0.4914525,30,64,n274
65.09876,0.47676235,34,67,n271
65.57552,0.470085,36,67,n273
65.07339,0.4914525,42,71,n269
65.564835,0.44738203,43,71,n272
65.05202,2.0432673,61,76,n268
66.00555,2.325051,25,35,n275
66.07499,2.2662904,16,47,n278
66.076324,1.0590267,18,64,n279
66.59048,1.9097203,46,66,n281
66.04561,0.55288404,25,67,n277
66.59849,0.51014906,39,67,n283
66.01222,0.5849353,31,71,n276
66.59715,0.54887766,44,71,n282
66.5611,1.9391006,69,74,n280
67.673546,0.82665515,39,62,n290
67.13535,1.1752125,53,64,n286
67.10864,0.57558703,39,67,n285
67.68423,0.5862708,36,67,n291
67.146034,0.48611063,41,71,n287
67.63214,0.6129801,45,71,n289
67.09528,1.4049131,75,76,n284
67.622795,0.87740296,71,78,n288
68.3306,4.4658074,36,35,n296
68.34128,4.455124,20,47,n297
68.29453,0.641025,35,61,n294
68.93556,0.48611063,30,61,n300
68.31056,0.6169866,37,64,n295
68.92755,0.5288456,33,64,n299
68.2705,0.64903784,44,67,n293
68.91953,0.5288456,34,67,n298
68.245125,2.373128,58,71,n292
69.42167,0.5235037,28,61,n302
69.945175,0.5181619,36,61,n306
69.4564,0.48477516,39,64,n304
69.94117,0.67708266,40,64,n305
69.44838,0.5048072,41,67,n303
69.953186,0.66506344,44,67,n307
69.40698,1.2112702,59,69,n301
70.46334,0.5422003,20,61,n309
71.00554,0.99358875,21,61,n313
70.4994,0.49812984,32,62,n310
70.99753,0.51415545,24,62,n312
71.51168,1.2847209,18,62,n315
70.45132,0.5381939,51,66,n308
70.98951,0.49278796,37,66,n311
71.99913,0.6022964,31,61,n317
71.4823,0.5048072,29,66,n314
71.98711,0.60496736,31,66,n316
72.61344,2.0779893,35,33,n321
72.601425,0.5622323,14,61,n320
73.16366,2.0873377,19,61,n324
73.14763,0.5248392,13,62,n323
72.59207,0.53285205,39,66,n319
73.12492,0.5048072,46,66,n322
72.553345,2.6682665,63,69,n318
73.697845,0.45005298,28,59,n328
74.147896,0.53151655,35,59,n331
73.67247,0.45806578,29,62,n327
74.13053,0.54353577,30,62,n330
73.62974,0.49946532,39,66,n326
74.129196,0.5074781,47,66,n329
73.62439,2.1380854,58,71,n325
74.69143,2.5801256,36,33,n335
74.67941,1.1177874,28,59,n334
75.25099,2.0205643,62,61,n338
74.67407,0.5742516,27,62,n333
75.24832,0.5408648,45,62,n337
74.63668,0.618322,41,66,n332
75.255,0.54353577,48,66,n339
75.22161,2.0499446,62,69,n336
76.330055,0.9415055,63,57,n347
75.7972,1.4743575,66,59,n342
75.789185,0.53151655,43,62,n341
76.3207,0.70245653,58,62,n346
75.79854,0.51014906,58,66,n343
76.308685,0.71180487,69,66,n345
75.762474,1.5090797,75,71,n340
76.303345,0.96821487,81,73,n344
77.039185,1.3301269,51,40,n352
77.036514,1.3327978,53,47,n350
77.036514,1.0523493,58,55,n351
77.02316,1.3461525,62,62,n349
77.02049,1.3488234,72,66,n348
78.10756,2.2449229,59,45,n357
78.09688,2.239581,53,52,n356
78.08887,2.2609487,57,55,n355
78.08753,2.2569423,62,59,n354
78.0715,2.262284,70,64,n353
79.74084,1.2740372,57,50,n361
79.7395,1.2753726,52,54,n360
79.72081,1.2940692,61,57,n359
79.703445,1.1858963,69,62,n358
80.905365,0.8920931,51,40,n371
80.352486,0.6623925,60,45,n366
80.89335,0.90411234,63,47,n369
80.33646,0.69845015,65,52,n363
80.349815,0.54353577,59,55,n365
80.89335,0.7251595,52,55,n370
80.34447,0.6704053,61,59,n364
80.88934,0.9081187,65,62,n368
80.333786,0.68108904,77,64,n362
80.8653,0.93215716,73,66,n367
81.62919,1.6038979,40,45,n375
81.64255,1.5905433,37,52,n376
81.61851,1.6145817,43,55,n374
81.602486,1.6306074,44,59,n373
81.58646,1.6466329,53,64,n372
83.0488,1.8482888,38,50,n380
83.0301,1.8669853,36,54,n379
83.00339,1.8936946,41,57,n377
83.02609,1.8709917,38,62,n378
84.808945,4.4831686,21,35,n382
84.86637,4.4257436,3,47,n385
84.81562,0.52617466,28,69,n383
85.3418,0.6343477,36,69,n386
85.38052,0.5301811,4,71,n388
85.910706,0.4487175,15,71,n392
86.35942,0.51282,15,71,n395
86.872246,0.51014906,22,71,n398
84.819626,0.5502131,32,74,n384
85.36984,0.48878157,15,74,n387
85.85862,0.46874952,42,74,n390
84.75953,1.216612,57,78,n381
85.89869,0.45405936,19,67,n391
86.352745,0.5088136,30,67,n394
86.32737,0.5221683,43,74,n393
85.82657,2.0753183,55,79,n389
86.86156,1.0763878,30,67,n397
87.93794,1.2446569,47,67,n405
89.1826,1.4877121,19,67,n416
87.35835,1.9337587,48,69,n400
87.38239,0.5462067,43,71,n401
86.84954,0.5341875,29,74,n396
87.38373,0.57558703,43,74,n402
87.34233,1.9497844,58,78,n399
88.4935,0.7986103,44,66,n408
87.9286,0.5689097,34,71,n404
88.497505,0.6196575,42,71,n410
87.95931,0.535523,34,74,n406
88.494835,0.6076383,48,74,n409
87.901886,1.390223,71,79,n403
88.46011,0.83199704,68,81,n407
89.14521,4.2240877,36,40,n413
89.146545,4.222752,35,52,n414
89.162575,0.5235037,33,64,n415
89.68607,0.5181619,28,64,n418
89.117165,0.5568905,43,71,n412
89.67406,0.4874461,42,71,n417
89.10248,4.051812,54,74,n411
90.20424,0.44337562,20,64,n421
90.64761,0.5288456,36,64,n422
90.67032,1.4249451,11,67,n423
90.1615,0.51014906,44,71,n420
90.67165,0.4447111,35,71,n424
90.13747,3.2318344,58,73,n419
91.17646,0.42601454,20,64,n426
91.60247,1.005608,49,64,n427
91.11636,0.5088136,41,71,n425
91.625175,0.46741405,36,71,n428
92.10194,1.2673599,53,59,n431
92.60808,0.7612172,52,64,n432
92.09526,0.52083284,36,67,n430
92.6161,0.5862708,39,67,n433
92.09259,0.5288456,41,71,n429
92.62144,0.5622323,49,71,n434
93.20503,4.4537883,34,57,n440
93.18901,0.10016016,41,66,n437
93.72053,0.6704053,37,66,n442
93.20236,0.5515486,39,67,n439
93.753914,0.5088136,30,67,n444
93.18367,0.5448713,54,71,n436
93.72854,0.49812984,46,71,n443
93.15429,1.236644,73,74,n435
94.257385,0.5088136,38,64,n447
94.7662,0.52617466,34,64,n451
94.262726,0.48878157,38,67,n448
94.75151,0.49679437,33,67,n450
94.22667,0.50347173,42,71,n446
94.73014,0.5061427,42,71,n449
94.224,2.0499446,60,76,n445
95.29237,0.98958236,19,64,n454
95.81855,1.8402759,44,66,n457
95.2483,0.578258,39,67,n453
95.82656,0.46474314,37,67,n458
95.23628,0.57024515,42,71,n452
95.806526,0.5235037,42,71,n456
95.7678,1.8910238,68,74,n455
96.83484,0.8239842,48,62,n466
96.28195,1.1551805,53,64,n460
96.291306,0.5622323,46,67,n461
96.85354,0.53151655,40,67,n467
96.33003,0.078792654,33,71,n462
96.817474,0.5475422,42,71,n465
96.27394,1.3848811,75,76,n459
96.80145,0.8573709,79,78,n464
97.41711,1.071046,31,61,n470
98.48815,0.52083284,18,61,n476
97.43713,0.49946532,32,64,n471
97.9366,0.5729161,12,64,n472
97.385056,0.55288404,50,67,n469
97.937935,0.5582259,44,67,n473
97.36502,1.2713662,69,71,n468
98.481476,1.1752125,31,33,n475
98.4975,1.1591868,21,45,n478
99.00898,0.51549095,35,61,n481
99.524475,0.51282,23,61,n484
100.03729,0.49946532,35,61,n489
100.53676,0.5114845,18,61,n492
98.509514,0.5168264,28,64,n479
99.026344,0.63034123,21,64,n482
98.49616,0.26842922,29,67,n477
98.95957,0.6971147,44,67,n480
98.44942,1.2072637,54,69,n474
99.56454,2.2716324,24,38,n487
99.5445,2.2916644,30,50,n485
99.54985,0.49011704,27,62,n486
100.03996,0.49946532,29,62,n490
99.50711,0.5181619,41,66,n483
100.025276,0.48611063,41,66,n488
100.51138,0.49412343,32,66,n491
101.04824,0.5769225,24,61,n495
100.53943,0.5221683,23,62,n493
101.0616,0.6236639,21,62,n496
101.00551,0.641025,37,66,n494
101.669235,3.0862682,35,31,n500
101.7093,3.0462043,20,43,n502
101.62517,0.5301811,24,61,n498
102.15535,0.7011211,43,61,n503
101.685265,1.0082788,24,62,n501
102.69354,0.470085,35,62,n508
101.64653,0.5181619,33,66,n499
102.164696,0.48076874,43,66,n504
101.59312,1.2633535,55,69,n497
102.69354,0.4620722,38,59,n507
103.15561,0.53151655,37,59,n510
103.16363,0.51282,29,62,n511
102.64546,0.47542688,41,66,n506
103.12089,0.5048072,40,66,n509
102.64146,2.0552864,60,71,n505
103.687126,1.0389947,30,59,n514
104.169235,0.5862708,53,61,n517
103.676445,0.5074781,25,62,n513
104.18392,0.5475422,48,62,n518
103.625694,0.5288456,47,66,n512
104.15454,0.5568905,48,66,n516
104.139854,0.6156511,72,69,n515
104.72613,1.3862165,47,35,n521
104.73547,1.1992509,44,47,n524
105.265656,0.8466872,59,57,n527
104.72613,1.3862165,52,59,n522
104.73147,0.5635678,54,62,n523
105.35112,0.5635678,8,62,n529
104.71143,0.52751017,56,66,n520
105.238945,0.6663989,54,66,n525
104.69675,1.4155968,79,71,n519
105.241615,0.87072563,80,73,n526
105.93472,1.2179475,59,40,n534
105.93472,1.2179475,54,47,n535
105.9187,1.2339731,64,56,n532
105.92137,1.0109499,62,61,n533
105.91469,1.2379795,67,62,n531
105.90534,1.2473278,77,66,n530
106.963036,1.7735025,57,45,n540
106.96437,1.7721671,49,52,n541
106.943,1.7935345,56,55,n538
106.95235,1.666665,55,59,n539
106.93232,1.8042183,63,61,n537
106.92965,1.8068892,70,64,n536
108.60833,0.68108904,58,50,n543
108.636375,0.6530442,46,54,n546
108.623024,0.6663989,52,57,n545
108.61902,0.6169866,53,59,n544
108.580284,0.7091339,75,62,n542
109.735466,0.8026167,52,40,n558
109.237335,0.578258,64,45,n551
109.71544,0.82264876,57,47,n555
109.23333,0.58226436,57,52,n549
109.23867,0.5769225,59,55,n552
109.730125,0.8079586,47,56,n557
109.236,0.5795934,58,59,n550
109.21464,0.51282,72,61,n548
109.727455,0.59829,52,61,n556
109.703415,0.834668,66,62,n554
109.19727,0.618322,86,64,n547
109.68739,0.8506936,79,66,n553
110.34845,1.5077442,48,45,n561
110.37382,1.4823703,39,52,n564
110.35112,1.5050733,37,55,n562
110.357796,1.4983959,36,59,n563
110.325745,1.5304472,48,61,n559
110.328415,1.5277762,56,64,n560
111.6759,1.3768682,42,50,n566
111.6759,1.3768682,32,54,n567
111.734665,1.3181076,19,57,n568
111.65053,1.2753726,46,62,n565
112.93258,1.2379795,74,40,n573
112.92724,1.2433214,75,47,n572
112.9259,1.2446569,86,56,n570
112.9259,1.2446569,84,62,n571
112.92056,1.2499988,87,66,n569
113.99161,1.8255857,78,38,n578
113.98894,1.8282567,73,45,n577
113.98092,1.8362695,80,54,n575
113.98493,1.8322631,79,60,n576
113.97558,1.8416114,88,64,n574
115.651596,0.78792655,75,36,n582
115.651596,0.78792655,74,43,n583
115.648926,0.7905975,75,52,n581
115.63957,0.7999458,75,58,n580
115.63557,0.8039522,85,62,n579
116.322,0.6917728,80,38,n586
116.92029,0.99492425,74,40,n592
116.32333,0.6904373,75,45,n588
116.92029,0.99492425,66,47,n593
116.322,0.6917728,70,54,n587
118.89678,8.851487,41,54,n601
116.90827,1.0069435,75,56,n590
116.31132,0.70245653,72,60,n585
116.90961,1.005608,69,62,n591
116.30464,0.7091339,84,64,n584
116.901596,1.0136207,81,66,n589
117.73359,3.2799113,60,43,n595
117.74962,3.2638857,57,50,n597
117.75095,1.3621781,55,53,n598
117.75229,1.3608427,50,55,n599
118.884766,2.1287372,49,56,n600
117.716225,3.2972724,71,64,n594
120.558105,6.8335934,28,38,n606
120.555435,7.2596083,22,45,n605
120.528725,7.2863173,26,57,n604
120.507355,7.307685,28,60,n602
120.51938,2.8752642,34,62,n603
123.205,2.385147,33,43,n607
125.59015,2.224891,37,43,n620
123.2878,4.527239,42,50,n608
123.41067,1.3020821,45,59,n610
124.712746,2.0032032,35,59,n615
123.39464,1.3234495,41,62,n609
124.718094,3.096952,24,62,n616
123.55624,1.1485032,39,71,n611
124.704735,0.9815695,20,71,n614
124.19726,1.0069435,46,74,n613
125.2042,2.4772944,44,74,n618
123.73251,4.082528,71,79,n612
125.6863,1.5170925,38,71,n621
125.46061,2.3544314,44,36,n619
125.69699,2.1180534,36,52,n622
125.71836,2.096686,29,64,n623
126.17909,0.9842405,54,76,n625
126.16841,1.6466329,70,81,n624
126.71595,0.71981764,37,59,n627
127.2034,0.6116447,43,71,n629
127.16334,0.6517087,73,76,n628
126.65719,1.1578515,76,78,n626
127.3917,2.3637798,46,38,n630
127.58534,1.9831711,26,47,n633
127.74827,2.0072095,39,54,n635
127.43577,1.236644,41,59,n631
127.538605,1.1391548,45,66,n632
128.17429,0.9869114,50,71,n636
127.681496,2.073983,66,74,n634
128.67241,1.0830652,41,59,n638
128.67775,1.0777233,36,66,n639
128.63503,1.1204582,74,76,n637
129.11311,0.535523,78,78,n640
129.40291,2.4519205,36,40,n643
129.56851,2.2863226,31,47,n645
129.69138,1.8309276,45,55,n647
129.36685,1.3354688,35,64,n642
129.47636,0.75053346,41,71,n644
130.2269,0.99893063,38,71,n649
130.20152,0.4740914,51,76,n648
129.64864,2.2061944,64,78,n646
130.7317,1.1231292,29,59,n652
130.70233,0.9855759,29,64,n651
131.22583,0.5288456,41,71,n653
130.67561,1.1792189,46,76,n650
131.40344,4.4898458,38,48,n654
131.52231,4.3709893,35,55,n655
131.6879,1.0470074,37,64,n656
131.75467,0.982905,47,71,n658
131.75601,0.9815695,42,72,n659
132.26883,0.9802341,44,76,n660
131.7066,4.1866946,67,83,n657
132.73491,2.0098805,37,64,n661
132.73758,0.9855759,38,71,n662
132.73758,0.9869114,32,72,n663
133.24907,1.0122854,37,76,n664
133.50414,2.3891535,36,45,n665
133.5856,2.30769,43,52,n666
133.73384,2.159453,36,60,n669
133.72316,2.1701367,31,71,n667
133.72449,1.0349883,27,72,n668
134.26135,0.95619565,44,76,n671
134.20125,1.6920389,72,84,n670
134.7448,1.1485032,35,64,n673
134.76215,1.131142,31,67,n676
134.76082,1.1324775,28,69,n675
134.75948,1.133813,15,72,n674
135.21754,0.6757472,53,76,n678
135.19084,0.70245653,75,79,n677
134.69003,1.2032573,72,81,n672
135.42053,2.413192,46,47,n679
135.52203,2.3116963,46,54,n680
135.77043,0.9788986,36,62,n683
135.75174,1.0336528,36,66,n682
136.3193,0.43536282,14,71,n685
136.24318,1.0550203,59,74,n684
135.71167,2.1220598,65,78,n681
136.74933,1.0844007,41,62,n687
136.78539,1.0042725,33,66,n690
136.74933,1.0844007,47,67,n688
137.31155,0.5221683,33,69,n693
136.75467,1.0149562,21,71,n689
137.2982,0.535523,44,74,n692
136.70926,1.1244646,74,79,n686
137.24478,2.7283626,78,81,n691
137.45312,2.5200295,49,43,n694
137.59735,2.375799,41,50,n695
137.7683,2.204859,45,59,n696
137.78966,1.0349883,41,66,n698
137.76962,1.0403302,50,71,n697
138.30247,1.0189626,47,74,n700
138.27977,1.6933744,71,83,n699
138.8193,1.153845,39,62,n704
138.82465,1.1485032,39,66,n705
138.81529,1.1578515,49,67,n703
138.80995,1.0136207,45,71,n702
139.32144,0.6517087,46,74,n707
139.2934,0.6797536,64,78,n706
138.78058,1.1925735,68,79,n701
139.5645,2.2716324,43,45,n708
139.68335,2.1527755,30,52,n709
139.84761,0.9869114,37,60,n713
139.82625,1.0389947,41,64,n712
139.82358,2.0125513,43,71,n711
140.29367,1.0416657,49,72,n714
139.79955,2.0365899,55,76,n710
140.83453,1.0016016,25,60,n718
140.86525,0.9468473,20,64,n719
141.81209,1.0283109,30,64,n726
142.84041,1.1324775,26,64,n734
140.78645,1.0496784,38,66,n716
141.33934,0.49679437,49,67,n722
140.80649,1.0029371,34,69,n717
141.33533,0.5008008,48,72,n721
140.76108,1.0750524,63,78,n715
141.31262,2.6602538,65,79,n720
141.55835,2.4145274,42,42,n723
141.69057,2.2823162,34,48,n724
141.83347,2.139421,36,57,n727
141.80942,0.98958236,38,69,n725
142.3209,0.9869114,42,72,n729
142.2982,1.6746778,63,81,n728
142.81503,1.1578515,27,60,n732
142.799,1.173877,35,69,n730
143.30782,0.71180487,47,72,n736
143.28645,0.68643093,66,76,n735
142.80301,1.0296464,64,78,n731
143.50146,2.6308734,48,47,n737
143.62433,2.5080104,48,54,n738
143.87405,0.9909178,44,62,n741
143.85936,1.0269755,41,66,n740
144.38153,1.0122854,39,71,n743
145.39381,0.73851424,46,71,n748
144.37352,1.0149562,50,74,n742
143.83266,2.2996771,62,78,n739
144.89035,1.2419859,39,59,n746
144.86497,1.2673599,41,62,n744
144.88634,1.2459923,37,66,n745
145.38847,0.7438561,56,74,n747
145.95338,1.8042183,61,42,n749
146.60242,1.0576912,58,60,n755
145.9654,0.6116447,47,64,n752
146.57704,1.068375,57,64,n753
145.95338,0.6290058,51,69,n750
146.58238,1.1752125,70,69,n754
145.95338,1.8042183,58,72,n751
147.10323,0.7558753,68,47,n757
147.6748,0.82264876,64,50,n763
147.66144,0.8466872,65,54,n762
147.10857,0.64903784,60,59,n759
147.66011,0.23237157,64,60,n761
147.1059,0.6517087,60,62,n758
147.64542,0.8520291,77,64,n760
147.09253,0.66506344,72,66,n756
148.37325,5.304482,52,47,n767
148.3412,4.348286,59,59,n766
148.33052,5.347217,60,62,n765
148.3265,5.3512235,67,66,n764
149.5538,2.3410766,55,71,n769
149.5164,2.370457,80,83,n768
151.88687,1.4316225,32,83,n771
153.3185,0.45539483,61,83,n779
150.58478,3.0929456,29,35,n770
152.68948,2.9580634,66,59,n773
152.94322,0.7345078,49,60,n774
152.96458,0.7131403,48,64,n775
151.89488,1.176548,32,71,n772
153.07143,0.5181619,46,71,n776
153.15958,0.5181619,54,72,n777
153.24237,0.43536282,54,76,n778
153.631,4.145295,31,45,n782
153.62297,4.153308,39,52,n781
153.58958,3.561695,40,71,n780
154.18254,0.9535247,42,72,n784
154.15582,0.97756314,45,76,n783
154.66464,3.1116421,30,60,n785
154.67667,1.53846,36,64,n786
155.13606,2.0205643,44,72,n788
155.13339,1.0149562,45,76,n787
