onset_beat,duration_beat,pitch,id
47.0,1.0,85,n120
48.0,2.0,86,n135
47.0,1.0,97,n121
48.0,2.0,98,n136
49.0,1.0,38,n143
50.0,1.0,55,n144
51.0,4.0,57,n147
50.0,1.0,88,n137
51.0,5.0,89,n139
50.0,1.0,100,n138
51.0,5.0,101,n140
54.0,3.0,47,n158
53.0,1.0,48,n146
52.0,1.0,50,n145
57.0,3.0,43,n159
57.0,3.0,47,n160
57.0,1.0,53,n164
56.0,1.0,55,n163
55.0,1.0,56,n162
57.0,1.0,86,n152
56.0,1.0,88,n150
57.0,1.0,98,n153
56.0,1.0,100,n151
60.0,1.0,36,n172
60.0,1.0,52,n175
59.0,1.0,53,n166
58.0,1.0,55,n165
60.0,2.0,84,n167
59.5,0.5,86,n156
58.0,1.5,88,n154
60.0,2.0,96,n168
59.5,0.5,98,n157
58.0,1.5,100,n155
62.0,1.0,54,n178
61.0,1.0,55,n176
62.0,1.0,57,n179
61.0,1.0,58,n177
63.0,4.0,58,n180
63.0,4.0,62,n181
66.0,3.0,52,n183
65.0,1.0,53,n174
64.0,1.0,55,n173
69.0,3.0,52,n185
68.0,1.0,57,n190
67.0,1.0,58,n188
69.0,1.0,59,n193
68.0,1.0,60,n191
67.0,1.0,61,n189
72.0,2.0,53,n210
71.0,1.0,55,n196
70.0,1.0,57,n194
72.0,2.0,57,n213
71.0,1.0,58,n197
70.0,1.0,60,n195
72.0,1.0,77,n198
72.0,1.0,84,n199
72.0,1.0,89,n200
72.0,1.0,93,n201
75.0,1.0,41,n212
75.0,6.0,57,n215
73.0,1.0,81,n202
75.0,1.0,88,n205
74.0,1.0,89,n203
75.0,1.0,91,n206
74.0,1.0,93,n204
77.0,1.0,77,n209
76.0,1.0,86,n207
78.0,1.0,86,n216
76.0,1.0,89,n208
78.0,1.0,89,n217
81.0,1.0,53,n228
81.0,2.0,58,n230
81.0,1.0,74,n222
81.0,1.0,77,n223
80.0,1.0,82,n220
79.0,1.0,84,n218
80.0,1.0,86,n221
79.0,1.0,88,n219
84.0,1.0,56,n244
83.0,1.0,60,n231
84.0,2.0,62,n247
84.0,1.0,77,n232
83.0,1.0,81,n226
82.0,1.0,82,n224
84.0,2.0,83,n238
83.0,1.0,84,n227
82.0,1.0,86,n225
87.0,1.0,48,n246
86.0,1.0,55,n245
87.0,2.0,64,n249
86.0,1.0,65,n248
86.0,1.0,71,n234
87.0,1.0,73,n235
85.0,1.0,74,n233
86.0,1.0,79,n239
87.0,2.0,79,n240
87.0,2.0,82,n241
90.0,1.0,53,n261
89.0,1.0,67,n250
90.0,1.0,69,n263
89.0,1.0,70,n237
88.0,1.0,72,n236
89.0,1.0,76,n242
90.0,1.0,77,n251
90.0,1.0,81,n252
89.0,1.0,84,n243
93.0,1.0,41,n262
93.0,6.0,57,n264
91.0,1.0,69,n253
93.0,1.0,76,n256
92.0,1.0,77,n254
93.0,1.0,79,n257
92.0,1.0,81,n255
95.0,1.0,65,n260
94.0,1.0,74,n258
96.0,1.0,74,n265
94.0,1.0,77,n259
96.0,1.0,77,n266
99.0,1.0,53,n277
99.0,2.0,58,n279
99.0,1.0,62,n271
99.0,1.0,65,n272
98.0,1.0,70,n269
97.0,1.0,72,n267
98.0,1.0,74,n270
97.0,1.0,76,n268
102.0,1.0,56,n292
101.0,1.0,60,n280
102.0,2.0,62,n297
102.0,1.0,65,n281
101.0,1.0,69,n275
100.0,1.0,70,n273
102.0,2.0,71,n288
101.0,1.0,72,n276
100.0,1.0,74,n274
105.0,2.0,49,n295
104.0,1.0,50,n294
105.0,1.0,52,n299
104.0,1.0,53,n298
103.0,1.0,55,n293
104.0,1.0,59,n283
103.0,1.0,62,n282
104.0,1.0,67,n289
105.0,1.0,67,n284
105.0,2.0,70,n290
107.0,1.0,48,n296
108.0,1.0,53,n313
106.0,1.0,55,n300
108.0,1.0,57,n316
107.0,1.0,58,n286
107.0,1.0,60,n301
106.0,1.0,64,n285
107.0,1.0,64,n287
108.0,1.0,65,n302
108.0,1.0,69,n311
107.0,1.0,72,n291
111.0,4.0,29,n314
111.0,4.0,41,n315
109.0,1.0,57,n303
111.0,1.0,61,n306
110.0,1.0,63,n304
111.0,1.0,65,n307
110.0,1.0,66,n305
111.0,4.0,69,n312
113.0,1.0,57,n310
112.0,1.0,60,n308
114.0,1.0,60,n317
112.0,1.0,63,n309
114.0,1.0,63,n318
117.0,4.0,29,n333
117.0,4.0,41,n334
115.0,1.0,57,n319
117.0,1.0,61,n322
116.0,1.0,63,n320
117.0,1.0,65,n323
116.0,1.0,66,n321
117.0,3.0,69,n328
119.0,1.0,57,n326
118.0,1.0,60,n324
118.0,1.0,63,n325
120.0,1.0,63,n335
120.0,1.0,66,n336
120.0,3.0,70,n346
123.0,5.0,29,n353
123.0,5.0,41,n354
122.0,1.0,58,n339
121.0,1.0,61,n337
123.0,1.0,63,n340
121.0,1.0,65,n338
123.0,1.0,66,n341
123.0,3.0,69,n347
123.0,3.0,72,n348
125.0,1.0,60,n344
124.0,1.0,61,n342
126.0,1.0,61,n355
125.0,1.0,63,n345
124.0,1.0,65,n343
126.0,1.0,65,n356
126.0,3.0,70,n367
126.0,4.0,73,n368
128.0,1.0,29,n374
129.0,2.0,30,n376
128.0,1.0,41,n375
129.0,2.0,42,n377
128.0,1.0,58,n359
129.0,1.0,58,n361
127.0,1.0,60,n357
127.0,1.0,63,n358
131.0,1.0,31,n378
132.0,3.0,32,n394
131.0,1.0,43,n379
132.0,2.0,44,n396
130.0,1.0,60,n363
131.0,1.0,61,n365
132.0,1.0,61,n380
130.0,1.0,63,n364
131.0,1.0,64,n366
132.0,1.0,65,n381
131.0,1.0,70,n371
132.0,2.0,70,n390
130.0,1.0,72,n370
135.0,3.0,32,n395
134.0,1.0,49,n397
135.0,2.0,50,n398
133.0,1.0,56,n382
135.0,1.0,59,n385
134.0,1.0,61,n383
134.0,1.0,65,n384
135.0,1.0,65,n386
134.0,1.0,68,n391
135.0,2.0,70,n392
138.0,5.0,32,n412
137.0,1.0,44,n399
138.0,2.0,51,n415
136.0,1.0,56,n387
137.0,1.0,59,n388
138.0,1.0,60,n400
137.0,1.0,65,n389
138.0,1.0,66,n401
137.0,1.0,68,n393
138.0,1.0,70,n409
140.0,1.0,44,n416
141.0,1.0,48,n417
139.0,1.0,56,n402
141.0,1.0,56,n420
140.0,1.0,60,n403
140.0,1.0,66,n411
141.0,1.0,66,n404
139.0,1.0,68,n410
143.0,1.0,32,n414
144.0,1.0,37,n428
142.0,1.0,44,n418
144.0,1.0,44,n429
143.0,1.0,48,n419
144.0,1.0,49,n430
144.0,1.0,53,n427
142.0,2.0,54,n421
143.0,1.0,56,n423
144.0,1.0,61,n424
143.0,1.0,63,n408
142.0,1.0,65,n407
142.0,0.0,66,n406
142.0,0.0,68,n405
145.0,4.0,49,n439
147.0,1.0,60,n434
146.0,1.0,61,n432
147.0,1.0,63,n435
146.0,1.0,65,n433
147.0,6.0,65,n425
147.0,6.0,77,n426
149.0,4.0,49,n440
153.0,1.0,49,n453
157.0,1.0,49,n471
148.0,1.0,58,n436
150.0,1.0,58,n447
148.0,1.0,61,n437
150.0,1.0,61,n448
152.0,1.0,54,n451
151.0,1.0,56,n449
152.0,1.0,58,n452
151.0,1.0,60,n450
153.0,2.0,66,n443
153.0,2.0,78,n444
156.0,3.0,52,n477
155.0,1.0,53,n456
154.0,1.0,54,n454
156.0,3.0,55,n478
155.0,1.0,56,n457
154.0,1.0,58,n455
155.0,1.0,68,n445
156.0,2.0,70,n460
155.0,1.0,80,n446
156.0,2.0,82,n461
159.0,1.0,45,n473
158.0,1.0,46,n472
159.0,1.0,51,n474
159.0,2.0,54,n479
159.0,1.0,72,n464
158.0,1.0,73,n462
159.0,1.0,84,n465
158.0,1.0,85,n463
160.0,1.0,44,n475
161.0,1.0,48,n476
162.0,1.0,49,n487
162.0,1.0,53,n496
161.0,1.0,56,n480
160.0,1.0,75,n466
162.0,1.0,77,n481
161.0,1.0,80,n468
160.0,1.0,87,n467
162.0,1.0,89,n482
161.0,1.0,92,n469
163.0,1.0,37,n488
165.0,1.0,48,n491
164.0,1.0,49,n489
165.0,1.0,51,n492
164.0,1.0,53,n490
165.0,6.0,77,n485
165.0,6.0,89,n486
167.0,4.0,37,n498
171.0,1.0,37,n511
175.0,2.0,37,n536
166.0,1.0,46,n493
168.0,1.0,46,n505
166.0,1.0,49,n494
168.0,1.0,49,n506
170.0,1.0,42,n509
169.0,1.0,44,n507
170.0,1.0,46,n510
169.0,1.0,48,n508
171.0,2.0,78,n501
171.0,2.0,90,n502
174.0,1.0,40,n526
173.0,1.0,41,n514
172.0,1.0,42,n512
174.0,1.0,43,n527
173.0,1.0,44,n515
172.0,1.0,46,n513
173.0,1.0,80,n503
174.0,2.0,82,n518
173.0,1.0,92,n504
174.0,2.0,94,n519
178.0,1.0,37,n533
177.0,1.0,39,n530
177.0,1.0,42,n531
177.0,1.0,45,n532
176.0,1.0,46,n529
177.0,2.0,84,n522
176.0,1.0,85,n520
177.0,2.0,96,n523
176.0,1.0,97,n521
180.0,1.0,37,n544
179.0,2.0,44,n534
179.0,1.0,48,n535
179.0,1.0,87,n524
180.0,1.0,89,n538
179.0,1.0,99,n525
180.0,1.0,101,n539
181.0,1.0,41,n546
183.0,1.0,48,n549
182.0,1.0,49,n547
183.0,1.0,51,n550
182.0,1.0,53,n548
183.0,5.0,89,n542
183.0,5.0,101,n543
185.0,1.0,41,n555
187.0,4.0,41,n572
186.0,1.0,45,n562
184.0,1.0,46,n551
186.0,1.0,48,n563
184.0,1.0,49,n552
189.0,1.0,49,n567
188.0,1.0,51,n565
189.0,1.0,53,n568
188.0,1.0,54,n566
189.0,5.0,89,n559
189.0,5.0,101,n560
191.0,1.0,41,n571
192.0,1.0,46,n580
190.0,1.0,48,n569
192.0,1.0,49,n581
190.0,1.0,51,n570
193.0,4.0,53,n590
195.0,1.0,60,n585
194.0,1.0,61,n583
195.0,1.0,63,n586
194.0,1.0,65,n584
195.0,5.0,77,n577
195.0,5.0,89,n578
197.0,2.0,53,n589
199.0,4.0,53,n607
198.0,1.0,57,n598
196.0,1.0,58,n587
198.0,1.0,60,n599
196.0,1.0,61,n588
201.0,1.0,61,n604
200.0,1.0,63,n602
201.0,6.0,77,n595
201.0,6.0,89,n596
203.0,3.0,53,n608
202.0,2.0,60,n606
204.0,1.0,60,n613
204.0,1.0,63,n614
206.0,3.0,53,n622
205.0,2.0,58,n615
207.0,1.0,58,n617
205.0,2.0,61,n616
207.0,1.0,61,n618
207.0,6.0,65,n611
207.0,6.0,77,n612
209.0,1.0,41,n623
208.0,2.0,57,n619
210.0,1.0,57,n628
208.0,2.0,60,n620
210.0,1.0,60,n629
212.0,3.0,53,n636
211.0,2.0,55,n630
211.0,2.0,58,n631
213.0,1.0,60,n632
213.0,1.0,63,n633
213.0,3.0,65,n626
213.0,3.0,77,n627
215.0,1.0,41,n637
216.0,1.0,53,n654
214.0,2.0,58,n634
216.0,1.0,60,n660
214.0,2.0,61,n635
216.0,1.0,65,n661
216.0,1.0,69,n638
216.0,1.0,77,n639
216.0,1.0,81,n640
217.0,1.0,53,n655
218.0,1.0,53,n656
219.0,1.0,53,n657
217.0,1.0,60,n662
218.0,1.0,60,n663
219.0,1.0,64,n665
218.0,1.0,65,n664
219.0,1.0,67,n666
217.0,1.0,69,n641
218.0,1.0,69,n643
219.0,1.0,70,n646
217.0,1.0,72,n642
218.0,1.0,72,n644
219.0,1.0,73,n647
219.0,1.0,79,n648
218.0,1.0,81,n645
220.0,1.0,53,n658
221.0,1.0,53,n659
222.0,1.0,53,n687
220.0,1.0,62,n667
221.0,1.0,62,n669
222.0,1.0,62,n693
220.0,1.0,65,n668
221.0,1.0,65,n652
222.0,1.0,65,n694
222.0,1.0,68,n670
220.0,1.0,70,n649
221.0,1.0,70,n653
222.0,1.0,71,n671
220.0,1.0,74,n650
220.0,1.0,77,n651
222.0,1.0,77,n672
223.0,1.0,53,n688
224.0,1.0,53,n689
225.0,1.0,53,n690
224.0,1.0,58,n697
225.0,1.0,58,n699
223.0,1.0,60,n695
224.0,1.0,62,n698
225.0,1.0,62,n679
223.0,1.0,64,n696
224.0,1.0,65,n676
225.0,1.0,65,n680
223.0,1.0,69,n673
224.0,1.0,70,n677
223.0,1.0,72,n674
224.0,1.0,74,n678
223.0,1.0,76,n675
226.0,1.0,53,n691
227.0,1.0,53,n692
228.0,1.0,53,n719
228.0,1.0,56,n720
226.0,1.0,58,n700
228.0,3.0,59,n731
227.0,1.0,60,n703
226.0,1.0,62,n701
226.0,1.0,65,n681
227.0,1.0,65,n684
228.0,1.0,65,n704
228.0,1.0,68,n705
227.0,1.0,69,n685
226.0,1.0,70,n682
228.0,3.0,71,n716
227.0,1.0,72,n686
226.0,1.0,74,n683
231.0,1.0,49,n725
230.0,1.0,50,n723
229.0,1.0,52,n721
230.0,1.0,53,n724
231.0,1.0,53,n726
229.0,1.0,55,n722
231.0,2.0,58,n732
231.0,1.0,61,n710
230.0,1.0,62,n708
229.0,1.0,64,n706
230.0,1.0,65,n709
231.0,1.0,65,n711
229.0,1.0,67,n707
231.0,2.0,70,n717
232.0,1.0,48,n727
232.0,1.0,52,n728
233.0,1.0,52,n729
234.0,1.0,53,n749
233.0,1.0,55,n730
234.0,1.0,57,n754
232.0,1.0,60,n712
233.0,1.0,60,n733
232.0,1.0,64,n713
233.0,1.0,64,n714
234.0,1.0,65,n734
233.0,1.0,67,n715
234.0,1.0,69,n748
233.0,1.0,72,n718
235.0,1.0,53,n750
236.0,1.0,53,n751
237.0,2.0,53,n752
235.0,1.0,60,n755
236.0,1.0,60,n756
237.0,1.0,64,n758
236.0,1.0,65,n757
237.0,1.0,67,n759
235.0,1.0,69,n735
236.0,1.0,69,n737
237.0,1.0,70,n740
235.0,1.0,72,n736
236.0,1.0,72,n738
237.0,1.0,73,n741
237.0,1.0,79,n742
236.0,1.0,81,n739
239.0,2.0,53,n753
238.0,1.0,62,n760
239.0,1.0,62,n762
240.0,1.0,62,n786
238.0,1.0,65,n761
239.0,1.0,65,n746
240.0,1.0,65,n787
240.0,1.0,68,n763
238.0,1.0,70,n743
239.0,1.0,70,n747
240.0,1.0,71,n764
238.0,1.0,74,n744
238.0,1.0,77,n745
240.0,1.0,77,n765
241.0,1.0,53,n781
242.0,1.0,53,n782
243.0,1.0,53,n783
242.0,1.0,58,n790
243.0,1.0,58,n792
241.0,1.0,60,n788
242.0,1.0,62,n791
243.0,1.0,62,n772
241.0,1.0,64,n789
242.0,1.0,65,n769
243.0,1.0,65,n773
241.0,1.0,69,n766
242.0,1.0,70,n770
241.0,1.0,72,n767
242.0,1.0,74,n771
241.0,1.0,76,n768
244.0,1.0,53,n784
245.0,1.0,53,n785
246.0,1.0,53,n812
246.0,1.0,56,n813
245.0,1.0,57,n795
244.0,1.0,58,n793
246.0,3.0,59,n824
245.0,1.0,60,n796
244.0,1.0,62,n794
244.0,1.0,65,n774
245.0,1.0,65,n777
246.0,1.0,65,n797
246.0,1.0,68,n798
245.0,1.0,69,n778
244.0,1.0,70,n775
246.0,3.0,71,n809
245.0,1.0,72,n779
244.0,1.0,74,n776
249.0,1.0,49,n818
248.0,1.0,50,n816
247.0,1.0,52,n814
248.0,1.0,53,n817
249.0,1.0,53,n819
247.0,1.0,55,n815
249.0,2.0,58,n825
249.0,1.0,61,n803
248.0,1.0,62,n801
247.0,1.0,64,n799
248.0,1.0,65,n802
249.0,1.0,65,n804
247.0,1.0,67,n800
249.0,2.0,70,n810
250.0,1.0,48,n820
250.0,1.0,52,n821
251.0,1.0,52,n822
252.0,1.0,53,n844
251.0,1.0,55,n823
252.0,1.0,57,n855
250.0,1.0,60,n805
251.0,1.0,60,n826
250.0,1.0,64,n806
251.0,1.0,64,n807
252.0,1.0,65,n827
251.0,1.0,67,n808
252.0,1.0,69,n838
251.0,1.0,72,n811
253.0,1.0,45,n845
254.0,1.0,45,n847
255.0,1.0,45,n849
253.0,1.0,57,n846
254.0,1.0,57,n848
255.0,1.0,57,n850
255.0,1.0,62,n832
254.0,1.0,64,n830
253.0,1.0,66,n828
255.0,1.0,66,n833
254.0,1.0,67,n831
253.0,1.0,69,n829
253.0,1.0,69,n839
255.0,1.0,69,n841
256.0,1.0,69,n842
256.0,1.0,45,n851
257.0,1.0,45,n853
258.0,1.0,45,n872
256.0,1.0,57,n852
257.0,1.0,57,n854
258.0,1.0,57,n873
258.0,1.0,61,n856
257.0,1.0,62,n836
256.0,1.0,64,n834
258.0,1.0,64,n857
257.0,1.0,66,n837
256.0,1.0,67,n835
257.0,1.0,69,n843
258.0,1.0,69,n866
259.0,1.0,45,n874
260.0,1.0,45,n876
261.0,1.0,45,n878
259.0,1.0,57,n875
260.0,1.0,57,n877
261.0,1.0,57,n879
261.0,1.0,64,n860
260.0,1.0,66,n859
259.0,1.0,67,n858
261.0,1.0,67,n861
260.0,1.0,69,n868
261.0,1.0,69,n869
259.0,1.0,71,n867
262.0,1.0,45,n880
263.0,1.0,45,n882
264.0,1.0,45,n906
262.0,1.0,57,n881
263.0,1.0,57,n883
264.0,1.0,57,n907
264.0,1.0,62,n884
263.0,1.0,64,n864
262.0,1.0,66,n862
264.0,1.0,66,n885
263.0,1.0,67,n865
262.0,1.0,69,n863
263.0,1.0,69,n871
264.0,1.0,69,n905
265.0,1.0,33,n908
266.0,1.0,33,n910
267.0,1.0,33,n912
265.0,1.0,45,n909
266.0,1.0,45,n911
267.0,1.0,45,n913
265.0,1.0,57,n886
266.0,1.0,57,n889
267.0,1.0,57,n893
267.0,1.0,62,n894
266.0,1.0,64,n890
265.0,1.0,65,n887
267.0,1.0,65,n895
266.0,1.0,67,n891
265.0,1.0,69,n888
266.0,1.0,69,n892
267.0,1.0,69,n896
268.0,1.0,33,n914
269.0,1.0,33,n916
270.0,1.0,33,n939
268.0,1.0,45,n915
269.0,1.0,45,n917
270.0,1.0,45,n940
268.0,1.0,57,n897
269.0,1.0,57,n901
270.0,1.0,57,n918
270.0,1.0,61,n919
269.0,1.0,62,n902
268.0,1.0,64,n898
270.0,1.0,64,n920
269.0,1.0,65,n903
268.0,1.0,67,n899
268.0,1.0,69,n900
269.0,1.0,69,n904
270.0,1.0,69,n921
271.0,1.0,33,n941
272.0,1.0,33,n943
273.0,1.0,33,n945
271.0,1.0,45,n942
272.0,1.0,46,n944
273.0,1.0,47,n946
271.0,1.0,57,n922
272.0,1.0,57,n925
273.0,1.0,57,n928
273.0,1.0,64,n929
272.0,1.0,65,n926
271.0,1.0,67,n923
273.0,1.0,67,n930
272.0,1.0,69,n927
273.0,1.0,69,n931
271.0,1.0,70,n924
274.0,1.0,33,n947
275.0,1.0,33,n949
276.0,1.0,38,n963
274.0,1.0,48,n948
275.0,1.0,49,n950
276.0,3.0,50,n967
274.0,1.0,57,n932
275.0,1.0,57,n935
276.0,1.0,57,n959
276.0,1.0,62,n951
275.0,1.0,64,n936
274.0,1.0,65,n933
276.0,1.0,65,n952
275.0,1.0,67,n937
274.0,1.0,69,n934
275.0,1.0,69,n938
276.0,1.0,69,n960
277.0,1.0,63,n953
278.0,1.0,64,n955
279.0,4.0,65,n961
277.0,1.0,67,n954
278.0,1.0,68,n956
279.0,4.0,69,n962
280.0,1.0,52,n965
281.0,1.0,53,n966
282.0,10.0,55,n986
282.0,2.0,59,n980
281.0,1.0,60,n958
280.0,1.0,61,n957
283.0,1.0,43,n981
284.0,1.0,44,n982
285.0,1.0,45,n983
285.0,1.0,63,n974
284.0,1.0,64,n972
283.0,1.0,65,n970
285.0,1.0,66,n975
284.0,1.0,67,n973
283.0,1.0,68,n971
286.0,1.0,46,n984
287.0,1.0,47,n985
288.0,1.0,48,n1001
288.0,1.0,60,n987
287.0,1.0,62,n978
286.0,1.0,64,n976
288.0,1.0,64,n988
287.0,1.0,65,n979
286.0,1.0,67,n977
290.0,1.0,66,n991
289.0,1.0,67,n989
290.0,1.0,69,n992
289.0,1.0,70,n990
291.0,4.0,70,n995
291.0,4.0,74,n996
292.0,1.0,58,n999
293.0,1.0,59,n1000
294.0,7.0,60,n1020
294.0,2.0,64,n1014
293.0,1.0,65,n994
292.0,1.0,67,n993
295.0,1.0,48,n1015
296.0,1.0,49,n1016
297.0,1.0,50,n1017
297.0,1.0,68,n1008
296.0,1.0,69,n1006
295.0,1.0,70,n1004
297.0,1.0,71,n1009
296.0,1.0,72,n1007
295.0,1.0,73,n1005
298.0,1.0,51,n1018
299.0,1.0,52,n1019
300.0,1.0,53,n1036
300.0,1.0,65,n1021
299.0,1.0,67,n1012
298.0,1.0,69,n1010
300.0,1.0,69,n1022
299.0,1.0,70,n1013
298.0,1.0,72,n1011
301.0,1.0,53,n1037
302.0,1.0,53,n1039
303.0,1.0,53,n1042
301.0,1.0,60,n1038
302.0,1.0,60,n1040
303.0,1.0,64,n1043
301.0,1.0,65,n1023
302.0,1.0,65,n1041
303.0,1.0,67,n1044
301.0,1.0,69,n1024
302.0,1.0,69,n1025
303.0,1.0,70,n1028
302.0,1.0,72,n1026
303.0,1.0,73,n1029
303.0,1.0,79,n1030
302.0,1.0,81,n1027
304.0,1.0,53,n1045
305.0,1.0,53,n1048
306.0,1.0,53,n1066
304.0,1.0,62,n1046
305.0,1.0,62,n1049
306.0,1.0,62,n1067
304.0,1.0,65,n1047
305.0,1.0,65,n1034
306.0,1.0,65,n1068
306.0,1.0,68,n1051
304.0,1.0,70,n1031
305.0,1.0,70,n1035
306.0,1.0,71,n1052
304.0,1.0,74,n1032
304.0,1.0,77,n1033
306.0,1.0,77,n1053
307.0,1.0,53,n1069
308.0,1.0,53,n1072
309.0,1.0,53,n1075
308.0,1.0,58,n1073
309.0,1.0,58,n1076
307.0,1.0,60,n1070
308.0,1.0,62,n1074
309.0,1.0,62,n1060
307.0,1.0,64,n1071
308.0,1.0,65,n1057
309.0,1.0,65,n1061
307.0,1.0,69,n1054
308.0,1.0,70,n1058
307.0,1.0,72,n1055
308.0,1.0,74,n1059
307.0,1.0,76,n1056
310.0,1.0,53,n1077
311.0,1.0,53,n1080
312.0,1.0,56,n1098
311.0,1.0,57,n1081
310.0,1.0,58,n1078
312.0,2.0,59,n1108
310.0,1.0,62,n1079
312.0,2.0,62,n1109
311.0,1.0,63,n1082
310.0,1.0,65,n1062
312.0,2.0,65,n1083
311.0,1.0,66,n1064
312.0,1.0,68,n1084
312.0,2.0,71,n1095
311.0,1.0,72,n1065
310.0,1.0,74,n1063
315.0,1.0,52,n1101
314.0,1.0,53,n1100
313.0,1.0,55,n1099
314.0,2.0,55,n1110
314.0,2.0,58,n1111
315.0,1.0,60,n1088
314.0,1.0,61,n1087
313.0,1.0,67,n1086
314.0,2.0,67,n1096
314.0,2.0,70,n1097
317.0,1.0,48,n1105
316.0,1.0,49,n1102
318.0,1.0,53,n1131
316.0,1.0,55,n1103
317.0,1.0,55,n1106
318.0,1.0,57,n1132
316.0,1.0,58,n1104
317.0,1.0,58,n1107
317.0,1.0,60,n1092
318.0,1.0,60,n1112
316.0,1.0,61,n1089
317.0,1.0,64,n1093
316.0,1.0,65,n1090
318.0,1.0,65,n1113
318.0,1.0,69,n1114
317.0,1.0,72,n1094
316.0,1.0,73,n1091
319.0,1.0,41,n1133
319.0,1.0,48,n1134
319.0,1.0,53,n1135
320.0,1.0,53,n1137
321.0,1.0,53,n1140
319.0,1.0,57,n1136
321.0,1.0,58,n1141
319.0,1.0,60,n1115
320.0,1.0,60,n1138
321.0,1.0,61,n1142
321.0,1.0,64,n1143
319.0,1.0,65,n1116
320.0,1.0,65,n1139
321.0,1.0,67,n1121
319.0,1.0,69,n1117
320.0,1.0,69,n1118
321.0,1.0,70,n1122
320.0,1.0,72,n1119
321.0,1.0,73,n1123
321.0,1.0,79,n1124
320.0,1.0,81,n1120
322.0,1.0,53,n1144
323.0,1.0,53,n1147
324.0,1.0,53,n1164
322.0,1.0,58,n1145
322.0,1.0,62,n1146
323.0,1.0,62,n1148
324.0,1.0,62,n1165
322.0,1.0,65,n1125
323.0,1.0,65,n1129
324.0,1.0,65,n1166
324.0,1.0,68,n1149
322.0,1.0,70,n1126
323.0,1.0,70,n1130
324.0,1.0,71,n1150
322.0,1.0,74,n1127
322.0,1.0,77,n1128
324.0,1.0,77,n1151
325.0,1.0,53,n1167
326.0,1.0,53,n1170
327.0,1.0,53,n1173
326.0,1.0,58,n1171
327.0,1.0,58,n1174
325.0,1.0,60,n1168
326.0,1.0,62,n1172
327.0,1.0,62,n1158
325.0,1.0,64,n1169
326.0,1.0,65,n1155
327.0,1.0,65,n1159
325.0,1.0,69,n1152
326.0,1.0,70,n1156
325.0,1.0,72,n1153
326.0,1.0,74,n1157
325.0,1.0,76,n1154
328.0,1.0,53,n1175
329.0,1.0,53,n1178
330.0,1.0,56,n1195
329.0,1.0,57,n1179
