onset_sec,duration_sec,velocity,pitch,id
7.2462535,0.049412344,65,50,n84
7.516018,0.05208328,52,38,n88
7.784447,0.05074781,55,38,n91
7.3771296,0.040064063,72,50,n86
7.50667,0.05341875,64,50,n87
7.632204,0.046741407,73,50,n89
7.7684216,0.056089688,65,50,n90
8.039522,0.05208328,53,38,n94
8.301273,0.049412344,54,38,n97
7.8952913,0.038728595,67,50,n92
8.026167,0.05341875,65,50,n93
8.157043,0.040064063,66,50,n95
8.2825775,0.05208328,69,50,n96
8.557684,0.046741407,54,38,n100
8.822106,0.15624985,49,38,n103
8.4174595,0.040064063,68,50,n98
8.544329,0.049412344,65,50,n99
8.685888,0.040064063,76,50,n101
8.804746,0.17361094,73,50,n102
9.069168,0.048076876,52,38,n107
9.348281,0.040064063,52,38,n111
8.939628,0.038728595,77,48,n105
9.209393,0.03071578,58,48,n109
9.061155,0.046741407,68,50,n106
9.338933,0.040064063,65,50,n110
8.935621,0.042735,79,52,n104
9.20138,0.036057655,67,52,n108
9.600685,0.04139953,47,38,n115
9.8544235,0.16559812,55,38,n119
9.463132,0.04139953,58,48,n113
9.738238,0.037393127,60,48,n117
9.591336,0.04540594,64,50,n114
9.845076,0.17494641,74,50,n118
9.455119,0.036057655,64,52,n112
9.730226,0.03205125,74,52,n116
10.133537,0.04139953,56,38,n124
10.407308,0.038728595,50,38,n129
9.973281,0.056089688,69,48,n120
10.265748,0.036057655,69,48,n125
10.124188,0.037393127,77,50,n123
10.399295,0.044070467,65,50,n128
9.983964,0.036057655,79,52,n121
10.272426,0.029380312,56,52,n127
9.990642,0.03338672,84,55,n122
10.268419,0.038728595,71,55,n126
10.687757,0.04139953,49,38,n134
10.9374895,0.048076876,52,38,n138
10.528835,0.040064063,62,48,n130
10.678408,0.04139953,66,50,n133
10.805278,0.042735,72,50,n135
10.929476,0.03205125,60,50,n137
10.534178,0.044070467,45,52,n131
10.948173,0.034722187,73,52,n139
10.811955,0.04139953,68,53,n136
10.538184,0.037393127,65,55,n132
11.223279,0.046741407,54,38,n142
11.47969,0.04540594,53,38,n144
11.06703,0.05208328,86,50,n140
11.21126,0.044070467,58,50,n141
11.36751,0.042735,41,50,n143
11.4890375,0.034722187,48,50,n145
11.760138,0.040064063,45,38,n147
12.015212,0.049412344,44,38,n151
11.615907,0.044070467,55,50,n146
11.770822,0.036057655,50,50,n148
11.868311,0.037393127,62,50,n149
12.004529,0.04540594,61,50,n150
12.26361,0.04540594,50,38,n154
12.499988,0.04139953,48,38,n157
12.132733,0.03071578,62,50,n152
12.2596035,0.038728595,66,50,n153
12.374454,0.038728595,76,50,n155
12.485297,0.036057655,70,50,n156
12.765746,0.07745719,76,38,n160
13.034175,0.06276703,72,38,n163
12.617509,0.14556609,104,50,n158
12.763075,0.06944437,95,50,n159
13.022156,0.4059825,90,50,n162
12.888609,0.044070467,106,63,n161
13.302605,0.13354687,71,38,n168
13.563021,0.060096093,53,38,n171
13.21847,0.21768141,17,39,n166
13.428139,0.037393127,100,50,n169
13.295927,0.14022422,96,51,n167
13.54833,0.06276703,74,52,n170
13.823437,0.060096093,48,38,n174
14.082518,0.070779845,63,38,n177
13.68989,0.037393127,80,50,n172
13.928939,0.04139953,77,50,n175
14.297528,0.097489215,90,38,n181
14.623383,0.060096093,34,38,n185
14.181343,0.213675,101,48,n178
14.455113,0.044070467,88,50,n183
14.599344,0.049412344,60,50,n184
14.184013,0.21100406,93,51,n179
14.185349,0.20966859,94,54,n180
14.85709,0.048076876,51,38,n187
15.116171,0.09214734,62,38,n191
14.732891,0.038728595,76,50,n186
14.861096,0.040064063,65,50,n188
14.981289,0.120192185,74,50,n189
15.1014805,0.11485031,78,50,n190
15.208318,0.03071578,81,38,n192
15.363233,0.05341875,54,38,n193
15.495444,0.046741407,44,38,n195
15.666384,0.05074781,35,38,n197
15.365904,0.042735,67,50,n194
15.627655,0.05074781,60,50,n196
15.759867,0.04540594,54,38,n198
15.920123,0.05074781,36,38,n200
16.008265,0.037393127,58,38,n201
16.148489,0.048076876,59,38,n202
15.892078,0.04139953,58,50,n199
16.159172,0.037393127,56,50,n203
16.406233,0.056089688,50,38,n206
16.671991,0.04540594,52,38,n208
16.278028,0.03205125,74,50,n204
16.391544,0.05475422,68,50,n205
16.543787,0.037393127,47,50,n207
16.689352,0.034722187,52,50,n209
16.944427,0.046741407,46,38,n211
17.187483,0.04540594,51,38,n216
17.051266,0.038728595,63,49,n214
16.806873,0.036057655,55,50,n210
16.94977,0.03338672,54,50,n212
17.178135,0.04139953,69,50,n215
17.045923,0.034722187,71,51,n213
17.451906,0.05208328,42,38,n220
17.728348,0.042735,45,38,n224
17.307674,0.037393127,68,48,n218
17.564085,0.036057655,47,48,n221
17.447899,0.046741407,58,50,n219
17.727013,0.046741407,52,50,n223
17.298326,0.038728595,76,52,n217
17.564085,0.038728595,59,52,n222
17.986094,0.05475422,44,38,n228
18.25853,0.04540594,42,38,n232
17.832514,0.046741407,53,48,n226
18.10228,0.034722187,50,48,n230
17.982086,0.057425156,55,50,n227
18.24918,0.049412344,55,50,n231
17.828508,0.05208328,55,52,n225
18.099607,0.04139953,60,52,n229
18.510933,0.049412344,41,38,n236
18.766006,0.05208328,48,38,n240
18.353348,0.04139953,56,48,n233
18.61777,0.042735,51,48,n238
18.504255,0.049412344,57,50,n235
18.762001,0.044070467,59,50,n239
18.354683,0.04139953,56,52,n234
18.607086,0.048076876,58,52,n237
19.01841,0.046741407,50,38,n244
19.270815,0.10550203,51,38,n248
18.87685,0.04139953,64,48,n241
19.139938,0.04139953,60,48,n246
19.007727,0.05341875,61,50,n243
19.253452,0.12286312,73,50,n247
18.880857,0.046741407,64,52,n242
19.13326,0.044070467,66,52,n245
19.521883,0.049412344,53,38,n253
19.81702,0.044070467,45,38,n258
19.378986,0.03205125,84,48,n251
19.674126,0.040064063,61,48,n255
19.507193,0.046741407,74,50,n252
19.80233,0.046741407,59,50,n257
19.376316,0.040064063,80,52,n249
19.674126,0.040064063,57,52,n256
19.377651,0.037393127,84,55,n250
19.670118,0.040064063,57,55,n254
20.076101,0.044070467,42,38,n263
20.35388,0.044070467,44,38,n268
19.945227,0.037393127,57,48,n260
20.218996,0.03205125,55,48,n265
20.068089,0.05341875,66,50,n262
20.351208,0.046741407,57,50,n267
19.947897,0.036057655,42,52,n261
20.220333,0.037393127,39,52,n266
19.939884,0.04540594,63,55,n259
20.21766,0.04139953,60,55,n264
20.606283,0.0641025,46,38,n273
20.888067,0.048076876,44,38,n278
20.478077,0.040064063,55,48,n270
20.761198,0.03205125,50,48,n276
20.594263,0.07345078,61,50,n272
20.88406,0.04139953,53,50,n277
20.470064,0.04540594,55,52,n269
20.753185,0.04139953,46,52,n275
20.487427,0.04139953,60,55,n271
20.749178,0.05208328,63,55,n274
21.144476,0.05341875,46,38,n282
21.392874,0.037393127,49,38,n286
21.017607,0.044070467,55,48,n280
21.145813,0.05208328,52,50,n283
21.28203,0.038728595,59,50,n285
21.400887,0.037393127,44,50,n287
21.014936,0.048076876,55,52,n279
21.406229,0.040064063,74,52,n288
21.271347,0.046741407,62,53,n284
21.021614,0.05341875,64,55,n281
21.686678,0.05475422,51,38,n291
21.969797,0.05208328,51,38,n294
21.525085,0.048076876,84,50,n289
21.68267,0.042735,52,50,n290
21.828238,0.038728595,67,50,n292
21.961784,0.048076876,60,50,n293
22.235554,0.05341875,48,38,n297
22.50532,0.05074781,47,38,n300
22.079306,0.038728595,68,50,n295
22.219528,0.05475422,60,50,n296
22.353075,0.036057655,73,50,n298
22.485287,0.058760624,60,50,n299
22.772413,0.057425156,51,38,n303
23.054197,0.05208328,37,38,n306
22.621506,0.05074781,68,50,n301
22.765736,0.05341875,60,50,n302
22.89127,0.040064063,71,50,n304
23.028824,0.060096093,58,50,n305
23.305265,0.056089688,47,38,n309
23.567017,0.056089688,45,38,n311
23.15302,0.036057655,67,50,n307
23.297253,0.049412344,50,50,n308
23.4308,0.040064063,62,50,n310
23.576365,0.04540594,54,50,n312
23.84613,0.056089688,48,38,n315
24.122572,0.049412344,45,38,n317
23.700563,0.04139953,70,50,n313
23.840788,0.049412344,57,50,n314
23.98769,0.036057655,61,50,n316
24.14661,0.04139953,40,50,n318
24.404356,0.05074781,45,38,n321
24.67145,0.05074781,48,38,n323
24.250776,0.037393127,63,50,n319
24.38833,0.049412344,58,50,n320
24.531225,0.04139953,62,50,n322
24.692818,0.037393127,46,50,n324
24.941214,0.05074781,49,38,n326
25.21098,0.04540594,47,38,n329
24.81301,0.03071578,61,50,n325
24.95724,0.036057655,49,50,n327
25.088116,0.03071578,59,50,n328
25.235018,0.042735,39,50,n330
25.479408,0.04540594,55,38,n332
25.357882,0.03338672,53,50,n331
25.486086,0.036057655,59,50,n333
25.610285,0.049412344,73,50,n334
25.747837,0.04139953,67,53,n335
26.15115,0.04540594,71,53,n340
25.877378,0.042735,69,57,n336
26.029621,0.036057655,63,57,n338
26.275347,0.05341875,58,57,n341
25.881384,0.034722187,77,58,n337
26.137794,0.03338672,73,59,n339
26.68133,0.044070467,67,48,n346
26.414236,0.038728595,58,49,n342
26.422249,0.036057655,66,50,n343
26.5371,0.042735,75,50,n344
26.679995,0.042735,71,50,n345
26.808199,0.046741407,69,53,n347
27.222195,0.046741407,66,53,n352
26.936405,0.05341875,72,57,n348
27.075293,0.038728595,65,57,n350
27.334373,0.05074781,56,57,n353
26.947088,0.03205125,78,59,n349
27.214182,0.03205125,75,60,n351
27.469257,0.040064063,75,47,n354
27.485283,0.038728595,62,50,n355
27.60681,0.058760624,75,50,n356
27.751041,0.056089688,61,50,n358
27.881916,0.05208328,65,53,n359
27.749704,0.03205125,83,61,n357
28.282557,0.058760624,73,46,n363
28.293242,0.038728595,70,53,n364
28.00745,0.05208328,68,57,n360
28.14634,0.037393127,62,57,n362
28.422781,0.040064063,68,57,n365
28.018135,0.036057655,79,62,n361
28.568348,0.05074781,79,45,n367
28.56167,0.037393127,69,50,n366
28.687204,0.048076876,76,50,n368
28.827429,0.0641025,75,50,n369
28.967653,0.057425156,72,53,n371
28.84212,0.036057655,93,63,n370
29.155954,0.04540594,41,44,n373
29.381647,0.048076876,77,53,n376
29.105206,0.04540594,70,57,n372
29.238752,0.046741407,73,57,n374
29.50184,0.044070467,72,57,n377
29.366959,0.029380312,87,64,n375
29.640728,0.28044844,77,43,n378
29.640728,0.12286312,69,50,n379
29.763592,0.11485031,77,50,n380
29.92919,0.040064063,70,55,n381
30.066744,0.042735,62,58,n382
30.464714,0.057425156,71,58,n386
30.196283,0.042735,68,62,n383
30.336508,0.042735,54,62,n385
30.584906,0.05074781,61,62,n388
30.216316,0.038728595,68,63,n384
30.472727,0.037393127,68,64,n387
31.00825,0.04540594,68,53,n393
30.741156,0.058760624,69,54,n390
30.734478,0.04540594,72,55,n389
30.880043,0.036057655,69,55,n391
31.004242,0.060096093,69,55,n392
31.139124,0.04540594,73,58,n394
31.551785,0.05341875,71,58,n399
31.274008,0.048076876,70,62,n395
31.407555,0.042735,63,62,n397
31.688002,0.046741407,62,62,n400
31.276678,0.03205125,75,64,n396
31.543772,0.029380312,76,65,n398
31.80953,0.034722187,77,52,n401
31.821548,0.04139953,70,55,n402
31.960438,0.036057655,74,55,n403
32.087307,0.058760624,70,55,n404
32.226196,0.060096093,71,58,n406
32.089977,0.028044844,85,66,n405
32.630844,0.056089688,75,51,n410
32.64019,0.056089688,74,58,n411
32.36909,0.05208328,71,62,n408
32.506645,0.040064063,62,62,n409
32.77908,0.044070467,62,62,n412
32.36108,0.026709376,89,67,n407
32.919304,0.05475422,78,50,n414
32.9153,0.042735,70,55,n413
33.058193,0.037393127,71,55,n415
33.182392,0.06677344,75,55,n416
33.322617,0.048076876,74,58,n418
33.185062,0.037393127,89,68,n417
33.46284,0.04540594,77,49,n420
33.73928,0.060096093,77,58,n423
33.45616,0.044070467,73,62,n419
33.58437,0.037393127,69,62,n421
33.868824,0.036057655,65,62,n425
33.732605,0.03071578,93,69,n422
34.01439,0.24305531,79,48,n427
34.00237,0.042735,77,55,n426
34.133247,0.10149562,81,55,n428
34.281483,0.037393127,75,55,n429
34.394997,0.065437965,74,56,n430
34.80632,0.057425156,70,43,n435
34.567272,0.058760624,58,57,n433
34.79831,0.05341875,75,57,n434
34.533886,0.08279906,66,58,n431
34.943874,0.065437965,63,58,n436
34.555252,0.040064063,65,63,n432
35.336502,0.042735,80,37,n440
35.214977,0.05074781,58,58,n439
35.100124,0.05074781,61,59,n438
35.339172,0.056089688,69,59,n441
35.46337,0.05074781,57,60,n442
35.073418,0.024038438,89,69,n437
35.88805,0.058760624,75,43,n447
35.74382,0.05074781,70,60,n446
35.627636,0.07745719,65,61,n445
35.89206,0.07211531,74,61,n448
35.566204,0.078792654,60,62,n443
36.02427,0.038728595,62,62,n449
35.598255,0.024038438,88,64,n444
36.399536,0.040064063,78,37,n453
36.17251,0.07211531,69,63,n451
36.300713,0.07211531,68,64,n452
36.418232,0.11885672,64,65,n454
36.55712,0.102831095,69,66,n455
36.144463,0.025373906,89,69,n450
37.07929,0.17094,79,65,n464
36.804184,0.05208328,76,66,n459
36.951084,0.13087593,86,66,n460
36.68666,0.16960452,74,67,n456
36.700016,0.037393127,75,68,n458
36.97913,0.39396328,62,68,n463
36.69868,0.025373906,80,72,n457
36.960434,0.5502131,77,76,n461
36.96177,0.54887766,94,80,n462
37.625496,0.05208328,72,63,n473
37.361073,0.13621782,81,64,n466
37.49729,0.110843904,75,64,n471
37.25023,0.26041642,82,65,n465
37.373093,0.13755327,66,68,n468
37.50664,0.15224344,75,74,n472
37.393124,0.11752125,68,75,n469
37.495956,0.07211531,103,78,n470
37.363743,0.14690156,89,79,n467
38.177044,0.042735,62,61,n484
37.90461,0.04540594,68,62,n478
38.06887,0.080128126,69,62,n481
37.796436,0.07745719,74,63,n475
37.817802,0.06944437,65,68,n477
38.05418,0.084134534,63,68,n479
38.06086,0.065437965,58,70,n480
37.7951,0.056089688,65,72,n474
38.08089,0.026709376,52,76,n483
37.79777,0.037393127,71,80,n476
38.587032,0.0641025,68,58,n491
38.71123,0.048076876,57,59,n494
38.441467,0.057425156,58,60,n489
38.33196,0.065437965,69,61,n487
38.330624,0.065437965,49,68,n486
38.592377,0.04139953,56,68,n492
38.33463,0.05074781,44,70,n488
38.59371,0.037393127,41,70,n493
38.57902,0.034722187,65,74,n490
38.322613,0.070779845,70,75,n485
39.10787,0.042735,77,46,n500
38.972984,0.05074781,67,59,n498
38.85947,0.058760624,71,60,n497
39.106533,0.05208328,65,60,n499
38.80605,0.05341875,65,61,n495
39.252098,0.070779845,66,61,n501
38.848785,0.03338672,75,66,n496
39.63137,0.06143156,80,40,n505
39.50717,0.07745719,71,61,n504
39.373627,0.06944437,73,62,n502
39.656746,0.06810891,78,62,n506
39.77293,0.06810891,70,63,n507
39.376297,0.03205125,78,72,n503
40.160217,0.048076876,79,46,n512
40.04804,0.05208328,68,63,n511
39.925175,0.1068375,76,64,n510
40.184254,0.06677344,77,64,n513
39.893124,0.080128126,73,65,n508
40.28575,0.065437965,71,65,n514
39.893124,0.034722187,99,67,n509
40.706425,0.05475422,87,40,n520
40.431316,0.07612172,74,66,n515
40.564865,0.07612172,60,67,n517
40.694405,0.102831095,73,68,n519
40.811924,0.11351484,73,69,n521
40.433987,0.02270297,94,72,n516
41.38217,0.065437965,73,68,n530
41.091038,0.070779845,76,69,n524
41.247288,0.13488235,84,69,n526
40.9615,0.19097203,88,70,n522
41.259308,0.1963139,70,71,n528
40.97619,0.03205125,88,75,n523
41.25263,0.52751017,69,79,n527
41.241947,0.5381939,100,83,n525
41.92704,0.04540594,61,66,n540
41.66796,0.112179376,74,67,n532
41.78815,0.093482815,65,67,n536
41.533077,0.24706171,72,68,n531
41.716038,0.07612172,33,71,n534
41.80418,0.10149562,56,71,n538
41.810856,0.08680547,72,77,n539
41.740074,0.057425156,18,78,n535
41.796165,0.07211531,91,81,n537
41.66796,0.112179376,80,82,n533
42.470577,0.04540594,56,64,n550
42.208824,0.042735,61,65,n545
42.353054,0.08680547,67,65,n547
42.07528,0.11351484,75,66,n541
42.12202,0.046741407,51,71,n544
42.357063,0.084134534,53,71,n548
42.3811,0.05074781,55,73,n549
42.093975,0.084134534,66,75,n543
42.34905,0.056089688,72,79,n546
42.08596,0.044070467,80,83,n542
42.90861,0.044070467,67,55,n559
43.016785,0.05341875,71,58,n560
42.895256,0.044070467,75,62,n558
42.748356,0.042735,59,63,n555
42.62015,0.09615375,68,64,n552
42.889915,0.04139953,74,70,n557
42.62015,0.07211531,51,71,n553
42.633503,0.07345078,53,73,n554
42.616142,0.088140935,68,78,n551
42.887245,0.037393127,70,79,n556
43.43345,0.04139953,75,54,n567
43.193066,0.03071578,44,55,n563
43.42811,0.080128126,73,58,n566
43.173035,0.042735,60,62,n562
43.297234,0.046741407,70,62,n564
43.550972,0.060096093,66,62,n568
43.15033,0.03205125,82,63,n561
43.421432,0.028044844,85,64,n565
43.967636,0.040064063,76,41,n574
43.715233,0.036057655,70,42,n571
43.967636,0.057425156,90,53,n575
43.703217,0.03338672,79,54,n570
43.6952,0.048076876,74,55,n569
43.843437,0.037393127,67,55,n572
43.962296,0.06810891,81,55,n573
44.098515,0.06276703,76,58,n576
44.50049,0.042735,81,53,n583
44.24141,0.034722187,83,54,n579
44.495148,0.093482815,76,58,n582
44.23206,0.05475422,76,62,n577
44.366943,0.06944437,70,62,n580
44.62068,0.06944437,72,62,n584
44.23473,0.037393127,92,64,n578
44.491142,0.025373906,89,65,n581
44.775597,0.042735,67,40,n587
44.763577,0.05475422,91,52,n585
44.770256,0.060096093,80,55,n586
44.90914,0.065437965,77,55,n588
45.044025,0.06677344,77,55,n590
45.173565,0.049412344,79,58,n593
45.073406,0.03071578,48,60,n591
45.07741,0.04540594,35,63,n592
45.03735,0.040064063,89,66,n589
45.58222,0.036057655,79,39,n601
45.574207,0.03071578,80,51,n600
45.31646,0.040064063,77,57,n597
45.5702,0.07211531,81,58,n599
45.31112,0.05074781,82,62,n595
45.43799,0.044070467,69,62,n598
45.71176,0.048076876,72,62,n602
45.30845,0.038728595,77,63,n594
45.31379,0.029380312,75,67,n596
45.864002,0.13354687,78,38,n605
45.851986,0.14556609,96,50,n604
45.845306,0.12954047,85,55,n603
45.974846,0.065437965,77,55,n606
46.123085,0.07211531,85,55,n608
46.2593,0.06276703,81,58,n610
46.72805,0.044070467,28,60,n618
46.116405,0.04139953,96,68,n607
46.406204,0.20566219,84,37,n612
46.394184,0.03205125,105,49,n611
46.677303,0.110843904,97,58,n616
46.697334,0.025373906,64,61,n617
46.41021,0.12419859,81,62,n613
46.53441,0.07745719,84,62,n614
46.810852,0.06810891,82,62,n620
46.673298,0.02270297,86,69,n615
46.977783,0.25641,65,36,n623
46.959087,0.27510655,96,48,n622
46.951077,0.13755327,89,55,n621
47.088627,0.14556609,74,55,n624
47.227516,0.048076876,83,60,n625
47.3624,0.04540594,72,63,n626
47.76972,0.034722187,66,59,n633
47.502625,0.037393127,62,60,n629
47.761703,0.07745719,73,63,n632
47.487934,0.048076876,76,67,n627
47.614803,0.06677344,65,67,n630
47.895252,0.05074781,64,67,n634
47.49461,0.042735,75,68,n628
47.755028,0.028044844,83,69,n631
48.297226,0.040064063,74,46,n641
48.03414,0.036057655,64,47,n637
48.286545,0.05074781,88,58,n639
48.02212,0.03205125,78,59,n635
48.026127,0.044070467,71,60,n636
48.155666,0.042735,68,60,n638
48.289215,0.058760624,73,60,n640
48.41742,0.049412344,75,63,n642
48.834087,0.049412344,81,58,n649
48.572334,0.0213675,79,59,n645
48.828743,0.078792654,75,63,n648
48.552303,0.06276703,78,67,n643
48.695198,0.06810891,66,67,n647
48.9476,0.07345078,68,67,n651
48.565655,0.038728595,87,69,n644
48.835423,0.03071578,76,70,n650
49.10919,0.034722187,78,45,n654
49.09717,0.046741407,94,57,n653
49.095837,0.048076876,81,60,n652
49.22404,0.065437965,79,60,n655
49.368275,0.078792654,81,60,n656
49.495144,0.065437965,80,63,n660
49.3843,0.034722187,68,65,n659
49.37495,0.05074781,78,68,n658
49.368275,0.044070467,90,71,n657
49.9265,0.04139953,81,44,n667
49.921158,0.03205125,86,56,n666
49.676765,0.03338672,71,62,n664
49.9265,0.06810891,85,63,n668
49.642044,0.07612172,85,67,n662
49.78761,0.06276703,76,67,n665
50.054703,0.06143156,73,67,n669
49.63804,0.07345078,86,68,n661
49.662075,0.024038438,86,72,n663
50.196262,0.03071578,79,43,n671
50.184246,0.058760624,98,55,n670
50.198936,0.060096093,84,60,n672
50.32714,0.06810891,75,60,n673
50.470036,0.07345078,80,60,n675
50.604916,0.06810891,82,63,n678
50.455345,0.044070467,98,73,n674
50.75716,0.03338672,91,42,n680
50.746475,0.037393127,106,54,n679
51.033604,0.08547,89,63,n685
51.02826,0.029380312,86,66,n684
50.758495,0.060096093,85,67,n681
50.8867,0.08146359,80,67,n682
51.159138,0.08279906,63,67,n687
51.02025,0.025373906,92,74,n683
51.314053,0.2951386,83,41,n690
51.304703,0.30448687,94,53,n689
51.606518,0.03071578,59,58,n694
51.303368,0.12419859,83,60,n688
51.427567,0.18162376,70,60,n691
51.728046,0.037393127,58,62,n695
51.581146,0.028044844,78,66,n692
51.593163,0.048076876,82,67,n693
51.737396,0.048076876,73,70,n696
51.900322,0.102831095,51,52,n698
51.904327,0.084134534,54,57,n699
52.01517,0.03205125,52,58,n701
52.14204,0.08547,72,58,n703
52.274254,0.04139953,54,62,n705
52.13937,0.06944437,78,65,n702
52.144714,0.07211531,81,70,n704
51.872276,0.044070467,72,74,n697
52.003155,0.036057655,71,74,n700
52.276924,0.044070467,68,74,n706
52.44386,0.06810891,50,52,n709
52.423824,0.10416656,66,57,n708
52.562714,0.04540594,31,58,n711
52.716293,0.04540594,70,58,n714
52.819126,0.038728595,65,62,n715
52.696262,0.06276703,79,64,n712
52.413143,0.048076876,75,67,n707
52.54936,0.058760624,77,67,n710
52.700268,0.060096093,80,67,n713
52.8258,0.06677344,75,70,n716
52.9914,0.070779845,59,52,n719
52.98205,0.09481828,69,57,n718
53.090225,0.040064063,71,58,n720
53.249146,0.05341875,59,58,n724
53.297222,0.08680547,43,62,n725
53.234455,0.03071578,78,63,n723
52.966026,0.06143156,84,74,n717
53.10358,0.07211531,78,74,n721
53.226444,0.110843904,101,79,n722
53.514904,0.14423062,63,52,n727
53.796688,0.23904891,58,55,n732
53.520245,0.13888875,61,57,n728
53.625748,0.044070467,50,58,n729
53.80203,0.23370703,38,59,n733
53.89284,0.14289516,44,60,n734
53.500214,0.04139953,84,73,n726
53.938248,0.097489215,44,80,n735
53.649788,0.046741407,73,81,n730
53.779327,0.05475422,74,81,n731
54.04909,0.042735,69,52,n736
54.34957,0.52751017,63,55,n745
54.055767,0.82131326,72,60,n738
54.194656,0.14423062,63,61,n741
54.338886,0.5381939,68,61,n744
54.443054,0.43402734,96,78,n747
54.18798,0.11752125,80,79,n739
54.3055,0.2777775,69,79,n742
54.05176,0.06944437,86,80,n737
54.19332,0.12286312,78,86,n740
54.316185,0.12286312,75,86,n743
54.43905,0.12954047,86,86,n746
54.587284,0.2897967,83,52,n752
54.877083,0.10416656,78,55,n759
54.58061,0.29647407,86,62,n750
54.734188,0.13087593,75,63,n755
54.865063,0.07612172,86,63,n758
54.973236,0.042735,65,64,n762
54.714153,0.13488235,93,77,n754
54.849037,0.036057655,92,77,n757
54.58328,0.29380313,81,79,n751
54.56859,0.14022422,92,86,n748
54.708813,0.1322114,95,86,n753
54.841022,0.065437965,103,86,n756
54.970566,0.056089688,83,86,n760
55.126816,0.02270297,73,52,n766
55.1188,0.13621782,101,64,n765
55.303097,0.0013354687,25,65,n771
55.38723,0.116185784,88,65,n773
55.490063,0.065437965,88,66,n776
55.232315,0.026709376,88,75,n770
55.112125,0.16159172,103,86,n764
55.395245,0.048076876,93,93,n775
55.50609,0.057425156,94,94,n777
55.952133,0.10016016,69,60,n790
55.813244,0.22302328,46,66,n786
55.80657,0.22970062,32,67,n784
55.936108,0.10016016,91,68,n788
55.936108,0.10016016,96,69,n789
56.052296,0.070779845,87,72,n792
55.79722,0.17494641,86,75,n783
55.642307,0.213675,93,86,n780
55.791878,0.24439079,75,87,n782
55.632957,0.40331155,97,98,n778
56.231247,0.097489215,54,54,n795
56.187176,0.13621782,59,59,n793
56.30737,0.037393127,68,60,n796
56.47831,0.11885672,73,60,n800
56.58782,0.040064063,73,64,n801
56.459614,0.07478625,92,67,n798
56.46629,0.056089688,87,72,n799
56.19519,0.05074781,85,76,n794
56.331406,0.03338672,83,76,n797
