onset_beat,duration_beat,pitch,id
57.0,0.5,71,n332
57.5,0.5,71,n335
57.0,1.5,76,n313
58.0,2.0,35,n344
58.0,2.0,47,n345
58.0,0.5,64,n336
58.5,0.5,66,n339
58.0,0.5,67,n337
58.5,0.5,67,n315
58.0,0.5,71,n338
58.5,0.5,71,n316
58.5,0.5,74,n317
59.5,0.5,62,n341
59.0,0.5,64,n340
59.0,0.5,67,n318
59.5,0.5,67,n321
59.0,0.5,71,n319
59.5,0.5,71,n322
59.0,0.5,76,n320
59.5,0.5,78,n323
60.0,4.0,35,n373
60.0,4.0,47,n374
60.0,0.5,61,n349
60.5,0.5,61,n352
60.0,0.5,64,n350
60.5,0.5,64,n353
60.0,0.5,67,n351
60.5,0.5,67,n354
60.0,1.0,71,n346
61.0,0.5,61,n355
61.5,0.5,61,n358
61.0,0.5,64,n356
61.5,0.5,64,n359
61.0,0.5,67,n357
61.5,0.5,67,n360
61.0,1.0,69,n347
62.0,0.5,61,n361
62.5,0.5,61,n364
62.0,0.5,62,n362
62.5,0.5,62,n365
63.0,0.5,62,n368
62.0,2.0,66,n348
62.5,0.5,66,n366
63.5,0.5,61,n370
63.0,0.5,66,n369
63.5,0.5,66,n372
64.0,2.0,33,n405
64.0,0.5,61,n387
64.5,0.5,61,n390
64.5,0.5,62,n391
64.0,0.5,66,n389
64.5,0.5,66,n392
64.0,1.0,69,n375
65.0,0.5,59,n393
65.5,0.5,59,n396
65.0,0.5,62,n394
65.5,0.5,62,n397
65.0,0.5,66,n395
65.5,0.5,66,n398
65.0,1.5,71,n376
66.0,2.0,33,n406
66.0,0.5,59,n399
66.5,0.5,61,n402
66.0,0.5,62,n400
66.5,0.5,62,n378
66.0,0.5,66,n401
66.5,0.5,66,n379
66.5,0.5,69,n380
67.5,0.5,57,n404
67.0,0.5,59,n403
67.0,0.5,62,n381
67.5,0.5,62,n384
67.0,0.5,66,n382
67.5,0.5,66,n385
67.0,0.5,71,n383
67.5,0.5,73,n386
68.0,1.0,40,n422
68.0,1.0,47,n423
68.0,1.0,55,n407
68.0,1.0,62,n408
68.0,1.0,66,n409
69.0,1.5,45,n424
69.0,1.5,52,n425
69.0,1.5,55,n410
69.0,1.5,59,n411
69.0,1.5,64,n412
70.5,0.5,50,n426
70.5,0.5,54,n413
70.5,0.5,57,n414
70.5,0.5,62,n415
71.5,0.5,40,n430
71.0,0.5,45,n428
71.5,0.5,47,n431
71.0,0.5,52,n429
71.0,0.5,55,n416
71.5,0.5,55,n419
71.0,0.5,59,n417
71.5,0.5,62,n420
71.0,0.5,64,n418
71.5,0.5,66,n421
72.0,1.0,45,n438
72.0,1.0,52,n439
72.0,1.0,55,n432
72.0,1.0,59,n433
72.0,1.0,64,n434
73.0,1.0,50,n440
73.0,1.0,54,n435
73.0,1.0,57,n436
73.0,1.0,62,n437
74.0,4.0,35,n472
74.0,4.0,47,n473
74.0,0.5,69,n454
74.5,0.5,69,n457
74.5,0.5,71,n458
75.0,0.5,71,n461
75.5,0.5,71,n464
76.0,0.5,71,n467
74.0,0.5,74,n456
74.5,0.5,74,n459
75.0,0.5,74,n462
74.0,1.0,78,n442
75.0,0.5,67,n460
75.5,0.5,67,n463
75.5,0.5,74,n465
75.0,1.5,79,n443
76.0,0.5,67,n466
77.0,0.5,67,n470
78.0,0.5,67,n478
76.5,0.5,69,n469
76.5,0.5,71,n445
76.0,0.5,74,n468
76.5,0.5,74,n446
76.5,0.5,78,n447
77.5,0.5,66,n471
77.0,0.5,71,n448
77.5,0.5,71,n451
77.0,0.5,74,n449
77.5,0.5,74,n452
77.0,0.5,79,n450
77.5,0.5,81,n453
78.0,4.0,40,n501
78.0,4.0,52,n502
78.0,0.5,64,n477
78.5,0.5,64,n480
78.0,0.5,71,n479
78.5,0.5,71,n482
78.0,1.0,74,n474
79.0,0.5,64,n483
79.5,0.5,64,n486
79.5,0.5,67,n487
79.0,0.5,71,n485
79.5,0.5,71,n488
79.0,3.0,73,n475
80.0,0.5,64,n489
80.5,0.5,64,n498
80.0,0.5,71,n491
80.5,0.5,71,n493
81.0,0.5,59,n499
81.5,0.5,64,n500
81.0,0.5,67,n494
81.5,0.5,67,n496
81.0,0.5,71,n495
81.5,0.5,71,n497
82.0,4.0,57,n534
82.0,0.5,66,n515
82.5,0.5,66,n518
82.0,0.5,67,n516
82.5,0.5,67,n519
82.0,0.5,71,n517
82.5,0.5,71,n520
82.0,1.0,74,n503
83.0,0.5,64,n521
83.5,0.5,64,n524
83.0,0.5,67,n522
83.5,0.5,67,n525
83.0,0.5,71,n523
83.5,0.5,71,n526
83.0,1.5,76,n504
84.0,0.5,64,n527
84.5,0.5,66,n530
84.0,0.5,67,n528
84.5,0.5,67,n506
84.0,0.5,71,n529
84.5,0.5,71,n507
84.5,0.5,74,n508
85.5,0.5,62,n532
85.0,0.5,64,n531
85.0,0.5,67,n509
85.5,0.5,67,n512
85.0,0.5,71,n510
85.5,0.5,71,n513
85.0,0.5,76,n511
85.5,0.5,78,n514
86.0,0.5,61,n538
86.5,0.5,61,n541
86.0,0.5,64,n539
86.5,0.5,64,n542
86.0,0.5,67,n540
86.5,0.5,67,n543
86.0,1.0,71,n535
87.0,1.0,33,n563
87.0,1.0,45,n564
87.5,0.5,61,n547
88.0,0.5,61,n550
88.5,0.5,61,n553
89.0,0.5,61,n556
87.0,0.5,64,n545
87.5,0.5,64,n548
87.0,0.5,67,n546
87.5,0.5,67,n549
87.0,1.0,69,n536
88.0,2.0,38,n565
88.0,2.0,50,n566
88.0,0.5,62,n551
88.5,0.5,62,n554
88.0,0.5,66,n552
88.5,0.5,66,n555
89.0,0.5,66,n558
89.5,0.5,61,n559
89.0,0.5,62,n557
89.5,0.5,62,n560
89.5,0.5,66,n561
90.0,3.0,31,n597
90.0,3.0,43,n598
90.0,0.5,61,n579
90.5,0.5,61,n582
90.0,0.5,62,n580
91.0,0.5,62,n586
90.0,0.5,66,n581
90.5,0.5,66,n584
90.0,1.0,69,n567
91.0,0.5,59,n585
91.5,0.5,59,n588
91.5,0.5,62,n589
91.0,0.5,66,n587
91.5,0.5,66,n590
91.0,1.5,71,n568
92.0,0.5,59,n591
92.5,0.5,61,n594
92.0,0.5,62,n592
92.5,0.5,62,n570
92.0,0.5,66,n593
92.5,0.5,66,n571
92.5,0.5,69,n572
93.0,1.0,35,n599
93.0,1.0,47,n600
93.5,0.5,57,n596
93.0,0.5,59,n595
93.0,0.5,62,n573
93.5,0.5,62,n576
93.0,0.5,66,n574
93.5,0.5,66,n577
93.0,0.5,71,n575
93.5,0.5,73,n578
94.0,1.0,40,n620
94.0,1.0,47,n621
94.0,1.0,56,n601
94.0,1.0,61,n602
94.0,1.0,62,n603
94.0,1.0,66,n604
95.0,1.5,45,n622
95.0,1.5,52,n623
95.0,1.5,55,n605
95.0,1.5,59,n606
95.0,1.5,61,n607
95.0,1.5,64,n608
96.5,0.5,50,n624
96.5,0.5,54,n609
96.5,0.5,57,n625
96.5,0.5,59,n610
96.5,0.5,62,n611
97.5,0.5,40,n628
97.0,0.5,45,n626
97.5,0.5,47,n629
97.0,0.5,52,n627
97.0,0.5,55,n612
97.5,0.5,56,n616
97.0,0.5,59,n613
97.0,0.5,61,n614
97.5,0.5,61,n617
97.5,0.5,62,n618
97.0,0.5,64,n615
97.5,0.5,66,n619
98.0,1.0,45,n644
98.0,1.0,52,n645
98.0,1.0,55,n630
98.0,1.0,59,n631
98.0,1.0,61,n632
98.0,1.0,64,n633
99.0,0.5,50,n646
99.0,0.5,54,n634
99.0,0.5,57,n647
99.0,0.5,62,n636
100.0,1.0,40,n649
100.0,1.0,47,n650
100.0,1.0,56,n638
100.0,1.0,62,n639
100.0,1.0,66,n640
101.0,1.5,38,n651
101.0,1.5,45,n652
101.0,1.5,54,n641
101.0,1.5,60,n642
101.0,1.5,64,n643
102.5,0.5,36,n677
102.5,0.5,43,n678
102.5,0.5,52,n656
102.5,0.5,58,n657
102.5,0.5,62,n658
103.0,0.5,38,n679
103.5,0.5,40,n681
103.0,0.5,45,n680
103.5,0.5,47,n682
103.0,0.5,54,n659
104.5,0.5,54,n673
103.5,0.5,56,n662
103.0,0.5,60,n660
103.5,0.5,62,n663
103.0,0.5,64,n661
103.5,0.5,66,n664
104.0,1.0,43,n683
104.0,1.0,50,n684
104.0,0.5,53,n671
104.0,0.5,55,n672
104.5,0.5,56,n674
104.0,1.0,64,n666
105.0,1.0,38,n685
105.0,1.0,45,n686
105.0,1.0,57,n668
105.0,1.0,60,n669
105.0,1.0,62,n670
106.0,0.5,43,n719
108.0,1.0,43,n713
106.0,1.0,50,n710
106.0,1.0,59,n711
107.0,1.0,59,n715
106.0,0.5,62,n692
107.0,0.5,62,n695
106.0,0.5,71,n693
107.0,1.0,71,n716
106.5,0.5,74,n694
107.5,0.5,74,n697
106.0,2.5,79,n706
108.0,0.5,71,n699
108.0,1.0,36,n712
108.0,1.0,52,n714
108.0,0.5,64,n698
108.5,0.5,76,n700
108.5,0.5,81,n689
109.0,1.0,59,n717
109.0,1.0,71,n718
109.5,0.5,76,n691
109.0,0.5,78,n690
110.0,1.0,38,n738
110.0,1.0,47,n739
110.0,1.0,54,n740
110.0,0.5,59,n728
110.0,0.5,66,n729
110.5,0.5,71,n730
110.0,1.0,74,n722
111.0,1.0,59,n744
111.0,1.0,66,n745
111.0,0.5,76,n723
111.5,0.5,78,n724
112.0,1.0,40,n741
112.0,1.0,47,n742
112.0,1.0,55,n743
112.0,0.5,64,n733
112.0,0.5,71,n734
112.5,0.5,71,n735
112.5,0.5,76,n726
112.0,0.5,78,n725
113.0,1.0,59,n746
113.0,0.5,64,n736
113.5,0.5,71,n737
113.0,1.0,76,n727
114.0,1.0,48,n766
114.0,1.0,55,n767
114.0,1.0,64,n768
114.0,0.5,71,n754
114.0,0.5,72,n755
114.5,0.5,76,n756
114.0,2.5,83,n748
115.0,1.0,64,n769
115.0,0.5,71,n757
115.0,0.5,72,n758
115.5,0.5,76,n759
116.0,1.0,45,n771
116.0,1.0,52,n772
116.0,1.0,60,n773
116.0,0.5,71,n760
116.0,0.5,72,n761
116.5,0.5,76,n762
116.5,0.5,84,n750
117.0,1.0,64,n774
117.0,0.5,67,n763
117.0,0.5,69,n764
117.0,1.0,72,n775
117.5,0.5,76,n765
117.5,0.5,79,n753
117.0,0.5,81,n751
118.0,1.0,47,n796
118.0,1.0,54,n797
118.0,1.0,62,n798
118.0,0.5,66,n786
118.5,0.5,71,n787
118.5,0.5,74,n788
118.0,1.0,78,n777
119.0,1.0,62,n799
119.0,1.0,66,n800
119.0,0.5,67,n778
119.5,0.5,69,n780
119.0,1.0,71,n801
119.5,0.5,74,n790
119.0,0.5,79,n779
119.5,1.0,81,n781
120.0,1.0,43,n802
120.0,1.0,50,n803
120.0,1.0,59,n804
120.0,0.5,66,n791
120.0,0.5,71,n792
120.5,0.5,74,n793
120.5,0.5,83,n783
121.0,1.0,62,n805
121.0,1.0,66,n806
121.0,0.5,67,n794
121.0,1.0,71,n807
121.5,0.5,74,n795
121.5,0.5,78,n785
121.0,0.5,79,n784
122.0,1.0,45,n826
122.0,1.0,52,n827
122.0,1.0,60,n828
122.0,1.0,64,n808
122.0,0.5,71,n818
122.5,0.5,72,n819
122.0,1.0,76,n809
123.0,1.0,60,n829
123.0,1.0,64,n830
124.0,0.5,64,n821
125.0,0.5,64,n824
123.0,0.5,66,n810
123.5,0.5,67,n812
123.0,1.0,69,n831
123.5,0.5,72,n820
123.0,0.5,78,n811
123.5,1.0,79,n813
124.0,1.0,42,n832
124.0,1.0,48,n833
124.0,1.0,57,n834
124.0,0.5,69,n822
124.5,0.5,72,n823
124.5,0.5,81,n815
125.0,1.0,60,n835
125.0,1.0,69,n837
125.5,0.5,72,n825
125.5,0.5,76,n817
125.0,0.5,78,n816
126.0,1.0,47,n857
126.0,1.0,54,n858
126.0,1.0,62,n859
126.0,0.5,66,n851
126.0,0.5,71,n852
127.0,0.5,71,n855
126.5,0.5,74,n853
126.0,2.0,78,n838
127.0,1.0,59,n860
127.0,0.5,62,n854
127.0,1.0,66,n861
127.5,0.5,74,n856
128.0,1.0,42,n863
128.5,0.5,60,n842
128.0,0.5,64,n839
128.5,0.5,64,n843
128.0,0.5,69,n840
128.5,0.5,69,n844
128.0,0.5,72,n841
129.0,0.5,47,n864
129.5,0.5,50,n865
129.5,0.5,54,n848
129.0,0.5,59,n845
129.5,0.5,60,n849
129.0,0.5,62,n846
129.5,0.5,64,n850
129.0,0.5,66,n847
130.00417,4.0,47,n887
130.0,0.5,59,n866
130.0,0.5,62,n867
130.0,0.5,66,n868
131.0,2.0,71,n870
131.0,2.0,83,n871
133.0,1.0,83,n873
133.92917,2.5708334,83,n881
132.00417,2.0,35,n888
133.5,0.07083333,59,n875
133.57083,0.07083333,60,n876
133.64375,0.07083333,64,n877
133.0,1.0,71,n872
133.71458,0.07083333,71,n878
133.78542,0.07083333,72,n879
133.85625,0.07083333,76,n880
134.0625,2.0,45,n911
134.0625,2.0,52,n912
134.0625,2.5,71,n890
134.5625,0.5,72,n901
134.5625,0.5,76,n902
135.0625,0.5,60,n903
135.0625,0.5,64,n904
135.5625,0.5,72,n905
135.5625,0.5,76,n906
136.5625,0.5,57,n915
136.0625,0.5,59,n914
136.5625,0.5,64,n918
136.5625,0.5,69,n894
136.5625,0.5,76,n907
136.5625,0.5,79,n908
136.5625,0.5,81,n895
137.5625,0.5,59,n917
137.0625,0.5,62,n916
140.0625,1.0,67,n926
137.5625,0.5,71,n898
137.5625,0.5,72,n909
137.0625,0.5,74,n896
137.5625,0.5,76,n910
137.5625,0.5,83,n899
137.0625,0.5,86,n897
138.5625,1.5,45,n944
138.5625,1.5,54,n931
138.0625,1.0,59,n947
138.5625,1.5,60,n932
138.5625,1.5,64,n933
138.0625,1.0,71,n922
138.0625,1.0,83,n923
139.0625,1.0,54,n948
139.5625,1.0,60,n951
139.5625,1.0,64,n952
139.0625,1.0,69,n924
139.5625,1.0,72,n939
139.5625,1.0,76,n940
139.0625,1.0,81,n925
140.0625,1.0,59,n949
140.5625,1.0,60,n953
140.5625,1.0,64,n954
140.5625,1.0,72,n941
140.5625,1.0,76,n942
140.0625,1.0,79,n927
141.0625,1.0,57,n950
141.5625,1.0,60,n955
141.5625,0.5,64,n956
141.0625,1.0,69,n928
141.5625,1.0,72,n937
141.5625,0.5,76,n938
141.0625,1.0,81,n929
142.0625,2.0,55,n984
142.5625,1.0,59,n990
142.0625,0.5,64,n989
142.5625,1.0,71,n969
142.0625,2.5,76,n958
142.5625,1.0,76,n970
143.5625,1.0,59,n992
143.5625,1.0,71,n971
143.5625,1.0,76,n972
144.5625,0.5,38,n978
144.0625,0.5,40,n976
144.5625,1.0,48,n985
147.0625,0.5,62,n1006
144.5625,1.0,72,n973
144.5625,0.5,74,n962
145.5625,0.5,42,n982
145.0625,0.5,43,n980
145.5625,0.5,48,n986
145.5625,0.5,50,n987
145.5625,0.5,54,n983
145.0625,0.5,55,n981
145.5625,0.5,66,n965
145.0625,0.5,67,n963
145.5625,0.5,72,n974
145.5625,0.5,74,n975
145.5625,0.5,78,n966
145.0625,0.5,79,n964
146.0625,1.0,40,n1012
146.0625,0.5,47,n1018
146.0625,0.5,52,n1019
146.5625,0.5,59,n1005
146.0625,1.0,64,n994
146.0625,0.5,71,n1003
146.0625,0.5,76,n1004
147.5625,0.5,64,n1007
147.0625,1.0,71,n996
148.0625,1.0,40,n1014
148.0625,1.0,47,n1015
148.0625,1.0,56,n997
148.0625,1.0,62,n998
148.0625,0.5,66,n1008
148.0625,1.0,74,n999
149.0625,1.0,38,n1016
149.0625,1.0,45,n1017
149.0625,1.0,54,n1009
149.0625,1.0,60,n1010
149.0625,1.0,64,n1011
149.72917,0.33333334,69,n1002
149.39583,0.33333334,71,n1001
149.0625,0.33333334,72,n1000
150.0625,4.0,31,n1038
150.0625,2.0,42,n1029
150.0625,4.0,43,n1039
150.0625,2.0,47,n1030
150.0625,2.0,54,n1031
150.0625,4.0,59,n1020
150.0625,2.0,66,n1024
150.0625,4.0,71,n1021
152.0625,1.0,40,n1032
152.0625,1.0,52,n1033
152.0625,1.0,64,n1025
153.0625,1.0,38,n1034
153.0625,1.0,50,n1035
153.0625,1.0,62,n1026
153.5625,0.5,79,n1027
154.5625,1.0,79,n1044
155.5625,1.0,79,n1046
154.0625,0.5,82,n1052
154.5625,1.0,82,n1045
154.5625,0.5,84,n1053
155.5625,1.0,82,n1047
155.0625,0.5,86,n1054
155.5625,1.5,89,n1055
156.0625,1.0,74,n1060
156.5625,1.0,79,n1048
156.5625,1.0,82,n1049
157.0625,1.0,74,n1061
157.5625,1.0,79,n1050
157.5625,1.0,82,n1051
157.5625,0.5,86,n1058
157.0625,0.5,88,n1057
158.39583,0.33333334,67,n1084
158.0625,0.33333334,72,n1083
158.72917,0.33333334,72,n1085
158.5625,0.5,79,n1076
158.5625,0.5,82,n1077
158.5625,0.5,84,n1081
158.0625,0.5,88,n1080
159.5625,1.0,55,n1086
159.0625,1.5,62,n1091
159.0625,0.5,77,n1078
159.0625,0.5,81,n1079
159.0625,0.5,86,n1082
160.5625,1.0,55,n1087
160.0625,0.5,57,n1062
160.0625,0.5,60,n1063
160.5625,0.5,60,n1065
160.5625,1.0,62,n1088
161.5625,0.5,62,n1073
161.5625,0.5,62,n1090
160.0625,0.5,65,n1064
160.5625,0.5,65,n1066
160.5625,0.5,69,n1067
161.5625,0.5,53,n1071
161.5625,1.0,55,n1089
161.0625,0.5,57,n1068
161.5625,0.5,57,n1072
161.0625,0.5,60,n1069
161.0625,0.5,65,n1070
162.5625,1.0,55,n1119
162.0625,0.33333334,57,n1093
162.0625,0.33333334,60,n1094
162.39583,0.33333334,60,n1096
162.5625,1.0,60,n1120
162.0625,0.33333334,65,n1095
162.39583,0.33333334,65,n1097
163.0625,1.5,65,n1102
162.72917,0.33333334,65,n1099
162.39583,0.33333334,69,n1098
163.0625,1.5,69,n1103
162.72917,0.33333334,69,n1100
162.72917,0.33333334,74,n1101
163.5625,1.5,50,n1121
163.5625,1.5,59,n1122
163.0625,1.5,76,n1104
164.0625,1.5,43,n1131
164.5625,0.5,57,n1108
164.5625,0.5,60,n1109
164.5625,0.5,65,n1110
165.39583,0.33333334,55,n1126
165.72917,0.33333334,55,n1128
165.0625,0.5,60,n1111
165.72917,0.33333334,60,n1129
165.39583,0.33333334,62,n1127
165.0625,0.5,65,n1112
165.5625,0.5,65,n1114
165.0625,0.5,69,n1113
165.5625,0.5,69,n1115
165.5625,0.5,74,n1116
166.5625,0.5,43,n1160
166.0625,1.5,50,n1151
166.0625,1.5,59,n1152
166.0625,1.5,65,n1133
166.0625,1.5,69,n1134
166.0625,1.5,76,n1135
167.5625,0.5,55,n1155
167.5625,0.5,59,n1156
167.5625,0.5,65,n1139
167.5625,0.5,69,n1140
167.5625,0.5,76,n1141
168.0625,1.0,48,n1157
168.0625,1.0,55,n1158
168.5625,0.5,65,n1143
168.5625,0.5,67,n1144
168.0625,2.0,72,n1142
169.5625,0.5,64,n1147
169.5625,0.5,67,n1148
169.5625,0.5,72,n1149
169.0625,0.5,77,n1145
169.0625,0.5,79,n1146
170.0625,0.5,63,n1177
170.5625,0.5,74,n1178
170.0625,0.5,75,n1170
170.5625,1.0,75,n1163
171.5625,0.5,70,n1180
171.0625,0.5,72,n1179
171.5625,1.0,75,n1165
171.0625,0.5,79,n1172
171.5625,1.5,82,n1173
172.0625,0.5,67,n1181
172.5625,0.5,70,n1182
172.5625,1.0,72,n1166
172.5625,1.0,75,n1167
173.5625,0.5,67,n1184
173.0625,0.5,69,n1183
173.5625,1.0,72,n1168
173.5625,1.0,75,n1169
173.5625,0.5,79,n1176
173.0625,0.5,81,n1175
174.39583,0.33333334,60,n1207
174.0625,0.33333334,65,n1206
174.72917,0.33333334,65,n1208
174.5625,0.5,72,n1199
174.5625,0.5,75,n1200
174.5625,0.5,77,n1204
174.0625,0.5,81,n1203
175.5625,2.0,36,n1215
175.5625,2.0,43,n1216
175.0625,1.0,55,n1209
175.0625,0.5,70,n1201
175.0625,0.5,74,n1202
175.0625,0.5,79,n1205
176.0625,0.5,58,n1210
176.0625,0.5,62,n1185
176.5625,0.5,62,n1211
177.0625,0.5,62,n1191
176.0625,0.5,65,n1186
176.5625,0.5,65,n1188
176.5625,0.5,69,n1189
176.0625,0.5,70,n1187
176.5625,0.5,74,n1190
177.5625,1.5,36,n1219
177.5625,1.5,43,n1220
177.5625,0.5,55,n1213
177.0625,0.5,58,n1212
177.5625,0.5,62,n1195
177.0625,0.5,65,n1192
177.5625,0.5,67,n1196
177.0625,0.5,70,n1193
178.0625,0.33333334,58,n1248
178.72917,0.33333334,58,n1250
