onset_beat,duration_beat,pitch,id
52.0,0.25,67,n300
52.25,0.25,71,n301
52.75,0.25,71,n303
52.5,0.25,76,n302
53.0,1.0,59,n310
53.0,0.25,65,n304
53.25,0.25,69,n305
53.75,0.25,69,n307
53.5,0.25,74,n306
54.0,1.0,56,n324
54.0,0.25,62,n312
54.25,0.25,65,n313
54.75,0.25,65,n315
54.5,0.25,71,n314
55.5,0.5,56,n327
55.0,0.5,59,n325
55.5,0.5,62,n328
55.0,0.25,64,n316
56.0,0.25,64,n320
55.25,0.25,68,n317
55.75,0.25,68,n319
55.5,0.25,74,n318
56.0,1.0,59,n329
56.25,0.25,65,n321
56.75,0.25,65,n323
56.5,0.25,71,n322
57.0,1.0,54,n344
57.0,0.25,60,n332
57.25,0.25,63,n333
57.75,0.25,63,n335
57.5,0.25,69,n334
58.0,1.0,57,n345
58.0,0.25,62,n336
58.25,0.25,66,n337
58.75,0.25,66,n339
59.0,1.0,54,n346
59.0,0.25,60,n340
59.25,0.25,63,n341
59.75,0.25,63,n343
59.5,0.25,69,n342
60.0,6.0,33,n363
60.0,1.0,53,n360
60.0,0.25,60,n348
60.25,0.25,63,n349
60.75,0.25,63,n351
60.5,0.25,69,n350
61.0,1.0,57,n361
61.0,0.25,62,n352
61.25,0.25,65,n353
61.75,0.25,65,n355
62.0,1.0,53,n362
62.0,0.25,60,n356
62.25,0.25,63,n357
62.75,0.25,63,n359
62.5,0.25,69,n358
63.0,1.0,54,n377
63.0,0.25,60,n365
63.25,0.25,63,n366
63.75,0.25,63,n368
63.5,0.25,69,n367
64.0,1.0,57,n378
64.0,0.25,62,n369
64.25,0.25,66,n370
64.75,0.25,66,n372
65.0,1.0,54,n379
65.0,0.25,60,n373
65.25,0.25,63,n374
65.75,0.25,63,n376
65.5,0.25,69,n375
66.0,3.0,33,n397
66.0,1.0,53,n394
66.0,0.25,60,n382
66.25,0.25,63,n383
66.75,0.25,63,n385
66.5,0.25,69,n384
67.0,1.0,57,n395
67.0,0.25,62,n386
67.25,0.25,65,n387
67.75,0.25,65,n389
68.0,1.0,53,n396
68.0,0.25,60,n390
68.25,0.25,63,n391
68.75,0.25,63,n393
68.5,0.25,69,n392
69.0,0.25,53,n400
69.25,0.25,55,n401
69.5,0.25,57,n402
69.75,0.25,59,n403
70.0,0.25,52,n404
70.25,0.25,53,n405
70.5,0.25,55,n406
70.75,0.25,57,n407
71.0,0.25,50,n408
71.25,0.25,52,n409
71.5,0.25,53,n410
71.75,0.25,55,n411
72.0,0.25,53,n413
72.25,0.25,55,n414
72.5,0.25,57,n415
72.75,0.25,59,n416
73.0,0.25,52,n417
73.25,0.25,53,n418
73.5,0.25,55,n419
73.75,0.25,57,n420
74.0,0.25,50,n421
74.25,0.25,52,n422
74.5,0.25,53,n423
74.75,0.25,55,n424
76.0,0.25,52,n427
76.25,0.25,53,n428
77.0,0.25,50,n431
77.25,0.25,52,n432
78.0,6.0,33,n450
78.0,1.0,45,n447
78.25,0.25,48,n436
78.75,0.25,48,n438
78.5,0.25,57,n437
79.0,0.25,47,n439
79.25,0.25,50,n440
79.75,0.25,50,n442
79.5,0.25,57,n441
80.0,0.25,48,n443
80.25,0.25,52,n444
80.75,0.25,52,n446
80.5,0.25,57,n445
81.0,1.0,50,n463
81.25,0.25,53,n452
81.75,0.25,53,n454
81.5,0.25,57,n453
82.0,1.0,47,n464
82.75,0.25,50,n458
82.5,0.25,57,n457
83.0,0.25,48,n459
83.25,0.25,52,n460
83.75,0.25,52,n462
83.5,0.25,57,n461
84.0,18.0,33,n482
84.0,1.0,45,n479
84.25,0.25,48,n468
84.75,0.25,48,n470
84.5,0.25,57,n469
85.0,1.0,47,n480
85.25,0.25,50,n472
85.75,0.25,50,n474
85.5,0.25,57,n473
86.0,0.25,48,n475
86.25,0.25,52,n476
86.75,0.25,52,n478
86.5,0.25,57,n477
87.0,3.0,45,n495
87.0,0.25,50,n483
87.25,0.25,53,n484
87.75,0.25,53,n486
87.5,0.25,59,n485
88.0,1.0,52,n497
89.0,0.25,53,n491
88.75,0.25,55,n490
90.0,1.0,55,n513
90.0,0.25,55,n500
88.5,0.25,60,n489
89.25,0.25,57,n492
89.75,0.25,57,n494
89.5,0.25,62,n493
90.25,0.25,58,n501
90.75,0.25,58,n503
90.5,0.25,64,n502
91.0,0.25,52,n504
91.25,0.25,55,n505
91.75,0.25,55,n507
91.5,0.25,61,n506
92.0,0.25,53,n508
92.25,0.25,57,n509
92.75,0.25,57,n511
92.5,0.25,62,n510
93.0,6.0,45,n529
93.0,0.25,55,n517
93.25,0.25,58,n518
93.75,0.25,58,n520
93.5,0.25,64,n519
94.0,1.0,58,n531
94.25,0.25,62,n522
94.75,0.25,62,n524
94.5,0.25,67,n523
95.0,1.0,57,n532
95.25,0.25,60,n526
95.75,0.25,60,n528
95.5,0.25,65,n527
96.0,1.0,55,n547
96.25,0.25,58,n535
96.75,0.25,58,n537
96.5,0.25,64,n536
97.0,0.25,52,n538
97.25,0.25,55,n539
97.75,0.25,55,n541
97.5,0.25,61,n540
98.0,1.0,53,n549
98.25,0.25,57,n543
98.75,0.25,57,n545
98.5,0.25,62,n544
99.0,3.0,45,n563
99.0,1.0,55,n564
99.25,0.25,58,n552
99.75,0.25,58,n554
99.5,0.25,64,n553
100.0,0.25,58,n555
100.25,0.25,62,n556
100.75,0.25,62,n558
100.5,0.25,67,n557
101.0,1.0,57,n566
101.25,0.25,60,n560
101.75,0.25,60,n562
104.0,1.0,60,n584
101.5,0.25,65,n561
102.0,12.0,33,n585
102.0,1.0,56,n582
102.0,0.25,62,n568
102.25,0.25,65,n569
102.75,0.25,65,n571
102.5,0.25,71,n570
103.0,1.0,59,n583
103.0,0.25,65,n573
103.25,0.25,68,n574
103.75,0.25,68,n576
103.5,0.25,74,n575
104.0,0.25,64,n578
104.25,0.25,67,n579
104.75,0.25,67,n581
105.0,1.0,67,n599
104.5,0.25,72,n580
105.0,1.0,61,n598
105.25,0.25,70,n587
105.75,0.25,70,n589
105.5,0.25,76,n588
106.0,1.0,64,n600
106.0,1.0,70,n601
106.25,0.25,73,n591
106.75,0.25,73,n593
106.5,0.25,79,n592
107.0,1.0,65,n602
107.0,1.0,69,n603
107.25,0.25,72,n595
107.75,0.25,72,n597
107.5,0.25,77,n596
108.0,1.0,56,n617
108.0,0.25,62,n605
108.25,0.25,65,n606
108.75,0.25,65,n608
108.5,0.25,71,n607
109.0,1.0,59,n618
109.0,0.25,65,n609
109.25,0.25,68,n610
109.75,0.25,68,n612
109.5,0.25,74,n611
110.0,1.0,60,n619
110.0,0.25,64,n613
110.25,0.25,67,n614
110.75,0.25,67,n616
110.5,0.25,72,n615
111.0,1.0,61,n633
111.0,0.25,67,n621
111.25,0.25,70,n622
111.75,0.25,70,n624
111.5,0.25,76,n623
112.0,1.0,64,n634
112.0,0.25,70,n625
112.25,0.25,73,n626
112.75,0.25,73,n628
112.5,0.25,79,n627
113.0,1.0,65,n635
113.0,1.0,69,n636
113.25,0.25,72,n630
113.75,0.25,72,n632
114.0,0.25,65,n639
114.25,0.25,67,n640
114.5,0.25,69,n641
114.75,0.25,71,n642
115.0,0.25,64,n643
115.25,0.25,65,n644
115.5,0.25,67,n645
115.75,0.25,69,n646
116.0,0.25,62,n647
116.25,0.25,64,n648
116.5,0.25,65,n649
116.75,0.25,67,n650
117.0,0.25,65,n654
117.25,0.25,67,n655
117.5,0.25,69,n656
117.75,0.25,71,n657
118.0,0.25,64,n658
118.25,0.25,65,n659
118.5,0.25,67,n660
118.75,0.25,69,n661
119.0,0.25,62,n662
119.25,0.25,64,n663
119.5,0.25,65,n664
119.75,0.25,67,n665
120.0,0.25,65,n687
120.25,0.25,67,n688
120.5,0.25,69,n689
120.75,0.25,71,n690
120.0,1.0,72,n684
120.0,0.25,77,n666
120.25,0.25,79,n667
120.5,0.25,81,n668
120.75,0.25,83,n669
121.0,0.25,65,n691
121.25,0.25,67,n692
121.5,0.25,69,n693
121.75,0.25,71,n694
121.0,1.0,72,n685
121.0,0.25,77,n670
121.25,0.25,79,n671
121.5,0.25,81,n672
121.75,0.25,83,n673
122.0,0.25,65,n695
122.25,0.25,67,n696
122.5,0.25,69,n697
122.75,0.25,71,n698
122.0,1.0,72,n686
122.0,0.25,77,n674
122.25,0.25,79,n675
122.5,0.25,81,n676
122.75,0.25,83,n677
123.0,0.25,65,n720
123.25,0.25,67,n721
123.5,0.25,69,n722
124.5,0.25,69,n726
123.75,0.25,71,n723
123.0,1.0,72,n717
123.0,0.25,77,n699
123.25,0.25,79,n700
123.5,0.25,81,n701
123.75,0.25,83,n702
124.0,0.25,65,n724
124.25,0.25,67,n725
124.75,0.25,71,n727
124.0,1.0,72,n718
124.0,0.25,77,n703
124.25,0.25,79,n704
124.5,0.25,81,n705
124.75,0.25,83,n706
125.0,0.25,65,n728
125.25,0.25,67,n729
126.0,1.0,67,n754
127.0,0.5,67,n757
127.5,0.5,67,n760
128.0,0.5,67,n763
125.5,0.25,69,n730
125.75,0.25,71,n731
125.0,1.0,72,n719
125.0,0.25,77,n707
125.25,0.25,79,n708
126.0,1.0,79,n734
127.0,0.5,79,n738
127.5,0.5,79,n742
128.0,0.5,79,n746
125.5,0.25,81,n709
125.75,0.25,83,n710
126.0,1.0,60,n752
126.0,1.0,64,n753
126.0,1.0,72,n732
126.0,1.0,76,n733
126.0,1.0,84,n735
127.0,0.5,60,n755
127.5,0.5,60,n758
127.0,0.5,64,n756
127.5,0.5,64,n759
127.0,0.5,72,n736
127.5,0.5,72,n740
127.0,0.5,76,n737
127.5,0.5,76,n741
127.0,0.5,84,n739
127.5,0.5,84,n743
128.0,0.5,60,n761
128.5,0.5,63,n766
128.0,0.5,64,n762
128.5,0.5,67,n748
128.5,0.5,71,n749
128.0,0.5,72,n744
128.5,0.5,75,n750
128.0,0.5,76,n745
128.5,0.5,79,n751
128.0,0.5,84,n747
129.0,0.5,58,n791
129.5,0.5,58,n794
129.0,0.5,62,n792
129.5,0.5,62,n795
129.0,0.5,66,n793
129.5,0.5,66,n796
129.0,0.5,70,n767
129.5,0.5,70,n771
129.0,0.5,74,n768
129.5,0.5,74,n772
129.0,0.5,78,n769
129.5,0.5,78,n773
129.0,0.5,82,n770
129.5,0.5,82,n774
130.0,0.5,58,n797
130.5,0.5,58,n800
130.0,0.5,62,n798
130.5,0.5,62,n801
130.0,0.5,66,n799
130.5,0.5,66,n802
130.0,0.5,70,n775
130.5,0.5,70,n779
130.0,0.5,74,n776
130.5,0.5,74,n780
130.0,0.5,78,n777
130.5,0.5,78,n781
130.0,0.5,82,n778
130.5,0.5,82,n782
131.5,0.5,53,n806
131.5,0.5,57,n807
131.0,0.5,58,n803
131.5,0.5,61,n808
131.0,0.5,62,n804
131.5,0.5,65,n787
131.0,0.5,66,n805
131.5,0.5,69,n788
131.0,0.5,70,n783
131.5,0.5,73,n789
131.0,0.5,74,n784
131.5,0.5,77,n790
131.0,0.5,78,n785
131.0,0.5,82,n786
132.0,1.0,56,n829
132.0,1.0,60,n830
132.0,1.0,64,n831
132.0,1.0,68,n809
132.0,1.0,72,n810
133.0,0.5,76,n815
133.5,0.5,76,n819
134.0,0.5,76,n823
132.0,1.0,80,n812
133.0,0.5,56,n832
133.5,0.5,56,n835
133.0,0.5,60,n833
133.5,0.5,60,n836
133.0,0.5,64,n834
133.5,0.5,64,n837
133.0,0.5,68,n813
133.5,0.5,68,n817
133.0,0.5,72,n814
133.5,0.5,72,n818
133.0,0.5,80,n816
133.5,0.5,80,n820
134.5,0.5,51,n841
134.5,0.5,55,n842
134.0,0.5,56,n838
134.5,0.5,59,n843
134.0,0.5,60,n839
134.5,0.5,63,n825
134.0,0.5,64,n840
134.5,0.5,67,n826
134.0,0.5,68,n821
134.5,0.5,71,n827
134.0,0.5,72,n822
134.5,0.5,75,n828
134.0,0.5,80,n824
135.0,1.0,54,n874
135.0,1.0,58,n875
135.0,1.0,62,n876
135.0,1.0,66,n844
135.0,1.0,70,n845
135.0,1.0,78,n847
136.0,5.0,31,n877
136.0,5.0,43,n878
136.0,2.0,53,n848
136.0,2.125,55,n849
141.0,0.5,24,n899
141.0,0.5,36,n900
139.125,0.125,71,n859
139.25,0.125,72,n860
139.375,0.125,74,n861
139.5,0.125,76,n862
139.625,0.125,77,n863
139.75,0.125,79,n864
139.875,0.125,81,n865
140.0,0.125,83,n866
140.125,0.125,84,n867
140.25,0.125,86,n868
140.375,0.125,88,n869
140.5,0.125,89,n870
140.625,0.125,91,n871
141.0,0.5,96,n881
142.0,0.5,60,n902
142.5,0.5,60,n905
142.0,0.5,64,n903
142.5,0.5,64,n906
142.0,0.5,67,n904
142.5,0.5,67,n907
142.0,0.5,72,n883
142.5,0.5,72,n887
142.0,0.5,76,n884
142.5,0.5,76,n888
142.0,0.5,79,n885
142.5,0.5,79,n889
142.0,0.5,84,n886
142.5,0.5,84,n890
143.5,0.5,55,n911
143.0,0.5,60,n908
143.5,0.5,63,n913
143.0,0.5,64,n909
143.0,0.5,67,n910
143.5,0.5,67,n895
143.5,0.5,71,n896
143.0,0.5,72,n891
143.5,0.5,75,n897
143.0,0.5,76,n892
143.0,0.5,79,n893
143.5,0.5,79,n898
143.0,0.5,84,n894
144.0,0.5,58,n938
144.5,0.5,58,n941
144.0,0.5,62,n939
144.5,0.5,62,n942
144.0,0.5,66,n940
144.5,0.5,66,n943
144.0,0.5,70,n914
144.5,0.5,70,n918
144.0,0.5,74,n915
144.5,0.5,74,n919
144.0,0.5,78,n916
144.5,0.5,78,n920
144.0,0.5,82,n917
144.5,0.5,82,n921
145.0,0.5,58,n944
145.5,0.5,58,n947
145.0,0.5,62,n945
145.5,0.5,62,n948
145.0,0.5,66,n946
145.5,0.5,66,n949
145.0,0.5,70,n922
145.5,0.5,70,n926
145.0,0.5,74,n923
145.5,0.5,74,n927
145.0,0.5,78,n924
145.5,0.5,78,n928
145.0,0.5,82,n925
145.5,0.5,82,n929
146.5,0.5,53,n953
146.5,0.5,57,n954
146.0,0.5,58,n950
146.5,0.5,61,n955
146.0,0.5,62,n951
146.5,0.5,65,n934
146.0,0.5,66,n952
146.5,0.5,69,n935
146.0,0.5,70,n930
146.5,0.5,73,n936
146.0,0.5,74,n931
146.5,0.5,77,n937
146.0,0.5,78,n932
146.0,0.5,82,n933
147.0,1.0,56,n976
147.0,1.0,60,n977
147.0,1.0,64,n978
147.0,1.0,68,n956
147.0,1.0,72,n957
147.0,1.0,76,n958
147.0,1.0,80,n959
148.0,0.5,56,n979
148.5,0.5,56,n982
148.0,0.5,60,n980
148.5,0.5,60,n983
148.0,0.5,64,n981
148.5,0.5,64,n984
148.0,0.5,68,n960
148.5,0.5,68,n964
148.0,0.5,72,n961
148.5,0.5,72,n965
148.0,0.5,76,n962
148.5,0.5,76,n966
148.0,0.5,80,n963
148.5,0.5,80,n967
149.5,0.5,51,n988
149.5,0.5,55,n989
149.0,0.5,56,n985
149.5,0.5,59,n990
149.0,0.5,60,n986
149.5,0.5,63,n972
149.0,0.5,64,n987
149.5,0.5,67,n973
149.0,0.5,68,n968
149.5,0.5,71,n974
149.0,0.5,72,n969
149.5,0.5,75,n975
149.0,0.5,76,n970
149.0,0.5,80,n971
150.02083,1.0,54,n1025
150.02083,1.0,58,n1026
150.02083,1.0,62,n1027
150.0,1.0,66,n991
150.0,1.0,70,n992
150.0,1.0,78,n994
151.02083,5.0,31,n1028
151.02083,5.0,43,n1029
151.0,2.1145833,55,n996
156.0625,0.5,24,n1051
156.0625,0.5,36,n1052
154.15625,0.114583336,72,n1007
154.27083,0.114583336,74,n1008
154.3875,0.114583336,76,n1009
154.61874,0.114583336,79,n1011
154.73334,0.114583336,81,n1012
154.85,0.114583336,83,n1013
154.96458,0.114583336,84,n1014
155.08125,0.114583336,86,n1015
155.19583,0.114583336,88,n1016
155.42708,0.114583336,91,n1018
155.54375,0.114583336,93,n1019
155.88959,0.114583336,98,n1022
157.0625,3.0,60,n1064
157.0625,0.5,64,n1053
157.5625,0.5,64,n1056
157.0625,0.5,68,n1054
157.5625,0.5,68,n1057
157.0625,0.5,72,n1035
157.5625,0.5,72,n1058
158.0625,0.5,72,n1061
157.0625,0.5,84,n1038
157.5625,0.5,84,n1042
158.5625,0.5,63,n1062
158.5625,0.5,67,n1063
158.0625,0.5,68,n1060
158.5625,0.5,71,n1048
158.5625,0.5,75,n1049
158.5625,0.5,79,n1050
159.0625,0.5,62,n1089
159.5625,0.5,62,n1092
159.0625,0.5,66,n1090
159.5625,0.5,66,n1093
159.0625,0.5,70,n1091
159.5625,0.5,70,n1094
159.0625,0.5,74,n1065
159.5625,0.5,74,n1069
159.0625,0.5,78,n1066
159.5625,0.5,78,n1070
159.0625,0.5,82,n1067
159.5625,0.5,82,n1071
159.0625,0.5,86,n1068
159.5625,0.5,86,n1072
160.0625,3.0,60,n1108
160.0625,0.5,62,n1095
160.0625,0.5,66,n1096
160.5625,0.5,66,n1099
160.0625,0.5,70,n1097
160.5625,0.5,70,n1100
160.0625,0.5,74,n1073
160.5625,0.5,74,n1077
160.0625,0.5,78,n1074
160.5625,0.5,78,n1078
160.0625,0.5,82,n1075
160.5625,0.5,82,n1079
160.0625,0.5,86,n1076
160.5625,0.5,86,n1080
161.5625,0.5,63,n1104
161.0625,0.5,66,n1102
161.5625,0.5,67,n1105
161.5625,0.5,71,n1106
161.0625,0.5,74,n1081
161.5625,0.5,75,n1085
161.0625,0.5,78,n1082
161.5625,0.5,79,n1086
161.0625,0.5,82,n1083
161.5625,0.5,83,n1087
161.0625,0.5,86,n1084
161.5625,0.5,87,n1088
162.0625,1.0,64,n1129
162.0625,1.0,68,n1130
162.0625,1.0,72,n1131
162.0625,1.0,76,n1109
162.0625,1.0,80,n1110
162.0625,1.0,84,n1111
162.0625,1.0,88,n1112
163.0625,3.0,60,n1144
163.0625,0.5,64,n1132
163.5625,0.5,64,n1135
163.0625,0.5,68,n1133
163.5625,0.5,68,n1136
163.0625,0.5,72,n1134
163.5625,0.5,72,n1137
163.0625,0.5,76,n1113
163.5625,0.5,76,n1117
163.0625,0.5,80,n1114
163.5625,0.5,80,n1118
163.0625,0.5,84,n1115
163.5625,0.5,84,n1119
163.0625,0.5,88,n1116
163.5625,0.5,88,n1120
164.5625,0.5,63,n1141
164.5625,0.5,67,n1142
164.5625,0.5,71,n1125
164.0625,0.5,72,n1140
164.5625,0.5,75,n1126
164.0625,0.5,76,n1121
164.5625,0.5,79,n1127
164.0625,0.5,80,n1122
164.5625,0.5,83,n1128
164.0625,0.5,84,n1123
164.0625,0.5,88,n1124
165.0625,0.5,62,n1169
165.5625,0.5,62,n1172
165.0625,0.5,66,n1170
165.5625,0.5,66,n1173
165.0625,0.5,70,n1171
165.5625,0.5,70,n1174
165.0625,0.5,74,n1145
165.5625,0.5,74,n1149
165.0625,0.5,78,n1146
165.5625,0.5,78,n1150
165.0625,0.5,82,n1147
165.5625,0.5,82,n1151
165.0625,0.5,86,n1148
165.5625,0.5,86,n1152
166.0625,4.0,60,n1188
166.0625,0.5,62,n1175
166.0625,0.5,66,n1176
166.5625,0.5,66,n1179
166.0625,0.5,70,n1177
166.5625,0.5,70,n1180
166.0625,0.5,74,n1153
166.5625,0.5,74,n1157
166.0625,0.5,78,n1154
166.5625,0.5,78,n1158
166.0625,0.5,82,n1155
166.5625,0.5,82,n1159
166.0625,0.5,86,n1156
166.5625,0.5,86,n1160
167.5625,0.5,63,n1184
167.0625,0.5,66,n1182
167.5625,0.5,71,n1186
167.0625,0.5,74,n1161
167.5625,0.5,75,n1165
167.0625,0.5,78,n1162
167.5625,0.5,79,n1166
167.0625,0.5,82,n1163
167.5625,0.5,87,n1168
168.0625,1.0,64,n1209
168.0625,1.0,68,n1210
168.0625,1.0,72,n1211
168.0625,1.0,76,n1189
168.0625,1.0,80,n1190
168.0625,1.0,84,n1191
168.0625,1.0,88,n1192
169.0625,0.5,68,n1213
169.5625,0.5,68,n1216
169.0625,0.5,72,n1214
169.5625,0.5,72,n1217
169.0625,0.5,76,n1193
169.5625,0.5,76,n1197
169.0625,0.5,80,n1194
169.5625,0.5,80,n1198
169.0625,0.5,84,n1195
169.5625,0.5,84,n1199
169.0625,0.5,88,n1196
169.5625,0.5,88,n1200
170.0625,1.0,59,n1225
170.0625,0.5,65,n1218
170.5625,0.5,65,n1221
170.0625,0.5,69,n1219
170.5625,0.5,73,n1223
170.0625,0.5,77,n1201
170.5625,0.5,77,n1205
170.0625,0.5,81,n1202
170.5625,0.5,81,n1206
170.0625,0.5,85,n1203
170.5625,0.5,85,n1207
170.0625,0.5,89,n1204
170.5625,0.5,89,n1208
171.0625,2.0,58,n1261
171.0625,1.0,66,n1246
171.0625,1.0,70,n1247
171.0625,1.0,74,n1248
171.0625,1.0,78,n1226
171.0625,1.0,82,n1227
172.0625,0.5,82,n1231
172.5625,0.5,82,n1235
171.0625,1.0,86,n1228
171.0625,1.0,90,n1229
172.0625,0.5,66,n1249
172.5625,0.5,66,n1252
172.0625,0.5,70,n1250
172.5625,0.5,70,n1253
172.0625,0.5,74,n1251
172.5625,0.5,74,n1254
172.0625,0.5,78,n1230
172.5625,0.5,78,n1234
172.0625,0.5,86,n1232
172.5625,0.5,86,n1236
172.0625,0.5,90,n1233
172.5625,0.5,90,n1237
173.0625,1.0,57,n1262
173.0625,0.5,71,n1256
173.5625,0.5,71,n1259
173.0625,0.5,75,n1257
173.5625,0.5,75,n1260
173.0625,0.5,79,n1238
173.5625,0.5,79,n1242
175.3125,0.25,82,n1270
173.0625,0.5,87,n1240
173.5625,0.5,87,n1244
173.0625,0.5,91,n1241
173.5625,0.5,91,n1245
174.0625,0.5,56,n1280
174.0625,0.5,66,n1277
