onset_sec,duration_sec,velocity,pitch,id
37.773438,1.6054688,53,77,n183
37.382812,0.79036456,45,86,n182
38.173176,0.7421875,45,86,n184
37.35677,0.81901044,57,89,n181
38.17578,1.2265625,55,89,n185
39.3737,1.1875,49,53,n191
39.34375,0.78776044,67,58,n190
39.382812,0.7213542,51,74,n193
39.378906,0.72526044,61,77,n192
38.9375,0.46484375,54,82,n189
38.541668,0.86067706,50,84,n187
38.915363,0.48697916,53,86,n188
38.53255,0.8697917,58,88,n186
40.502605,0.7213542,57,56,n199
40.076824,0.5,74,60,n196
40.516926,0.70703125,66,62,n200
40.52995,0.69401044,62,77,n202
40.134113,0.42708334,45,81,n198
39.72526,0.37890625,54,82,n194
40.51823,0.7057292,65,83,n201
40.10026,0.4609375,59,84,n197
39.734375,0.82682294,56,86,n195
41.526043,0.13411458,53,48,n208
41.214844,0.4453125,54,55,n207
41.648438,1.2096354,65,64,n212
41.183594,0.4765625,71,65,n205
41.209637,0.45052084,47,71,n206
41.641926,1.2161459,44,73,n211
40.86198,0.36197916,48,74,n203
41.18099,0.4596354,59,79,n204
41.640625,1.2174479,39,79,n210
41.610676,1.2473959,62,82,n209
42.848957,0.071614586,40,53,n221
42.364582,0.4934896,66,67,n216
42.834637,0.42447916,58,69,n218
42.160156,0.6979167,55,70,n214
41.983074,0.875,46,72,n213
42.286457,0.57161456,50,76,n215
42.847656,0.77473956,52,77,n220
42.83724,0.7786458,61,81,n219
42.389324,0.46875,61,84,n217
44.10547,2.4947917,45,41,n227
44.085938,2.514323,57,57,n226
43.259113,1.1067709,58,69,n223
44.110676,0.2877604,46,76,n229
43.622395,0.56119794,47,77,n225
44.108074,0.5911458,56,79,n228
43.615887,0.5677083,59,81,n224
44.963543,1.5820312,49,65,n232
44.609375,0.7239583,37,74,n231
45.333332,0.7317708,44,74,n233
44.57422,0.76432294,57,77,n230
45.338543,1.2617188,51,77,n234
46.558594,1.1419271,54,53,n242
46.536457,0.7890625,69,58,n239
46.557293,0.70703125,47,62,n241
46.545574,0.71875,62,65,n240
46.089844,0.5104167,51,70,n238
45.703125,0.89713544,50,72,n235
46.065105,0.53515625,54,74,n237
45.704426,0.8958333,54,76,n236
47.67578,0.765625,53,56,n249
47.295574,0.4049479,73,60,n245
47.66927,0.375,65,62,n248
47.704426,0.7369792,58,65,n251
47.317707,0.3828125,51,69,n247
46.923176,0.34114584,58,70,n243
47.696613,0.8125,60,71,n250
47.298176,0.40234375,59,72,n246
46.940105,0.39453125,55,74,n244
48.9375,0.8802083,45,49,n260
48.411457,0.5260417,35,50,n255
48.960938,0.8567708,42,52,n261
48.377605,0.5598958,46,53,n254
48.045574,0.39583334,44,55,n253
48.497395,0.4908854,40,59,n257
48.04427,0.3971354,49,62,n252
48.466145,0.46614584,66,67,n256
48.932293,0.8854167,52,67,n259
48.915363,0.90234375,67,70,n258
49.86198,0.6588542,37,48,n269
50.48047,1.8242188,37,53,n270
49.33073,0.48697916,41,55,n262
50.496094,0.6953125,33,57,n271
49.58203,0.23567708,47,58,n264
49.84375,0.6770833,38,60,n267
49.339844,0.3528646,42,64,n263
49.692707,0.14973958,46,64,n265
50.514324,1.7473959,36,65,n273
50.5013,1.7434896,48,69,n272
49.859375,0.6614583,57,72,n268
52.128906,2.514323,35,29,n277
52.134113,2.548177,35,41,n278
51.191406,1.1132812,40,57,n274
52.29948,0.5572917,25,61,n281
51.619793,0.6848958,37,63,n276
52.26172,0.7135417,50,65,n280
51.608074,0.69661456,48,66,n275
52.244793,2.53125,57,69,n279
53.210938,0.70963544,39,57,n284
52.83073,0.7786458,32,60,n283
53.609375,1.1666666,25,60,n286
52.8125,0.74869794,49,63,n282
53.5612,0.7578125,49,63,n285
54.64323,2.3710938,42,29,n290
54.682293,2.3385417,33,41,n291
53.920574,0.85546875,35,57,n287
54.817707,0.4466146,44,61,n294
54.31901,0.45703125,25,63,n289
54.798176,0.5364583,58,65,n293
54.266926,0.50911456,56,66,n288
54.783855,1.2643229,65,69,n292
55.617188,0.4309896,50,57,n297
55.30078,0.7473958,39,60,n296
55.26172,0.7447917,52,63,n295
56.00651,1.1197916,53,63,n299
56.01302,1.1132812,60,66,n300
55.994793,1.1315104,70,70,n298
57.014324,2.6445312,48,29,n304
57.020832,2.6614583,46,41,n305
56.69401,0.43229166,60,58,n303
56.385418,0.74088544,51,61,n302
57.130207,0.74609375,53,63,n308
56.3763,0.75,54,65,n301
57.134113,1.4088541,49,66,n309
57.127605,1.4153646,54,69,n307
57.109375,1.4335938,73,72,n306
57.882812,0.66015625,55,60,n313
57.483074,1.0299479,59,61,n310
58.51302,1.1692709,49,61,n316
57.8763,0.6666667,66,63,n312
57.490887,1.0273438,58,65,n311
58.51823,1.1640625,52,65,n317
58.503906,2.016927,64,70,n315
58.483074,2.001302,72,73,n314
59.658855,0.8255208,50,29,n320
60.079426,0.4231771,48,30,n324
59.690105,0.7942708,26,41,n322
60.09375,0.72786456,50,42,n325
59.666668,0.37890625,43,58,n321
60.045574,0.4388021,54,58,n323
59.1875,0.49479166,50,60,n319
59.17448,0.5078125,61,63,n318
60.790363,0.6145833,32,31,n330
61.346355,1.1132812,42,32,n334
60.78255,0.6223958,43,43,n329
61.351562,1.2513021,44,44,n335
60.432293,0.3893229,54,60,n328
60.882812,0.52213544,45,61,n333
61.428387,0.7994792,41,61,n338
60.41927,0.40234375,60,63,n327
60.847656,0.5572917,54,64,n332
61.420574,0.8203125,51,65,n337
60.835938,0.56901044,67,70,n331
61.408855,1.1770834,68,70,n336
60.41276,0.4544271,66,72,n326
62.459637,0.14322917,55,32,n344
62.134113,0.46875,52,49,n340
62.67448,0.5963542,31,50,n348
61.83724,0.765625,50,56,n339
62.60677,0.6588542,61,59,n347
62.227863,0.4140625,44,61,n342
62.240887,0.36197916,38,65,n343
62.602863,0.66276044,44,65,n346
62.191406,0.41145834,73,68,n341
62.585938,0.6796875,81,70,n345
63.536457,0.24348958,45,32,n355
63.13802,0.64192706,51,44,n351
63.820312,0.890625,34,51,n359
62.941406,0.32421875,67,56,n350
63.341145,0.4388021,3,59,n354
63.79427,0.5338542,50,60,n357
63.290363,0.48958334,52,65,n353
63.817707,0.5104167,40,66,n358
63.276043,0.50390625,77,68,n352
63.76953,0.55859375,76,70,n356
64.63021,0.50130206,43,44,n362
65.123695,0.4440104,45,48,n366
64.27344,0.41145834,47,56,n361
65.14193,0.36458334,33,56,n367
64.69662,0.43489584,39,60,n364
64.68359,0.4283854,62,66,n363
65.11198,0.3606771,57,66,n365
64.23568,0.8958333,74,68,n360
65.98698,0.203125,35,32,n373
66.60677,0.3450521,34,37,n378
65.57162,0.61848956,40,44,n370
66.69271,0.26822916,38,44,n379
66.208336,0.6953125,29,48,n375
66.86198,0.6067708,35,49,n380
66.89844,1.7070312,37,53,n382
65.60156,0.5885417,47,54,n372
66.20963,0.7161458,32,56,n376
66.89323,0.9791667,48,61,n381
66.18099,0.72265625,49,63,n374
65.57422,0.61588544,56,65,n371
65.47266,0.16796875,53,66,n369
65.376305,0.13020833,54,68,n368
67.46875,1.1367188,37,49,n383
68.46354,0.6875,38,60,n386
67.8724,0.73307294,31,61,n385
68.50521,0.6458333,20,63,n387
67.85287,0.75,44,65,n384
68.60287,1.7447916,49,65,n389
68.583336,2.5690105,64,77,n388
69.52604,1.1927084,47,49,n392
71.046875,1.1223959,47,49,n399
72.50651,0.8020833,53,49,n412
69.13932,0.7604167,41,58,n391
69.89974,0.44791666,41,58,n393
69.13802,0.7630208,44,61,n390
69.91146,0.4361979,50,61,n394
70.65234,0.4049479,42,54,n398
70.302086,0.34114584,51,56,n395
70.645836,0.45703125,53,58,n397
70.3099,0.33333334,50,60,n396
71.11328,0.7083333,55,66,n401
71.10547,0.7161458,72,78,n400
72.19662,1.1119791,49,52,n410
71.83203,0.3372396,41,53,n407
71.50651,0.31510416,40,54,n403
72.19922,1.109375,43,55,n411
71.82162,0.34765625,51,56,n406
71.48177,0.33984375,50,58,n402
71.81901,0.3502604,56,68,n405
72.17969,1.1289062,57,70,n409
71.79818,0.4049479,75,80,n404
72.16146,1.1471354,76,82,n408
73.27474,0.48828125,39,45,n417
72.81771,0.51171875,54,46,n413
73.26953,0.8203125,38,51,n416
73.28385,0.47916666,39,54,n418
73.31641,0.4466146,57,72,n420
72.86068,0.44791666,55,73,n415
73.29818,0.46484375,76,84,n419
72.83203,0.4765625,76,85,n414
73.72656,0.76432294,51,44,n422
74.04427,0.421875,50,48,n424
74.39323,0.78255206,59,49,n428
74.39974,0.15625,57,53,n429
74.06771,0.3984375,48,56,n425
73.73177,0.3580729,56,75,n423
74.48698,1.2473959,67,77,n431
74.08724,0.37890625,64,80,n427
73.708336,0.3815104,78,87,n421
74.47526,1.2486979,81,89,n430
74.06771,0.3984375,82,92,n426
74.83073,0.9114583,64,37,n432
75.63932,0.5885417,51,48,n435
75.17578,0.56640625,57,49,n433
75.64844,0.57942706,55,51,n436
75.177086,0.5651042,53,53,n434
75.734375,1.6523438,68,77,n438
75.72396,2.5690105,80,89,n437
76.59115,1.1783854,45,37,n441
78.11849,1.1888021,41,37,n448
79.59896,0.74869794,53,37,n462
76.229164,0.71223956,48,46,n439
76.97266,0.4140625,43,46,n443
76.24349,0.6979167,40,49,n440
76.970055,0.41666666,45,49,n442
77.697914,0.52994794,39,42,n447
77.34766,0.39583334,51,44,n444
77.677086,0.55078125,54,46,n446
77.35156,0.3919271,52,48,n445
78.21615,0.072916664,54,78,n450
78.19141,1.1158854,74,90,n449
79.28125,1.0664062,48,40,n460
78.96875,0.33854166,36,41,n457
78.592445,0.71484375,44,42,n453
79.28516,1.0625,55,43,n461
78.93229,0.375,51,44,n456
78.58594,0.7213542,46,46,n452
78.93099,0.3763021,56,80,n455
79.27344,1.0742188,67,82,n459
78.907555,1.4401041,78,92,n454
79.26302,1.0846354,81,94,n458
80.635414,0.8125,55,37,n471
80.35287,1.1731771,40,39,n470
80.33984,1.1861979,47,42,n469
80.33724,1.1888021,55,45,n468
79.958336,0.3893229,59,46,n464
80.322914,1.203125,77,84,n467
79.958336,0.3893229,67,85,n465
80.311195,1.2148438,88,96,n466
79.94271,0.4049479,84,97,n463
81.447914,0.5729167,59,37,n476
81.02213,0.99869794,56,44,n473
81.03125,0.49479166,54,48,n475
81.02344,0.5026042,79,87,n474
81.56641,1.3789062,77,89,n478
81.01432,0.51171875,89,99,n472
81.55599,1.3893229,93,101,n477
81.97787,1.53125,82,41,n479
82.83724,0.671875,64,48,n483
82.38021,0.5651042,67,49,n481
82.83203,0.6770833,67,51,n482
82.37891,0.56640625,72,53,n480
82.97526,2.188802,83,89,n485
82.967445,1.7708334,93,101,n484
83.75912,0.3346354,64,41,n488
84.407555,1.25,78,41,n491
84.078125,0.3671875,68,45,n490
83.42578,0.66796875,64,46,n486
84.06771,0.37760416,72,48,n489
83.42578,0.66796875,71,49,n487
85.12109,0.5364583,62,49,n495
84.73568,0.4283854,68,51,n493
85.11849,0.5390625,61,53,n494
84.72526,0.4388021,74,54,n492
85.22526,2.1757812,77,89,n497
85.21875,2.1822917,90,101,n496
85.936195,0.3268229,60,41,n500
86.282555,0.076822914,58,46,n501
85.60156,0.6614583,61,48,n498
86.28646,0.41145834,58,49,n502
85.60807,0.65494794,62,51,n499
86.62109,1.2955729,65,53,n503
87.33594,0.47916666,52,60,n507
86.94922,0.4518229,58,61,n504
87.33463,0.48046875,55,63,n506
86.94922,0.4518229,60,65,n505
87.416664,2.279948,65,77,n509
87.40365,1.8606771,79,89,n508
88.11588,0.34375,48,53,n512
88.79297,1.4088541,59,53,n515
88.46094,0.35416666,47,57,n514
87.78385,0.67578125,54,58,n511
88.45573,0.359375,53,60,n513
87.779945,0.6796875,61,61,n510
89.63672,0.5442708,43,61,n519
89.19271,0.50390625,57,63,n516
89.71354,2.141927,57,77,n521
89.69922,1.5416666,71,89,n520
90.52865,0.71223956,52,53,n524
90.157555,0.44010416,56,60,n523
90.88412,0.3606771,44,60,n526
90.8776,0.36328125,51,63,n525
91.53385,0.3216146,47,53,n529
91.25521,0.60026044,45,58,n528
91.895836,0.3828125,35,58,n532
91.24349,0.6119792,60,61,n527
91.89844,0.36197916,47,61,n533
91.876305,1.9713541,49,65,n531
91.87109,2.0429688,58,77,n530
92.67969,0.54296875,54,41,n536
92.26823,0.82421875,48,57,n534
93.092445,0.4388021,44,57,n538
92.27474,0.8098958,49,60,n535
93.08463,0.42447916,43,60,n537
93.9375,0.5598958,32,53,n541
93.52213,0.390625,45,55,n540
93.489586,0.9505208,50,58,n539
94.42057,0.59375,45,60,n544
94.427086,0.58723956,43,63,n545
94.39844,0.0625,46,65,n543
94.39193,2.8658855,56,77,n542
95.78646,1.5143229,40,41,n549
97.26693,0.6276042,23,53,n555
94.98047,2.3203125,41,58,n548
97.239586,0.6458333,42,60,n551
94.96875,2.3320312,52,61,n547
97.26172,0.6328125,29,65,n554
97.25391,0.6276042,38,69,n552
97.25781,0.63671875,41,77,n553
97.229164,0.66536456,58,81,n550
97.90625,0.4140625,29,53,n559
98.38932,0.30729166,31,53,n565
98.71094,0.33333334,44,53,n568
97.885414,0.43489584,43,60,n558
98.35677,0.33984375,28,60,n563
98.71094,0.33333334,44,64,n569
98.385414,0.3111979,35,65,n564
98.748695,0.2955729,42,67,n571
97.88151,0.4388021,49,69,n557
98.33724,0.359375,56,69,n561
98.70963,0.3346354,59,70,n567
97.875,0.4453125,57,72,n556
98.354164,0.3424479,50,72,n562
98.72656,0.31770834,52,73,n570
98.70052,0.34375,67,79,n566
98.33073,0.3658854,63,81,n560
99.09766,0.28385416,33,53,n577
99.42838,0.26953125,24,53,n581
99.74349,0.30208334,24,53,n587
99.07943,0.30208334,39,62,n575
99.407555,0.2903646,47,62,n580
99.71354,0.33203125,49,62,n584
99.08594,0.2955729,32,65,n576
99.39453,0.3033854,49,65,n579
99.717445,0.328125,43,65,n586
99.71615,0.3294271,55,68,n585
99.072914,0.29296875,54,70,n574
99.36588,0.33203125,65,70,n578
99.70963,0.3359375,58,71,n583
99.06771,0.3138021,56,74,n573
99.05338,0.328125,67,77,n572
99.69271,0.3528646,71,77,n582
100.052086,0.30859375,40,53,n590
100.36068,0.27734375,43,53,n596
100.66146,0.2747396,39,53,n602
100.37109,0.2669271,32,58,n597
100.66146,0.2747396,42,58,n603
100.04427,0.31770834,38,60,n589
100.37109,0.2669271,36,62,n598
100.645836,0.2903646,59,62,n601
100.05729,0.3046875,49,64,n593
100.376305,0.2578125,24,65,n599
100.63412,0.30208334,67,65,n600
100.05469,0.30729166,57,69,n591
100.33203,0.3059896,69,70,n595
100.05599,0.3059896,57,72,n592
100.32422,0.60807294,73,74,n594
100.02213,0.33984375,73,76,n588
100.98568,0.31640625,28,53,n609
101.32682,0.36979166,41,53,n614
101.70963,0.3346354,43,53,n618
101.69662,0.3515625,45,56,n616
100.98307,0.3190104,21,58,n608
101.71224,1.0039062,43,59,n619
101.3099,0.38671875,44,60,n613
100.96224,0.33984375,45,62,n607
100.95573,0.3372396,58,65,n606
101.29297,0.40364584,58,65,n611
101.74088,0.3033854,26,65,n620
101.70182,0.3424479,64,68,n617
101.29557,0.40104166,61,69,n612
100.94401,0.3580729,67,70,n605
101.6849,1.03125,76,71,n615
101.27474,0.421875,77,72,n610
100.93229,0.36979166,72,74,n604
102.75781,0.3450521,45,49,n634
102.32943,0.38671875,42,50,n626
102.00781,0.7083333,51,52,n624
102.33854,0.37760416,34,53,n628
102.73698,0.11328125,38,53,n630
101.98307,0.73307294,45,55,n621
102.7526,0.38541666,42,58,n632
102.7474,0.35546875,36,61,n631
102.33594,0.38020834,45,62,n627
101.99088,0.72526044,58,64,n623
102.32162,0.39453125,51,65,n625
102.7526,0.3502604,37,65,n633
101.989586,0.7265625,58,67,n622
102.71094,0.76953125,71,70,n629
103.109375,0.37109375,43,48,n638
103.10156,0.37890625,46,52,n637
103.5,0.063802086,34,52,n641
103.97266,0.09375,42,53,n648
103.52344,0.44921875,31,55,n644
103.970055,0.5286458,41,57,n647
103.09896,0.08203125,32,60,n636
103.515625,0.45703125,43,60,n643
103.08073,0.3997396,53,64,n635
103.50781,0.46484375,34,64,n642
103.96875,0.52994794,40,65,n646
103.4974,0.4752604,49,67,n640
103.94531,0.5494792,57,69,n645
103.48047,0.4921875,58,72,n639
104.51693,0.37760416,33,53,n652
104.92448,0.35546875,40,53,n657
105.28776,0.3294271,40,53,n660
104.51172,0.3828125,37,60,n651
104.90625,0.3736979,38,60,n654
105.28776,0.3294271,37,64,n661
104.92838,0.3515625,46,65,n658
105.32031,0.296875,44,67,n664
104.49479,0.3997396,51,69,n650
104.91927,0.3606771,42,69,n656
105.30078,0.3046875,45,70,n663
104.48698,0.4075521,58,72,n649
104.907555,0.37239584,55,72,n655
105.29557,0.3216146,54,73,n662
105.27213,0.3450521,74,79,n659
104.88672,0.39322916,74,81,n653
105.947914,0.28515625,35,53,n674
105.60807,0.3190104,47,62,n668
105.93229,0.30078125,49,62,n673
106.248695,0.3033854,49,62,n678
105.61198,0.29166666,50,65,n669
105.90365,0.3294271,56,65,n672
106.25651,0.2955729,50,65,n679
106.23307,0.3190104,61,68,n677
105.60547,0.28515625,56,70,n667
105.890625,0.3424479,70,70,n671
106.22526,0.3268229,61,71,n676
105.59635,0.33072916,64,74,n666
105.58463,0.3424479,73,77,n665
106.21875,0.33333334,71,77,n675
106.552086,0.296875,48,53,n682
106.859375,0.31510416,36,53,n690
107.1875,0.28515625,44,53,n696
106.859375,0.3059896,45,58,n691
107.16537,0.30729166,52,58,n695
106.55599,0.29296875,31,60,n684
106.859375,0.083333336,48,62,n692
107.154945,0.31770834,65,62,n694
106.55599,0.29296875,55,64,n685
106.842445,0.059895832,55,65,n689
107.145836,0.3268229,70,65,n693
106.552086,0.296875,63,69,n683
106.82552,0.34895834,71,70,n688
106.55599,0.29296875,60,72,n686
106.81901,0.63932294,70,74,n687
106.53646,0.3125,79,76,n681
107.51172,0.2591146,46,53,n702
107.8099,0.3059896,38,53,n707
108.16016,0.33333334,48,53,n712
108.16016,0.33333334,38,56,n713
107.8099,0.3059896,26,57,n708
107.49479,0.27604166,52,58,n700
108.15625,1.0,42,59,n711
107.78516,0.33072916,53,60,n705
107.49479,0.27604166,46,62,n701
107.479164,0.29166666,63,65,n699
107.78646,0.3294271,55,65,n706
108.16016,0.084635414,41,65,n714
108.13802,0.35546875,69,68,n710
107.76693,0.34895834,64,69,n704
107.46354,0.30729166,70,70,n698
108.11588,1.0403646,77,71,n709
107.75651,0.359375,81,72,n703
107.458336,0.3125,78,74,n697
109.186195,0.12109375,45,49,n729
108.75651,0.3997396,42,50,n723
108.41537,0.1640625,53,52,n717
108.7474,0.3997396,36,53,n721
109.14713,0.13671875,30,53,n725
108.385414,0.18880208,47,55,n716
109.17578,0.43489584,44,58,n726
109.18359,0.36979166,39,61,n728
108.7526,0.40364584,45,62,n722
108.42318,0.14973958,57,64,n719
108.72526,0.4309896,61,65,n720
109.17969,0.3736979,45,65,n727
108.41537,0.74088544,62,67,n718
109.14193,0.8255208,71,70,n724
109.52865,0.4388021,43,48,n732
109.52344,0.4440104,49,52,n731
109.98698,0.115885414,37,52,n736
110.592445,0.93880206,33,53,n742
110.00391,0.60807294,31,55,n738
110.59375,0.9010417,44,57,n743
109.54297,0.10546875,30,60,n733
109.99088,0.62109375,42,60,n737
109.5026,0.46484375,49,64,n730
110.00912,0.60286456,8,64,n739
110.583336,0.9479167,36,65,n741
109.979164,0.6328125,47,67,n735
110.5651,0.89453125,49,69,n740
109.96875,0.6432292,57,72,n734
111.49609,0.5651042,38,45,n747
112.061195,0.37239584,31,45,n750
112.479164,0.3111979,25,45,n757
111.49479,0.56901044,30,57,n746
112.063805,0.36979166,32,57,n751
112.45703,0.33333334,32,57,n755
112.46484,0.32552084,22,62,n756
112.072914,0.3606771,19,64,n752
111.47526,0.9583333,35,66,n745
112.4349,0.35546875,45,66,n754
112.04557,0.38802084,41,67,n749
111.45963,0.56901044,45,69,n744
112.02865,0.39453125,41,69,n748
112.42318,0.34895834,44,69,n753
112.77213,0.33984375,47,69,n758
112.81901,0.35546875,32,45,n762
113.17448,0.2799479,36,45,n767
113.52604,0.40234375,21,45,n772
112.8125,0.32421875,31,57,n761
113.13672,0.31770834,42,57,n766
113.50521,0.4231771,37,57,n770
113.52213,0.40625,20,61,n771
113.13021,0.32421875,47,62,n765
112.79557,0.6588542,40,64,n760
113.48828,0.44010416,47,64,n769
113.11588,0.33854166,55,66,n764
112.79037,0.6640625,46,67,n759
113.11198,0.3424479,62,69,n763
113.48047,0.44791666,52,69,n768
113.947914,0.37890625,34,45,n776
114.32682,0.3033854,37,45,n779
114.67318,0.3138021,36,45,n785
113.94531,0.38020834,33,57,n775
114.32552,0.3046875,45,57,n778
114.66276,0.32421875,43,57,n784
114.657555,0.3294271,46,64,n783
114.32682,0.3033854,48,66,n780
113.93229,0.40234375,54,67,n774
114.64974,0.3372396,60,67,n781
114.30599,0.32421875,66,69,n777
114.64974,0.3046875,59,69,n782
113.916664,0.41796875,60,71,n773
114.99088,0.3033854,39,45,n788
115.30469,0.34635416,40,45,n794
115.67578,0.421875,34,45,n799
114.99088,0.3033854,44,57,n789
115.30078,0.3502604,45,57,n792
115.65885,0.071614586,41,57,n797
115.66016,0.4375,48,62,n798
115.302086,0.34895834,51,64,n793
