xml_id	midi_id	track	channel	pitch	onset
n78-1	n62	1	0	56	5.635416666666663
n80-1	n65	1	0	56	5.8885416666666615
n76-1	n60	1	0	56	5.4364583333333325
n75-1	n59	1	0	60	5.349999999999999
n79-1	n64	1	0	60	5.761458333333329
n77-1	n61	1	0	52	5.526041666666664
n87-1	n63	1	0	52	5.7291666666666625
n86-1	deletion
n88-1	n66	1	0	48	5.960416666666661
n89-1	n68	1	0	48	6.280208333333326
n91-1	n73	1	0	48	7.581249999999988
n93-1	n75	1	0	48	7.765624999999988
n98-1	n80	1	0	48	8.289583333333324
n81-1	deletion
n82-1	n67	1	0	56	6.13854166666666
n84-1	n70	1	0	56	6.456249999999993
n83-1	n69	1	0	60	6.31041666666666
n105-1	n72	1	0	33	7.117708333333326
n102-1	n71	1	0	45	7.107291666666659
n90-1	deletion
n92-1	n74	1	0	57	7.683333333333321
n94-1	n76	1	0	47	7.868749999999986
n103-1	deletion
n95-1	n77	1	0	50	8.019791666666652
n97-1	n79	1	0	50	8.186458333333324
n96-1	n78	1	0	57	8.128124999999988
n104-1	deletion
n99-1	n81	1	0	52	8.404166666666656
n101-1	n83	1	0	52	8.57499999999999
n100-1	n82	1	0	57	8.511458333333323
n118-1	n84	1	0	50	8.690624999999992
n106-1	deletion
n107-1	n85	1	0	53	8.816666666666661
n109-1	n87	1	0	53	9.029166666666661
n108-1	n86	1	0	57	8.920833333333329
n119-1	n88	1	0	47	9.089583333333328
n110-1	deletion
n111-1	n89	1	0	50	9.213541666666663
n113-1	n91	1	0	50	9.405208333333329
n112-1	n90	1	0	57	9.303124999999996
n114-1	n92	1	0	48	9.485416666666662
n120-1	deletion
n115-1	n93	1	0	52	9.587499999999997
n117-1	n95	1	0	52	9.746874999999998
n116-1	n94	1	0	57	9.695833333333331
n137-1	n97	1	0	33	9.987499999999997
n122-1	n96	1	0	45	9.969791666666664
n134-1	deletion
n123-1	n98	1	0	48	10.129166666666665
n125-1	n100	1	0	48	10.294791666666667
n124-1	n99	1	0	57	10.235416666666666
n135-1	n101	1	0	47	10.414583333333335
n126-1	deletion
n127-1	n102	1	0	50	10.531250000000004
n129-1	n104	1	0	50	10.694791666666669
n128-1	n103	1	0	57	10.627083333333337
n136-1	n105	1	0	48	10.802083333333336
n130-1	deletion
n131-1	n106	1	0	52	10.89791666666667
n133-1	n108	1	0	52	11.061458333333336
n132-1	n107	1	0	57	10.996875000000003
n150-1	n110	1	0	45	11.186458333333334
n138-1	n109	1	0	50	11.173958333333335
n151-1	deletion
n139-1	n111	1	0	53	11.279166666666669
n141-1	n113	1	0	53	11.445833333333338
n140-1	deletion
n143-1	deletion
n145-1	deletion
n142-1	n114	1	0	52	11.547916666666671
n147-1	deletion
n152-1	deletion
n144-1	n119	1	0	57	12.004166666666674
n149-1	deletion
n153-1	n118	1	0	53	11.902083333333339
n146-1	deletion
n148-1	n121	1	0	57	12.164583333333342
n168-1	n117	1	0	55	11.800000000000004
n155-1	n122	1	0	55	12.279166666666676
n156-1	n123	1	0	58	12.363541666666675
n158-1	n125	1	0	58	12.530208333333341
n157-1	n124	1	0	64	12.461458333333342
n169-1	n126	1	0	52	12.641666666666675
n159-1	deletion
n160-1	n127	1	0	55	12.765625000000007
n162-1	n129	1	0	55	12.913541666666674
n161-1	n128	1	0	61	12.822916666666675
n163-1	n130	1	0	53	13.00208333333334
n170-1	deletion
n164-1	n131	1	0	57	13.100000000000007
n166-1	n133	1	0	57	13.255208333333341
n165-1	n132	1	0	62	13.163541666666674
n184-1	n135	1	0	45	13.383333333333344
n185-1	n134	1	0	55	13.376041666666676
n172-1	deletion
n173-1	n136	1	0	58	13.458333333333345
n175-1	n138	1	0	58	13.62291666666668
n174-1	n137	1	0	64	13.56979166666668
n186-1	n139	1	0	58	13.740625000000012
n176-1	deletion
n177-1	n140	1	0	62	13.837500000000015
n179-1	n142	1	0	62	14.00416666666668
n178-1	n141	1	0	67	13.928125000000014
n187-1	n143	1	0	57	14.095833333333347
n180-1	deletion
n181-1	n144	1	0	60	14.144791666666682
n183-1	n146	1	0	60	14.318750000000017
n182-1	n145	1	0	65	14.25520833333335
n189-1	n147	1	0	55	14.457291666666684
n202-1	deletion
n190-1	n148	1	0	58	14.53645833333335
n192-1	n150	1	0	58	14.71145833333335
n191-1	n149	1	0	64	14.626041666666685
n203-1	n151	1	0	52	14.801041666666684
n193-1	deletion
n194-1	n152	1	0	55	14.90312500000002
n196-1	n154	1	0	55	15.054166666666688
n195-1	n153	1	0	61	14.966666666666688
n197-1	n155	1	0	53	15.161458333333355
n204-1	deletion
n198-1	n156	1	0	57	15.25104166666669
n200-1	n158	1	0	57	15.41041666666669
n199-1	n157	1	0	62	15.314583333333356
n218-1	n160	1	0	45	15.51979166666669
n206-1	n159	1	0	55	15.515625000000023
n219-1	deletion
n207-1	n161	1	0	58	15.609375000000025
n209-1	n163	1	0	58	15.806250000000023
n208-1	n162	1	0	64	15.723958333333357
n210-1	n164	1	0	58	15.887500000000022
n220-1	deletion
n211-1	n165	1	0	62	15.987500000000024
n213-1	n167	1	0	62	16.126041666666687
n212-1	n166	1	0	67	16.06979166666669
n221-1	n168	1	0	57	16.23125000000002
n214-1	deletion
n215-1	n169	1	0	60	16.29791666666669
n217-1	n171	1	0	60	16.467708333333356
n216-1	n170	1	0	65	16.393750000000022
n237-1	n173	1	0	56	16.59166666666669
n223-1	n172	1	0	62	16.586458333333358
n224-1	n174	1	0	65	16.683333333333362
n226-1	n176	1	0	65	16.852083333333358
n225-1	n175	1	0	71	16.782291666666694
n227-1	n178	1	0	59	16.96666666666669
n238-1	deletion
n228-1	n177	1	0	65	16.961458333333358
n229-1	n179	1	0	68	17.021875000000023
n231-1	n181	1	0	68	17.193750000000023
n230-1	n180	1	0	74	17.13645833333336
n239-1	n183	1	0	60	17.306250000000023
n232-1	deletion
n233-1	n182	1	0	64	17.30104166666669
n234-1	n184	1	0	67	17.360416666666687
n236-1	n186	1	0	67	17.53229166666669
n235-1	n185	1	0	72	17.455208333333356
n253-1	n188	1	0	61	17.64479166666669
n241-1	n187	1	0	67	17.62916666666669
n254-1	deletion
n242-1	n189	1	0	70	17.727083333333358
n244-1	n191	1	0	70	17.889583333333356
n243-1	n190	1	0	76	17.81041666666669
n255-1	n192	1	0	64	17.990625000000023
n256-1	n193	1	0	70	18.006250000000023
n245-1	deletion
n246-1	n194	1	0	73	18.073958333333355
n248-1	n196	1	0	73	18.25104166666669
n247-1	n195	1	0	79	18.17291666666669
n257-1	n198	1	0	65	18.36875000000002
n258-1	n197	1	0	69	18.35937500000002
n249-1	deletion
n250-1	n199	1	0	72	18.43750000000002
n252-1	n201	1	0	72	18.592708333333356
n251-1	n200	1	0	77	18.534375000000022
n272-1	n204	1	0	56	18.86666666666669
n260-1	n203	1	0	62	18.842708333333356
n261-1	n205	1	0	65	19.01145833333335
n263-1	n207	1	0	65	19.184375000000017
n262-1	n206	1	0	71	19.108333333333352
n273-1	n209	1	0	59	19.307291666666686
n264-1	n208	1	0	65	19.295833333333352
n265-1	n210	1	0	68	19.38333333333335
n267-1	n212	1	0	68	19.532291666666683
n266-1	n211	1	0	74	19.460416666666685
n274-1	n214	1	0	60	19.660416666666684
n268-1	n213	1	0	64	19.654166666666683
n269-1	n215	1	0	67	19.73020833333335
n271-1	n217	1	0	67	19.900000000000016
n270-1	n216	1	0	72	19.801041666666684
n288-1	n219	1	0	61	20.003125000000015
n276-1	n218	1	0	67	19.993750000000016
n277-1	n220	1	0	70	20.09791666666668
n279-1	n222	1	0	70	20.24895833333335
n278-1	n221	1	0	76	20.16354166666668
n291-1	n227	1	0	61	20.54479166666668
n289-1	n224	1	0	64	20.385416666666682
n292-1	n228	1	0	67	20.55000000000001
n290-1	n223	1	0	69	20.370833333333348
n284-1	n231	1	0	69	20.72812500000001
n280-1	deletion
n281-1	n225	1	0	73	20.44166666666668
n283-1	n229	1	0	73	20.585416666666678
n282-1	n226	1	0	79	20.493750000000013
n293-1	n230	1	0	64	20.723958333333343
n294-1	deletion
n285-1	n232	1	0	70	20.786458333333343
n287-1	n234	1	0	70	20.953125000000007
n286-1	n233	1	0	76	20.877083333333342
n308-1	n236	1	0	59	21.097916666666674
n296-1	n235	1	0	65	21.079166666666673
n297-1	n237	1	0	68	21.18958333333334
n299-1	n239	1	0	68	21.346875000000004
n298-1	n238	1	0	74	21.279166666666672
n309-1	n241	1	0	62	21.46354166666667
n300-1	n240	1	0	67	21.452083333333338
n301-1	n242	1	0	71	21.53854166666667
n303-1	n244	1	0	71	21.703125000000004
n302-1	n243	1	0	76	21.63854166666667
n310-1	n246	1	0	59	21.811458333333338
n304-1	n245	1	0	65	21.803125000000005
n305-1	n247	1	0	69	21.918750000000003
n307-1	n249	1	0	69	22.058333333333337
n306-1	n248	1	0	74	22.00729166666667
n324-1	n251	1	0	56	22.18333333333334
n312-1	n250	1	0	62	22.154166666666672
n313-1	n252	1	0	65	22.26250000000001
n315-1	n254	1	0	65	22.434375000000014
n314-1	n253	1	0	71	22.36354166666668
n327-1	n260	1	0	56	22.702083333333345
n325-1	n256	1	0	59	22.537500000000012
n328-1	n258	1	0	62	22.692708333333346
n316-1	n255	1	0	64	22.528125000000014
n320-1	n263	1	0	64	22.87500000000001
n326-1	deletion
n330-1	deletion
n317-1	n257	1	0	68	22.586458333333347
n319-1	n261	1	0	68	22.761458333333344
n318-1	n259	1	0	74	22.696875000000013
n329-1	n262	1	0	59	22.87500000000001
n321-1	n264	1	0	65	22.944791666666678
n323-1	n266	1	0	65	23.142708333333346
n322-1	n265	1	0	71	23.061458333333345
n344-1	n268	1	0	54	23.265625000000014
n332-1	n267	1	0	60	23.228125000000013
n333-1	n269	1	0	63	23.355208333333348
n335-1	n271	1	0	63	23.505208333333346
n334-1	n270	1	0	69	23.434375000000014
n345-1	n272	1	0	57	23.606250000000014
n336-1	n273	1	0	62	23.612500000000015
n337-1	n274	1	0	66	23.691666666666684
n339-1	n276	1	0	66	23.857291666666683
n338-1	deletion
n346-1	n278	1	0	54	23.969791666666683
n340-1	n277	1	0	60	23.944791666666685
n341-1	n279	1	0	63	24.041666666666682
n343-1	n281	1	0	63	24.220833333333353
n342-1	n280	1	0	69	24.14375000000002
n363-1	n282	1	0	33	24.316666666666684
n364-1	deletion
n360-1	n284	1	0	53	24.375000000000018
n348-1	n283	1	0	60	24.36562500000002
n349-1	n285	1	0	63	24.54270833333335
n351-1	n287	1	0	63	24.707291666666684
n350-1	n286	1	0	69	24.63645833333335
n361-1	n289	1	0	57	24.776041666666686
n352-1	n288	1	0	62	24.769791666666684
n353-1	n290	1	0	65	24.87187500000002
n355-1	n292	1	0	65	25.017708333333356
n354-1	deletion
n362-1	n294	1	0	53	25.147916666666692
n356-1	n293	1	0	60	25.116666666666692
n357-1	n296	1	0	63	25.21354166666669
n359-1	n298	1	0	63	25.393750000000022
n358-1	n297	1	0	69	25.311458333333356
n377-1	n299	1	0	54	25.466666666666686
n365-1	n300	1	0	60	25.476041666666685
n366-1	n301	1	0	63	25.557291666666686
n368-1	n303	1	0	63	25.729166666666682
n367-1	n302	1	0	69	25.666666666666682
n378-1	n305	1	0	57	25.83645833333335
n369-1	n304	1	0	62	25.825000000000017
n370-1	n306	1	0	66	25.90000000000002
n372-1	n308	1	0	66	26.102083333333354
n371-1	deletion
n379-1	n310	1	0	54	26.17187500000002
n373-1	n309	1	0	60	26.15729166666669
n374-1	n311	1	0	63	26.24375000000002
n376-1	n313	1	0	63	26.389583333333356
n375-1	n312	1	0	69	26.339583333333355
n397-1	n314	1	0	33	26.54895833333336
n398-1	deletion
n394-1	n316	1	0	53	26.586458333333358
n382-1	n315	1	0	60	26.56458333333336
n383-1	n317	1	0	63	26.745833333333366
n385-1	n319	1	0	63	26.897916666666703
n384-1	n318	1	0	69	26.833333333333364
n395-1	n321	1	0	57	27.034375000000036
n386-1	n320	1	0	62	26.996875000000035
n387-1	n322	1	0	65	27.082291666666702
n389-1	n324	1	0	65	27.230208333333373
n388-1	deletion
n396-1	n325	1	0	53	27.30833333333337
n390-1	n326	1	0	60	27.32395833333337
n391-1	n327	1	0	63	27.410416666666702
n393-1	n329	1	0	63	27.553125000000033
n392-1	n328	1	0	69	27.48333333333337
n400-1	n330	1	0	53	27.65312500000003
n401-1	n331	1	0	55	27.759375000000034
n402-1	n332	1	0	57	27.87083333333337
n403-1	n333	1	0	59	27.93020833333337
n404-1	n334	1	0	52	28.02395833333337
n405-1	n335	1	0	53	28.091666666666697
n406-1	n336	1	0	55	28.213541666666696
n407-1	n337	1	0	57	28.286458333333364
n408-1	n338	1	0	50	28.37500000000003
n409-1	n339	1	0	52	28.44375000000003
n410-1	n340	1	0	53	28.54895833333336
n411-1	n341	1	0	55	28.618750000000027
n413-1	n342	1	0	53	28.72083333333336
n414-1	n343	1	0	55	28.787500000000026
n415-1	n344	1	0	57	28.917708333333366
n416-1	n345	1	0	59	28.989583333333368
n417-1	n346	1	0	52	29.0791666666667
n418-1	n347	1	0	53	29.146875000000037
n419-1	n348	1	0	55	29.261458333333366
n420-1	n349	1	0	57	29.332291666666702
n421-1	n350	1	0	50	29.4354166666667
n422-1	n351	1	0	52	29.476041666666703
n423-1	n352	1	0	53	29.5791666666667
n424-1	n353	1	0	55	29.684375000000035
n427-1	n356	1	0	52	30.421875000000025
n428-1	n357	1	0	53	30.50104166666669
n429-1	deletion
n430-1	deletion
n431-1	n360	1	0	50	30.822916666666696
n432-1	n361	1	0	52	30.922916666666698
n433-1	deletion
n434-1	deletion
n450-1	n363	1	0	33	31.362500000000026
n447-1	n362	1	0	45	31.341666666666693
n435-1	deletion
n436-1	n364	1	0	48	31.573958333333362
n438-1	n366	1	0	48	31.787500000000026
n437-1	n365	1	0	57	31.683333333333362
n439-1	n367	1	0	47	31.848958333333357
n448-1	deletion
n440-1	n368	1	0	50	31.96770833333336
n442-1	n370	1	0	50	32.14687500000002
n441-1	n369	1	0	57	32.08020833333335
n443-1	n371	1	0	48	32.24062500000002
n449-1	deletion
n444-1	n372	1	0	52	32.370833333333366
n446-1	n374	1	0	52	32.5604166666667
n445-1	n373	1	0	57	32.50312500000003
n463-1	n375	1	0	50	32.643750000000026
n451-1	deletion
n452-1	n376	1	0	53	32.789583333333354
n454-1	n378	1	0	53	32.95416666666668
n453-1	n377	1	0	57	32.88229166666668
n464-1	n379	1	0	47	33.046875000000014
n455-1	deletion
n458-1	n381	1	0	50	33.292708333333344
n456-1	deletion
n457-1	n380	1	0	57	33.22916666666668
n459-1	n382	1	0	48	33.43437500000001
n465-1	deletion
n460-1	n383	1	0	52	33.555208333333354
n462-1	n385	1	0	52	33.71458333333336
n461-1	n384	1	0	57	33.621875000000024
n482-1	n387	1	0	33	33.89270833333335
n479-1	n386	1	0	45	33.873958333333356
n467-1	deletion
n468-1	n388	1	0	48	34.01354166666668
n470-1	n390	1	0	48	34.18229166666669
n469-1	n389	1	0	57	34.09583333333335
n480-1	n391	1	0	47	34.28125000000002
n471-1	deletion
n472-1	n392	1	0	50	34.38125000000003
n474-1	n394	1	0	50	34.54687500000004
n473-1	n393	1	0	57	34.47916666666671
n475-1	n395	1	0	48	34.63750000000005
n481-1	deletion
n476-1	n396	1	0	52	34.735416666666715
n478-1	n398	1	0	52	34.898958333333375
n477-1	n397	1	0	57	34.840625000000045
n495-1	n400	1	0	45	35.01875000000003
n483-1	n399	1	0	50	35.0072916666667
n496-1	deletion
n484-1	n401	1	0	53	35.13958333333338
n486-1	n403	1	0	53	35.303125000000044
n485-1	n402	1	0	59	35.23229166666671
n497-1	n404	1	0	52	35.42500000000004
n487-1	deletion
n491-1	n408	1	0	53	35.776041666666714
n488-1	deletion
n490-1	n405	1	0	55	35.539583333333375
n513-1	n407	1	0	55	35.697916666666714
n500-1	n412	1	0	55	36.169791666666704
n489-1	n406	1	0	60	35.63645833333338
n498-1	deletion
n492-1	n409	1	0	57	35.891666666666715
n494-1	n411	1	0	57	36.04791666666671
n493-1	n410	1	0	62	35.977083333333375
n512-1	deletion
n501-1	n413	1	0	58	36.27187500000004
n503-1	n415	1	0	58	36.42291666666671
n502-1	n414	1	0	64	36.363541666666706
n504-1	n416	1	0	52	36.53541666666671
n514-1	deletion
n505-1	n417	1	0	55	36.631250000000044
n507-1	n419	1	0	55	36.78229166666671
n506-1	n418	1	0	61	36.69479166666671
n508-1	n420	1	0	53	36.885416666666714
n515-1	deletion
n509-1	n421	1	0	57	36.981250000000045
n511-1	n423	1	0	57	37.12708333333338
n510-1	n422	1	0	62	37.03333333333338
n529-1	n425	1	0	45	37.30312500000005
n517-1	n424	1	0	55	37.293750000000045
n530-1	deletion
n518-1	n426	1	0	58	37.364583333333385
n520-1	n428	1	0	58	37.554166666666724
n519-1	n427	1	0	64	37.49062500000006
n531-1	n429	1	0	58	37.70312500000007
n521-1	deletion
n522-1	n430	1	0	62	37.782291666666744
n524-1	n432	1	0	62	37.95104166666674
n523-1	n431	1	0	67	37.87916666666674
n532-1	n433	1	0	57	38.06562500000007
n525-1	deletion
n526-1	n434	1	0	60	38.09895833333341
n528-1	n437	1	0	60	38.287500000000065
n527-1	n435	1	0	65	38.2083333333334
n547-1	n438	1	0	55	38.41979166666673
n534-1	deletion
n535-1	n439	1	0	58	38.4927083333334
n537-1	n441	1	0	58	38.676041666666734
n536-1	n440	1	0	64	38.5958333333334
n538-1	n442	1	0	52	38.75729166666673
n548-1	deletion
n539-1	n443	1	0	55	38.834375000000065
n541-1	n445	1	0	55	38.990625000000065
n540-1	n444	1	0	61	38.914583333333404
n549-1	n446	1	0	53	39.12291666666673
n542-1	deletion
n543-1	n447	1	0	57	39.2114583333334
n545-1	n449	1	0	57	39.38541666666672
n544-1	n448	1	0	62	39.28437500000006
n563-1	n451	1	0	45	39.49895833333339
n564-1	n450	1	0	55	39.49479166666672
n551-1	deletion
n552-1	n452	1	0	58	39.5708333333334
n554-1	n454	1	0	58	39.74791666666673
n553-1	n453	1	0	64	39.691666666666734
n555-1	n455	1	0	58	39.87291666666673
n565-1	deletion
n556-1	n456	1	0	62	39.9395833333334
n558-1	n458	1	0	62	40.126041666666744
n557-1	n457	1	0	67	40.03229166666674
n566-1	n459	1	0	57	40.226041666666745
n559-1	deletion
n560-1	n460	1	0	60	40.270833333333414
n562-1	n462	1	0	60	40.44583333333341
n584-1	n476	1	0	60	41.42812500000008
n561-1	n461	1	0	65	40.39687500000008
n585-1	n464	1	0	33	40.60833333333342
n582-1	n466	1	0	56	40.67500000000008
n568-1	n465	1	0	62	40.665625000000084
n569-1	n467	1	0	65	40.779166666666754
n571-1	n469	1	0	65	40.95208333333342
n570-1	n468	1	0	71	40.88958333333342
n583-1	n470	1	0	59	41.05937500000009
n572-1	deletion
n573-1	n471	1	0	65	41.05937500000009
n574-1	n472	1	0	68	41.15520833333342
n576-1	n474	1	0	68	41.30729166666675
n575-1	n473	1	0	74	41.228125000000084
n577-1	deletion
n578-1	n475	1	0	64	41.40729166666675
n579-1	n477	1	0	67	41.47812500000008
n581-1	n479	1	0	67	41.63125000000008
n599-1	n480	1	0	67	41.74062500000008
n580-1	n478	1	0	72	41.57812500000008
n598-1	n481	1	0	61	41.74479166666675
n586-1	deletion
n587-1	n482	1	0	70	41.845833333333424
n589-1	n484	1	0	70	42.01145833333342
n588-1	n483	1	0	76	41.923958333333424
n600-1	n485	1	0	64	42.09062500000009
n601-1	n486	1	0	70	42.11250000000009
n590-1	deletion
n591-1	n487	1	0	73	42.19895833333343
n593-1	n489	1	0	73	42.358333333333434
n592-1	n488	1	0	79	42.2812500000001
n602-1	n490	1	0	65	42.467708333333434
n603-1	n491	1	0	69	42.467708333333434
n594-1	deletion
n595-1	n492	1	0	72	42.544791666666775
n597-1	n494	1	0	72	42.69166666666678
n596-1	n493	1	0	77	42.64583333333344
n617-1	n496	1	0	56	42.877083333333445
n605-1	n495	1	0	62	42.861458333333445
n606-1	n497	1	0	65	42.97604166666678
n608-1	n499	1	0	65	43.12812500000012
n607-1	n498	1	0	71	43.066666666666784
n618-1	n501	1	0	59	43.24166666666679
n609-1	n500	1	0	65	43.22604166666679
n610-1	n502	1	0	68	43.335416666666795
n612-1	n504	1	0	68	43.4760416666668
n611-1	n503	1	0	74	43.417708333333465
n619-1	n506	1	0	60	43.58333333333347
n613-1	n505	1	0	64	43.57395833333347
n614-1	n507	1	0	67	43.69583333333347
n616-1	n509	1	0	67	43.847916666666805
n615-1	n508	1	0	72	43.794791666666804
n633-1	n511	1	0	61	43.94062500000014
n621-1	n510	1	0	67	43.928125000000136
n622-1	n512	1	0	70	44.03020833333347
n624-1	n514	1	0	70	44.18437500000013
n623-1	n513	1	0	76	44.11562500000013
n634-1	n515	1	0	64	44.27916666666679
n625-1	n516	1	0	70	44.289583333333454
n626-1	n517	1	0	73	44.38229166666679
n628-1	n519	1	0	73	44.55625000000012
n627-1	n518	1	0	79	44.463541666666785
n635-1	n521	1	0	65	44.660416666666784
n636-1	n520	1	0	69	44.651041666666785
n629-1	deletion
n630-1	n522	1	0	72	44.75312500000012
n632-1	n524	1	0	72	44.90729166666678
n631-1	deletion
n639-1	n525	1	0	65	45.017708333333445
n640-1	n526	1	0	67	45.13020833333346
n641-1	n527	1	0	69	45.211458333333454
n642-1	n528	1	0	71	45.295833333333455
n643-1	n529	1	0	64	45.3885416666668
n644-1	n530	1	0	65	45.4666666666668
n645-1	n531	1	0	67	45.55625000000013
n646-1	n532	1	0	69	45.65104166666679
n647-1	n533	1	0	62	45.735416666666794
n648-1	n534	1	0	64	45.800000000000125
n649-1	n535	1	0	65	45.91354166666679
n650-1	n536	1	0	67	46.00000000000012
n654-1	n537	1	0	65	46.06354166666679
n655-1	n538	1	0	67	46.15208333333345
n656-1	n539	1	0	69	46.26250000000012
n657-1	n540	1	0	71	46.35000000000012
n658-1	n541	1	0	64	46.434375000000124
n659-1	n542	1	0	65	46.525000000000134
n660-1	n543	1	0	67	46.60208333333347
n661-1	n544	1	0	69	46.70000000000014
n662-1	n545	1	0	62	46.77500000000014
n663-1	n546	1	0	64	46.8916666666668
n664-1	n547	1	0	65	46.917708333333465
n665-1	n548	1	0	67	46.990625000000136
n687-1	n549	1	0	65	47.160416666666805
n688-1	n553	1	0	67	47.317708333333464
n689-1	n554	1	0	69	47.3604166666668
n678-1	deletion
n690-1	n556	1	0	71	47.44687500000013
n684-1	n550	1	0	72	47.18645833333347
n666-1	n551	1	0	77	47.18645833333347
n667-1	n552	1	0	79	47.27395833333347
n668-1	n555	1	0	81	47.3635416666668
n669-1	n557	1	0	83	47.46354166666679
n691-1	n560	1	0	65	47.55729166666679
n692-1	n562	1	0	67	47.64270833333346
n693-1	n563	1	0	69	47.71875000000013
n680-1	deletion
n694-1	n565	1	0	71	47.76562500000013
n685-1	n558	1	0	72	47.52708333333346
n670-1	n559	1	0	77	47.532291666666794
n671-1	n561	1	0	79	47.621875000000124
n672-1	n564	1	0	81	47.73020833333346
n673-1	n566	1	0	83	47.808333333333465
n695-1	n569	1	0	65	47.8916666666668
n696-1	n571	1	0	67	47.9729166666668
n697-1	n572	1	0	69	48.05937500000014
n682-1	deletion
n698-1	n574	1	0	71	48.11458333333347
n686-1	n567	1	0	72	47.851041666666795
n674-1	n568	1	0	77	47.877083333333466
n675-1	n570	1	0	79	47.962500000000134
n676-1	n573	1	0	81	48.05937500000014
n677-1	n575	1	0	83	48.151041666666806
n720-1	n578	1	0	65	48.26145833333347
n721-1	n580	1	0	67	48.33333333333347
n722-1	n581	1	0	69	48.426041666666805
n726-1	n590	1	0	69	48.783333333333445
n715-1	deletion
n711-1	deletion
n723-1	n583	1	0	71	48.470833333333466
n717-1	n576	1	0	72	48.19895833333347
n699-1	n577	1	0	77	48.23958333333347
n700-1	n579	1	0	79	48.31770833333347
n701-1	n582	1	0	81	48.43333333333347
n702-1	n584	1	0	83	48.51458333333346
n724-1	n587	1	0	65	48.60520833333345
n725-1	n589	1	0	67	48.69687500000012
n713-1	deletion
n727-1	n592	1	0	71	48.84062500000011
n718-1	n585	1	0	72	48.55625000000013
n703-1	n586	1	0	77	48.586458333333454
n704-1	n588	1	0	79	48.68541666666679
n705-1	n591	1	0	81	48.79166666666678
n706-1	n594	1	0	83	48.91875000000011
n728-1	n595	1	0	65	48.94583333333344
n729-1	n598	1	0	67	49.08020833333344
n754-1	n604	1	0	67	49.53958333333345
n757-1	n614	1	0	67	49.977083333333454
n760-1	n622	1	0	67	50.17187500000012
n763-1	n630	1	0	67	50.360416666666794
n730-1	n600	1	0	69	49.16145833333344
n731-1	n601	1	0	71	49.22187500000011
n719-1	n593	1	0	72	48.90312500000011
n707-1	n596	1	0	77	48.95000000000011
n708-1	n597	1	0	79	49.038541666666774
n734-1	n605	1	0	79	49.53958333333345
n738-1	n611	1	0	79	49.963541666666785
n742-1	n619	1	0	79	50.15729166666679
n746-1	n627	1	0	79	50.33958333333346
n709-1	n599	1	0	81	49.138541666666775
